rule,nominal,n,n_environments,empirical_coverage,environment_balanced_coverage,cluster_ci_low,cluster_ci_high,absolute_coverage_gap,mean_half_width,mean_interval_score,calibration_pass,publication_decision
FROZEN_B11_90,0.9,779,19,0.9139922978177152,0.8997721030003023,0.8784860752085061,0.944120283571596,0.013992297817715,4.351707411572972,10.530072493745172,True,RETAIN_FROZEN_CONTROL
ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,779,19,0.957637997432606,0.9521031534328204,0.9316040863734756,0.978605843058968,0.0576379974326058,5.141229360485013,11.10625188277593,False,REJECT_PROMOTION
