n_environments,n_years,first_year,last_year,planting_date_coverage,coordinate_coverage,n_unique_weather_coordinates,power_weather_missing_fraction,ssurgo_location_coverage,n_safe_state_rows,n_horizons,future_weather_violations,observed_phenology_violations,n_forward_year_test_environments,n_forward_year_scenarios,historical_metadata_commit,historical_metadata_sha256,prediction_performance_claim
136,8,2014,2021,1.0,1.0,113,0.0,1.0,408,3,0,0,113,6,0385ac0f705eec9f4df41873467ed388e878bd1f,28dcb14b1604fb7aa65b8e06398e0c68732ae92b16a17020525960e313af9055,NONE_B9_IS_DATA_AND_VALIDATION_LOCK
