regime,environment,environment_fold,model,n,selected_config,rmse,mae,r2,correlation,novelty_nearest_z,novelty_mean5_z,max_training_kernel_similarity
CV-E-continuous-B6R,2014-NYH2,4,Selected-G+E+GxE,218,environment_rank_32,2.046823050685291,1.6518145391028802,-0.9596449018814386,0.12355575841099461,8.73145429516278,9.327432343324288,0.8088397087152701
CV-E-continuous-B6R,2014-WIH1,0,B6-fixed-G+E,208,baseline,2.467193239697257,1.997155175714435,-0.4102362928741836,0.23774533486276386,,,
CV-E-continuous-B6R,2014-WIH1,0,Selected-G,208,environment_narrower,2.8798919110571735,2.3776902842747343,-0.9214891232304141,0.19428879370576677,8.538160314908154,9.846895915586034,0.6693913492711459
CV-E-continuous-B6R,2014-WIH1,0,Selected-G+E,208,environment_narrower,2.4305649780240173,1.9621236982584187,-0.36867402811538885,0.1947284974340796,8.538160314908154,9.846895915586034,0.6693913492711459
CV-E-continuous-B6R,2014-WIH1,0,Selected-G+E+GxE,208,environment_narrower,2.2816320609078944,1.846067237637404,-0.20608183370929467,0.06783025765616234,8.538160314908154,9.846895915586034,0.6693913492711459
CV-E-continuous-B6R,2015-ILH1,1,B6-fixed-G+E,416,baseline,2.0619387544505723,1.6629661818549986,-0.2760648267327994,0.20910172988034723,,,
CV-E-continuous-B6R,2015-ILH1,1,Selected-G,416,environment_narrower,2.1869403820177302,1.765165438367394,-0.43547324789062136,0.18163483865713387,9.154515205091743,9.824514258178112,0.6299880883991145
CV-E-continuous-B6R,2015-ILH1,1,Selected-G+E,416,environment_narrower,2.09027072531326,1.690655562973811,-0.31137316327739173,0.1767943361114562,9.154515205091743,9.824514258178112,0.6299880883991145
CV-E-continuous-B6R,2015-ILH1,1,Selected-G+E+GxE,416,environment_narrower,2.1462966236997767,1.752166985870815,-0.38261320405857124,0.169527184175114,9.154515205091743,9.824514258178112,0.6299880883991145
CV-E-continuous-B6R,2015-INH1,3,B6-fixed-G+E,423,baseline,2.5134107464661906,2.107345033412969,-0.9679201467494463,0.19708088256648118,,,
CV-E-continuous-B6R,2015-INH1,3,Selected-G,423,environment_narrower,1.861309780702073,1.4288900343338142,-0.07923955825564977,0.1349526438630513,30.997960959192298,35.333635734608094,0.004947501566950924
