environment,test_year,model,n,rmse,mae,r2,correlation
2019-ILH1,2019,Frozen-T2,448,2.014335209935032,1.643862474390748,-0.4231702580403214,0.23212933642535918
2019-ILH1,2019,T2-Mean12,448,2.9839793281965052,2.6073383311674823,-2.1230935345349,0.23083027061733233
2019-ILH1,2019,T2-Median12,448,2.779580781002397,2.396809258959439,-1.7098919270916748,0.2315517681427936
2019-INH1,2019,Frozen-T1,440,4.792620859562425,4.542158967443703,-8.50148225650127,0.12938987174975639
2019-INH1,2019,Frozen-T2,440,4.5273773690947,4.2620081139325094,-7.4788822797111045,0.12238287511368094
2019-INH1,2019,T2-Mean12,440,4.334009597318462,4.057599988980301,-6.7700703649076965,0.12182815866394961
2019-INH1,2019,T2-Median12,440,4.353591520754802,4.079286370804389,-6.840442452577092,0.12908508347411393
2019-MIH1,2019,Frozen-T1,454,1.8323306878091004,1.479711293597238,-0.0741138673651891,0.09665872903490957
2019-MIH1,2019,Frozen-T2,454,1.7683684620361282,1.41715290779367,-0.0004332905099220241,0.1088958996942165
2019-MIH1,2019,T2-Mean12,454,1.766204006373485,1.407035467987432,0.002014240469185191,0.0941944551111325
2019-MIH1,2019,T2-Median12,454,1.7701085275139095,1.4155356754129855,-0.0024031016072323386,0.09652958922449695
2019-MNH1,2019,Frozen-T1,1001,1.8276484482409656,1.4153744411853353,0.0013022008637281202,0.08689229506803764
2019-MNH1,2019,Frozen-T2,1001,1.8394912538413413,1.4356490621102944,-0.011682466369071998,0.11621129706474596
2019-MNH1,2019,T2-Mean12,1001,1.9830464613648378,1.5896000959895218,-0.1757488098482738,-0.027018139993304276
2019-MNH1,2019,T2-Median12,1001,1.9950564918582776,1.601754255795441,-0.19003343660826233,-0.02883817067473378
2019-MOH1,2019,Frozen-T1,515,1.875877103588236,1.468318059393715,-0.06580303770879148,-0.12115200271925554
2019-MOH1,2019,Frozen-T2,515,1.869275974611832,1.4707741395329177,-0.058315207627976484,-0.11269112602420525
2019-MOH1,2019,T2-Mean12,515,1.9315683501926333,1.578510179378881,-0.13002577590797326,-0.11301902189044052
2019-MOH1,2019,T2-Median12,515,1.9191022803329483,1.5635923891997037,-0.11548678993645334,-0.10845759390670083
2019-NEH1,2019,Frozen-T1,308,2.6924369043472365,2.254281826606525,-0.5248442777393318,0.14257932497984502
2019-NEH1,2019,Frozen-T2,308,2.303607580734301,1.8302928037410688,-0.11622417225090009,0.14374452322607553
2019-NEH1,2019,T2-Mean12,308,2.2595255763628184,1.7755270040266449,-0.07391262563183787,0.14332438185137275
2019-NEH1,2019,T2-Median12,308,2.2830735470450794,1.8035698453594438,-0.09641313367332849,0.1394204270201636
2019-NEH2,2019,Frozen-T1,170,2.291445775408191,1.96490922502783,-1.349013616092138,0.2998784676839251
2019-NEH2,2019,Frozen-T2,170,1.761918220787865,1.4323429808143795,-0.3887940865948134,0.2874418418853679
2019-NEH2,2019,T2-Mean12,170,1.6856273024104178,1.356180321095944,-0.27112856686699116,0.2817034072402176
2019-NEH2,2019,T2-Median12,170,1.7272350321374013,1.399530079382163,-0.33465568511789545,0.2864962439446187
2019-NEH2L,2019,Frozen-T1,174,2.160189166589839,1.6997897586330524,0.003871642004190212,0.12819423345942096
2019-NEH2L,2019,Frozen-T2,174,2.1511759277460416,1.669028196301748,0.012166852621154245,0.13469064310082648
2019-NEH2L,2019,T2-Mean12,174,2.1839469615737612,1.6793573707278509,-0.018159717259609298,0.13949377864642154
2019-NEH2L,2019,T2-Median12,174,2.194922569734764,1.684758797989525,-0.028419126074955336,0.1387677621253918
2019-NYH1,2019,Frozen-T1,201,1.8472918698636405,1.5406288118612936,-0.7013281768000139,0.2295198073251459
2019-NYH1,2019,Frozen-T2,201,1.7143419101473558,1.4074554206950791,-0.46525071414036345,0.23935779966115472
2019-NYH1,2019,T2-Mean12,201,1.8078590634570457,1.4970986779425706,-0.6294693605417465,0.2110246755890727
2019-NYH1,2019,T2-Median12,201,1.8291156119744159,1.5193926731901568,-0.6680127658902841,0.20024235514302194
2019-NYH2,2019,Frozen-T1,402,4.167577456916778,3.822583291694416,-4.309103534017863,0.06202835923034711
2019-NYH2,2019,Frozen-T2,402,3.6724281839131643,3.3048745718462897,-3.122498038916728,0.06431720264555947
2019-NYH2,2019,T2-Mean12,402,3.796935573880927,3.435332093010601,-3.4067690495784335,0.0498751589605232
2019-NYH2,2019,T2-Median12,402,3.815490131256397,3.454679305317299,-3.4499435677936674,0.05255713147769204
2019-NYH3,2019,Frozen-T1,573,3.872854669476459,3.402732629751235,-2.472803954038772,0.06702451520158254
2019-NYH3,2019,Frozen-T2,573,3.5000959777599716,3.017432111873842,-1.8364672523559245,0.06124484641525543
2019-NYH3,2019,T2-Mean12,573,3.3382283759761626,2.854901081033736,-1.5801797105839084,0.06241869755164208
2019-NYH3,2019,T2-Median12,573,3.3890478033837486,2.906385156797807,-1.6593362668454232,0.06115088410871288
2019-OHH1,2019,Frozen-T1,367,3.5002103583984696,3.2288555153725325,-3.332345292600757,0.11149251127899466
2019-OHH1,2019,Frozen-T2,367,3.358957280691105,3.0794540054479054,-2.9897320792362527,0.09543338262607265
2019-OHH1,2019,T2-Mean12,367,2.7894222951132104,2.4820818555519075,-1.7514606569099969,0.09247263001222997
2019-OHH1,2019,T2-Median12,367,2.8021004451255944,2.4968441386813445,-1.7765287185159635,0.09855274903749214
2019-SCH1,2019,Frozen-T1,365,5.108361435192209,5.0110921119003455,-26.24299478977301,0.09464494423179391
2019-SCH1,2019,Frozen-T2,365,4.912411816538171,4.810944440004861,-24.193073103666066,0.09940591433632003
2019-SCH1,2019,T2-Mean12,365,4.27656698318035,4.15982674872967,-18.093351577118295,0.11204796584489084
2019-SCH1,2019,T2-Median12,365,4.457603475210432,4.344521580394917,-19.744094337446,0.1055184596811208
2019-TXH1,2019,Frozen-T1,571,1.7847956594670586,1.3588859298129485,-0.031692260418025864,-0.004024299770791533
2019-TXH1,2019,Frozen-T2,571,1.7857846148922651,1.3603071515334775,-0.03283589871205628,0.004046132551581987
2019-TXH1,2019,T2-Mean12,571,1.7808880975438157,1.3492635833926483,-0.027179712132110234,0.014285551261670274
2019-TXH1,2019,T2-Median12,571,1.7825043688572837,1.3547165497808977,-0.02904502245094487,0.013498109896184354
2019-TXH2,2019,Frozen-T1,438,1.5224515467887416,1.232313108280174,-0.14102643626662448,-0.0037000885858978734
2019-TXH2,2019,Frozen-T2,438,1.527608054019122,1.2333980534854532,-0.14876878455471365,0.003875398952988884
2019-TXH2,2019,T2-Mean12,438,1.5119757505301092,1.2213197791680062,-0.12537794301170013,0.016021019732821603
2019-TXH2,2019,T2-Median12,438,1.5206754581730313,1.2279549320987437,-0.138365751300503,0.013469373178369905
2019-TXH3,2019,Frozen-T1,445,1.6237161896504662,1.2878035281473665,-0.1289946725742548,0.003737852305443317
2019-TXH3,2019,Frozen-T2,445,1.6290930396496435,1.2906836617287574,-0.13648426466522823,0.007170594099777868
2019-TXH3,2019,T2-Mean12,445,1.6142999226161225,1.2754118060323556,-0.11593809292913382,0.020582297563031083
2019-TXH3,2019,T2-Median12,445,1.6225291032571436,1.2838208559774913,-0.12734447740795152,0.01852618730002431
2019-WIH1,2019,Frozen-T1,580,2.88131109386779,2.4758772361383623,-0.7049384540112305,0.06311521970390822
2019-WIH1,2019,Frozen-T2,580,2.8587984236419577,2.4527347108148403,-0.6784000017104512,0.06428719489288351
2019-WIH1,2019,T2-Mean12,580,3.0961105503185182,2.6867606343353687,-0.9686174116832584,0.0578477865743484
2019-WIH1,2019,T2-Median12,580,2.995154292076589,2.587595300474815,-0.8423273626485346,0.05954447056351038
2019-WIH2,2019,Frozen-T1,1113,2.184347921156526,1.765771414650128,-0.7171057809648786,0.20239814267064637
2019-WIH2,2019,Frozen-T2,1113,2.78647251482435,2.371725623209752,-1.7942351425043626,0.21614957641990218
2019-WIH2,2019,T2-Mean12,1113,2.859268606343951,2.439395048456279,-1.94214000283116,0.08756176490458371
2019-WIH2,2019,T2-Median12,1113,2.8414068132086707,2.4212693287240827,-1.9054958409825686,0.08805275360572173
2020-DEH1,2020,Frozen-T1,1143,2.256018215772571,1.740053123195747,-0.3863291717655355,0.48028977669981304
2020-DEH1,2020,Frozen-T2,1143,2.0444582168018464,1.5598308662205917,-0.13851206274884453,0.47663029830737186
2020-DEH1,2020,T2-Mean12,1143,2.0162941164326105,1.5375850506162925,-0.10736023420096763,0.4758551258803459
2020-DEH1,2020,T2-Median12,1143,1.9912402502618716,1.5176614152521888,-0.0800117559054856,0.47530135327308415
2020-INH1,2020,Frozen-T1,415,3.808599019703593,3.4765154924602655,-4.398508993154379,0.10291249693723403
2020-INH1,2020,Frozen-T2,415,3.8219674674258948,3.4905337488660155,-4.436473790807932,0.10983930629060677
2020-INH1,2020,T2-Mean12,415,3.5898279041442556,3.243367174575236,-3.7961260077747854,0.11619523692820433
2020-INH1,2020,T2-Median12,415,3.5981916072939666,3.2523721364929146,-3.818500396754855,0.12000665838757871
2020-MIH1,2020,Frozen-T1,415,2.566167822638504,2.281427889106352,-3.1374123339394764,0.1984931089454939
2020-MIH1,2020,Frozen-T2,415,2.5104630136691193,2.2230754532395687,-2.9597370707734973,0.2025791072164422
2020-MIH1,2020,T2-Mean12,415,3.1071060444521654,2.8572540295863096,-5.065559208057383,0.20872135734957417
2020-MIH1,2020,T2-Median12,415,2.738177499686868,2.4641710387984186,-3.710661411879177,0.20777334860321967
2020-MNH1,2020,Frozen-T1,392,1.815841918745445,1.509618580686457,-0.5252587673125779,0.032515829396040426
2020-MNH1,2020,Frozen-T2,392,1.4855418917856726,1.1554302143857689,-0.020839018811402488,0.03118873497135644
2020-MNH1,2020,T2-Mean12,392,1.8105329868730122,1.5053251511791597,-0.5163530827617504,0.03153833061599309
2020-MNH1,2020,T2-Median12,392,1.8151795313449064,1.5080970592851224,-0.5241461947835648,0.021366596488145616
2020-NEH1,2020,Frozen-T1,246,2.8037495208421594,2.2828377046491934,-1.3555377004630293,0.25144334812755537
2020-NEH1,2020,Frozen-T2,246,2.76573020153546,2.2439977498058306,-1.292087850581865,0.2557697321169191
2020-NEH1,2020,T2-Mean12,246,2.4641540611195785,1.93567791777191,-0.8194802610566996,0.2601527867114845
2020-NEH1,2020,T2-Median12,246,2.3447261635628527,1.8188776738778556,-0.6473879836581347,0.2571641018458727
2020-NEH2,2020,Frozen-T1,245,1.264325156954245,0.9698108403840776,-0.16276682139828735,-0.06779908115336054
2020-NEH2,2020,Frozen-T2,245,1.4463691867595219,1.1817852188299596,-0.5217152549647786,-0.06303630236893835
2020-NEH2,2020,T2-Mean12,245,1.5986125729147702,1.3375196963605398,-0.8589235136025897,-0.06103441165186189
2020-NEH2,2020,T2-Median12,245,1.5815829988331858,1.3160081741139678,-0.8195292771879155,-0.07247078319934824
2020-NYH1,2020,Frozen-T1,22,3.0264891588430753,2.4105239336761795,-1.8628755751489243,-0.024260392886504605
2020-NYH1,2020,Frozen-T2,22,3.0477054195297337,2.4373661593578313,-1.9031548618417227,-0.017786571462031046
2020-NYH1,2020,T2-Mean12,22,2.8953409523311118,2.2880223725402233,-1.6201349153786913,0.0006060863991083641
2020-NYH1,2020,T2-Median12,22,2.914751004828239,2.3158906145150246,-1.6553828719153714,0.01620928204206461
2020-NYH2,2020,Frozen-T1,386,2.727316403706774,2.1711601337092317,-0.6341356898048085,0.1039742708329763
2020-NYH2,2020,Frozen-T2,386,2.7499481588027037,2.1937034148628567,-0.661368911376607,0.10303950571381584
2020-NYH2,2020,T2-Mean12,386,2.6436866893849054,2.0886119850519544,-0.5354547943596188,0.10335604308578553
2020-NYH2,2020,T2-Median12,386,2.666535434686903,2.110654924796854,-0.562110618242291,0.1015154705920864
2020-NYH3,2020,Frozen-T1,379,2.7880050700721983,2.14803075357084,-0.5678435579991623,-0.019246452264785746
2020-NYH3,2020,Frozen-T2,379,2.829361683230751,2.189351706236777,-0.6147025942937556,-0.02131052497081683
2020-NYH3,2020,T2-Mean12,379,2.735173942732104,2.097789941197229,-0.5089870346273739,-0.02595527402564639
2020-NYH3,2020,T2-Median12,379,2.750680367572216,2.11271141281893,-0.5261452279071293,-0.024511969307203594
2020-OHH1,2020,Frozen-T1,396,3.8545839972087865,3.6440857892534457,-8.262279412434097,0.12342741442467331
2020-OHH1,2020,Frozen-T2,396,2.79913725257643,2.5321260604699285,-3.884400176580378,0.11673976615817559
2020-OHH1,2020,T2-Mean12,396,2.767938124357909,2.499488236457153,-3.7761241249476374,0.11130191810047906
2020-OHH1,2020,T2-Median12,396,2.5365257368096894,2.2623748264836356,-3.0108959568590503,0.11179516175226
2020-SCH1,2020,Frozen-T1,398,3.804391183079848,3.5769741874953667,-8.10948596836151,-0.03984266616977037
2020-SCH1,2020,Frozen-T2,398,3.253450515930397,2.999067420345827,-5.66211230554095,-0.04568339998818382
2020-SCH1,2020,T2-Mean12,398,2.3788130927134783,2.075359796401317,-2.561592093129544,-0.04842990652634764
2020-SCH1,2020,T2-Median12,398,2.8964361963735556,2.618803300092882,-4.280213346916778,-0.04037026873256168
2020-TXH1,2020,Frozen-T1,246,1.7264770480001257,1.3817550221260848,-0.08358572911874562,0.25466857441223806
2020-TXH1,2020,Frozen-T2,246,1.6781326549110174,1.3365225239680982,-0.02375075556231976,0.26168911586569993
2020-TXH1,2020,T2-Mean12,246,1.7030351005011173,1.359704527311388,-0.05435984264469362,0.2641964221134747
2020-TXH1,2020,T2-Median12,246,1.69001070011557,1.346488674646506,-0.038294532325928055,0.2646322608556634
2020-TXH2,2020,Frozen-T1,245,1.9109131544585305,1.5491883650337923,-0.497290513054121,0.20101524931806722
2020-TXH2,2020,Frozen-T2,245,1.9957864952913047,1.636969433970721,-0.6332487404899028,0.20222992763089453
2020-TXH2,2020,T2-Mean12,245,1.944658646521928,1.585456166596358,-0.5506398140181654,0.203850528289596
2020-TXH2,2020,T2-Median12,245,1.9685345606385178,1.6127482063637726,-0.5889501068630962,0.2093925874935326
2020-TXH3,2020,Frozen-T1,246,1.7617206961186607,1.4374767825467336,-0.8846708326017405,-0.10344799676045675
2020-TXH3,2020,Frozen-T2,246,1.6435129288225543,1.3284614315648846,-0.6402409357905134,-0.10484115861915493
2020-TXH3,2020,T2-Mean12,246,1.5693132129679765,1.2669654902450835,-0.49548017269009015,-0.10657832321645594
2020-TXH3,2020,T2-Median12,246,1.604843825018077,1.2947513087919165,-0.5639647050682719,-0.10299861579944858
2020-WIH1,2020,Frozen-T1,394,2.199005273191488,1.7640029916093771,-0.10958994737331795,0.00017657807181092007
2020-WIH1,2020,Frozen-T2,394,2.1771568867623947,1.7398772634474957,-0.08765064837613012,-0.011372510984974679
2020-WIH1,2020,T2-Mean12,394,2.1584525446599496,1.719728493941628,-0.06904252566367308,-0.025020043777014042
2020-WIH1,2020,T2-Median12,394,2.148281625243653,1.7072467501725344,-0.05899131787184908,-0.022124426085119893
2020-WIH2,2020,Frozen-T1,1147,3.0193836875193476,2.5495854368707387,-0.27919426777630885,0.09122476337508106
2020-WIH2,2020,Frozen-T2,1147,2.785282785364055,2.360236063245177,-0.08852519524016089,0.09450220664514092
2020-WIH2,2020,T2-Mean12,1147,3.010438892441627,2.5429270188354205,-0.27162637753052565,0.09633108792557628
2020-WIH2,2020,T2-Median12,1147,3.0315196431793576,2.5597067567113108,-0.2894979888004128,0.09780551423983314
2021-DEH1,2021,Frozen-T1,1138,2.2177218881500624,1.8553291923548936,-0.2947368833909261,0.32390454307550876
2021-DEH1,2021,Frozen-T2,1138,2.0168391607974305,1.6548892596157858,-0.0708037542280684,0.31575152387163297
2021-DEH1,2021,T2-Mean12,1138,2.028181463225036,1.6679996415177716,-0.08288159549472374,0.33069948754993106
2021-DEH1,2021,T2-Median12,1138,2.029110672346187,1.6684287591568585,-0.08387406483141535,0.3185332706002734
2021-GAH2,2021,Frozen-T1,321,3.721617878117359,3.0978712656763965,-1.829472121257441,0.15493044946626724
2021-GAH2,2021,Frozen-T2,321,4.226052496036846,3.66270703655099,-2.6484771917283325,0.15755701500572644
2021-GAH2,2021,T2-Mean12,321,4.086526314834113,3.504906427349581,-2.4115399413566903,0.15330774406049902
2021-GAH2,2021,T2-Median12,321,4.132789272420336,3.557809234429819,-2.4892202442097675,0.1572143390235923
2021-IAH4,2021,Frozen-T1,1124,1.7785908062161189,1.4300386950172626,-0.24985358455840356,0.42680182983901904
2021-IAH4,2021,Frozen-T2,1124,1.840461740163989,1.486557847228022,-0.3383220745394957,0.4170127324106828
2021-IAH4,2021,T2-Mean12,1124,2.1247865205300425,1.7573101196516139,-0.7837650859197458,0.43702872045428853
2021-IAH4,2021,T2-Median12,1124,2.0869965998384776,1.7159418563995017,-0.7208798008211963,0.41882434541914265
2021-ILH1,2021,Frozen-T1,402,2.3875731675860763,2.0022592269807222,-1.239630722250113,-0.024291619779376536
2021-ILH1,2021,Frozen-T2,402,2.3486363061058295,1.9596523702684794,-1.1671779709910481,-0.03059053503746862
2021-ILH1,2021,T2-Mean12,402,2.681455946570689,2.2986865133950785,-1.8249084003613176,-0.01272272384457252
2021-ILH1,2021,T2-Median12,402,2.412025667840694,2.0248603036002644,-1.2857403109949375,-0.017319667244720467
2021-INH1,2021,Frozen-T1,411,1.462276413414088,1.1175842097098814,-0.11364946543617127,0.09490716032358076
2021-INH1,2021,Frozen-T2,411,1.426221513882839,1.0837639891125361,-0.059408687063552845,0.08942985620182908
2021-INH1,2021,T2-Mean12,411,1.4435376827703619,1.1122328806653259,-0.0852900314965408,0.10083314849756247
2021-INH1,2021,T2-Median12,411,1.4017662324222915,1.0675244792768246,-0.023389015200552032,0.09542181923332516
2021-MIH1,2021,Frozen-T1,417,3.008322943838806,2.7323423195165697,-3.2094973140253407,0.21768868152976317
2021-MIH1,2021,Frozen-T2,417,2.685622723301268,2.400713838474904,-2.3548362765522888,0.2129300351678938
2021-MIH1,2021,T2-Mean12,417,2.3938461553262,2.1058259499877625,-1.6654699904438575,0.22275216745093993
2021-MIH1,2021,T2-Median12,417,2.6953341104431217,2.4109426044661584,-2.379142758252494,0.22321204808643003
2021-MNH1,2021,Frozen-T1,415,2.0416635267956966,1.718700943849877,-1.2446632682763865,0.1260587603619182
2021-MNH1,2021,Frozen-T2,415,2.141705702384307,1.816015384614964,-1.470031233833883,0.12362190175086213
2021-MNH1,2021,T2-Mean12,415,1.9933423880958197,1.672167884314199,-1.1396693376289666,0.1315326660422482
2021-MNH1,2021,T2-Median12,415,2.057223267273578,1.7366451229614552,-1.2790072885546642,0.13237602329138906
2021-NEH1,2021,Frozen-T1,247,3.1335657652118702,2.5581020902217726,-0.0494971089959495,-0.02741824431958407
2021-NEH1,2021,Frozen-T2,247,3.108717383030668,2.618910538158809,-0.032918610228996004,-0.03093788803480439
2021-NEH1,2021,T2-Mean12,247,3.1059097540798426,2.619836972767236,-0.031053697951701986,-0.014388514225731553
2021-NEH1,2021,T2-Median12,247,3.1134040268920065,2.628974024024006,-0.036035375189082286,-0.02355086252660119
2021-NEH2,2021,Frozen-T1,247,2.541667283494427,2.1293236626243752,-1.0775081906341386,-0.034291178052850514
2021-NEH2,2021,Frozen-T2,247,2.840513144674224,2.4426456032288155,-1.5947705131073109,-0.041006453259754314
2021-NEH2,2021,T2-Mean12,247,3.415760097902649,3.060510665214784,-2.7521489390979577,-0.02977296326433081
2021-NEH2,2021,T2-Median12,247,3.316742777894881,2.9528132399529405,-2.5377645971606158,-0.037331982677345596
2021-NYH1,2021,Frozen-T1,22,2.5816710017356455,2.246654985606523,-1.3039516129303999,0.06863207630812143
2021-NYH1,2021,Frozen-T2,22,2.668593502304307,2.322266598620051,-1.4617072749579267,0.05772725960777933
2021-NYH1,2021,T2-Mean12,22,2.722930358801898,2.3678812168636436,-1.56297652695608,0.084529464812205
2021-NYH1,2021,T2-Median12,22,2.6910202536367853,2.345395942606562,-1.503257312580553,0.06596887904197705
2021-NYH2,2021,Frozen-T1,396,2.554841031589439,2.1558343364705097,-1.2843187702655472,0.14391802299199732
2021-NYH2,2021,Frozen-T2,396,2.471756823023579,2.0686857064481794,-1.138161113300765,0.14602550969475062
2021-NYH2,2021,T2-Mean12,396,2.449607343736058,2.045877242274552,-1.1000125693000689,0.14376758917360996
2021-NYH2,2021,T2-Median12,396,2.5022071553488794,2.1001444141016643,-1.1911669404469993,0.14418530426321377
2021-NYH3,2021,Frozen-T1,357,1.9334364787930045,1.5449740839871675,-0.4994809887898566,0.013657953872126495
2021-NYH3,2021,Frozen-T2,357,1.9605783843093165,1.5680933087766047,-0.5418764228878141,0.010459978224293856
2021-NYH3,2021,T2-Mean12,357,2.096629708257029,1.7029560579763818,-0.7632935455219885,0.025235003245737873
2021-NYH3,2021,T2-Median12,357,2.030913287311981,1.6359443561760283,-0.6544890960145955,0.012751610661740536
2021-SCH1,2021,Frozen-T1,397,2.4021343171746943,2.018213618940147,-1.1391269895375884,0.06793147020186985
2021-SCH1,2021,Frozen-T2,397,2.3874429212509756,2.0027540447510845,-1.1130413051109058,0.06645005982009698
2021-SCH1,2021,T2-Mean12,397,2.17212309638542,1.7787172660721977,-0.7490847731679684,0.06782873675498186
2021-SCH1,2021,T2-Median12,397,2.2770519294596374,1.8872937341619767,-0.922152594184638,0.06540876476297576
2021-SCH1L,2021,Frozen-T1,43,2.547463297998092,2.3507458323053405,-9.25710464153434,0.076303716008679
2021-SCH1L,2021,Frozen-T2,43,2.8364322716311383,2.655674423390375,-11.716094612609442,0.07202413260673024
2021-SCH1L,2021,T2-Mean12,43,3.2001347102249604,3.0500624642212983,-15.186219872176405,0.08215563856228732
2021-SCH1L,2021,T2-Median12,43,2.990836735443344,2.822057662116259,-13.138206718370734,0.06862553004641182
2021-TXH1,2021,Frozen-T1,266,1.884701849726555,1.5218321703937197,-0.35901119411215965,0.060137415007893845
2021-TXH1,2021,Frozen-T2,266,1.8043843490770612,1.446672206702616,-0.24564940044371708,0.059319385929655424
2021-TXH1,2021,T2-Mean12,266,1.9933781062506637,1.6245141671465557,-0.5202572682040518,0.06398520881931978
2021-TXH1,2021,T2-Median12,266,1.9151441408414385,1.5550284685740228,-0.4032681001996463,0.07369780049127399
2021-TXH2,2021,Frozen-T1,247,1.9647267875816827,1.57373368231641,-0.3498906210973085,0.15203871528280954
2021-TXH2,2021,Frozen-T2,247,1.8750116240533874,1.4900191722223814,-0.22942538436361515,0.15457278811552935
2021-TXH2,2021,T2-Mean12,247,2.083218947677582,1.6895474628883704,-0.51762363304738,0.14583116056574547
2021-TXH2,2021,T2-Median12,247,2.0071116541368235,1.616664331757642,-0.40876097437308223,0.14048682066102913
2021-TXH3,2021,Frozen-T1,246,4.917892784472315,4.805847615734715,-21.558572901692408,0.13912900888109314
2021-TXH3,2021,Frozen-T2,246,5.104208889026407,4.996511294594022,-23.30023021965037,0.14525247234810024
2021-TXH3,2021,T2-Mean12,246,4.836976838949998,4.7234269330537515,-20.822350391959255,0.13899696506760414
2021-TXH3,2021,T2-Median12,246,4.933495139403545,4.823150076521488,-21.701937223041615,0.14576407914847805
2021-WIH1,2021,Frozen-T1,397,2.4773858478332214,2.0675738372591494,-0.3593573687908109,0.11795614899784403
2021-WIH1,2021,Frozen-T2,397,2.5045487695027777,2.096115924377165,-0.38932972227646934,0.11721853439408837
2021-WIH1,2021,T2-Mean12,397,2.5437011914479024,2.137231483336626,-0.4331067049048063,0.11681712900240075
2021-WIH1,2021,T2-Median12,397,2.4740819029854864,2.0641116140448816,-0.3557339954472365,0.11197883086835407
2021-WIH2,2021,Frozen-T1,1137,2.5178740814777782,2.1238656214130107,-0.8193346990910497,0.20585791430563236
2021-WIH2,2021,Frozen-T2,1137,2.330917091847815,1.934427585689762,-0.5591871282999528,0.19895061835382352
2021-WIH2,2021,T2-Mean12,1137,2.430110389187231,2.038670671714445,-0.6947146832827908,0.21016168683934563
2021-WIH2,2021,T2-Median12,1137,2.446661952336229,2.0517348844918892,-0.7178788181898992,0.18308857057761596
