n_total,n_retained,n_abstained,retained_fraction,abstained_fraction,rmse_all,rmse_retained,rmse_abstained,mae_all,mae_retained,mae_abstained,width_threshold_90
285,281,4,0.9859649122807017,0.014035087719298246,0.7396778151057256,0.6766433256231745,2.611290513063457,0.33216464168159066,0.30124469826705425,2.504290666552775,0.9172773735563555
