n_years,n_adjacent_transitions,n_geometries,mean_adjacent_spearman_rho,median_adjacent_spearman_rho,min_adjacent_spearman_rho,max_adjacent_spearman_rho,mean_top3_overlap_fraction,winner_persistence_fraction,mean_lagged_winner_regret,median_lagged_winner_regret,lagged_winner_beats_frozen_t1_fraction,most_stable_average_rank_config,most_stable_average_rank,most_stable_average_rank_sd,controller_admission
6,5,12,-0.009790209790209791,0.013986013986013986,-0.8741258741258742,0.8951048951048951,0.3333333333333333,0.2,0.2598333148151976,0.340181078192479,0.4,diagnostic_rank32_gamma4,4.5,2.7386127875258306,NOT_JUSTIFIED_BY_RANK_PERSISTENCE_AUDIT
