environment_a,environment_b,n_common_genotypes,n_common_unordered_genotype_pairs,mean_prediction_offset_a_minus_b,environment_offset_sd_across_common_genotypes,max_abs_pairwise_contrast_deviation,max_abs_centered_prediction_deviation,local_max_float32_ulp,max_pairwise_deviation_in_local_float32_ulp,float32_four_term_ulp_budget,float32_implementation_bound,invariant_within_csv_only_precision,consistent_with_float32_implementation,uses_target_outcomes
IAH2_2024,IAH4_2024,41,820,-0.0294944716619512,3.82619899349003e-07,9.53800000758065e-07,7.67638043797092e-07,9.5367431640625e-07,1.0001317895948887,4.0,3.824697265625e-06,False,True,False
IAH2_2024,ILH1_2024,36,630,0.0006502999188889981,3.039644650906249e-07,9.53699998973434e-07,8.477188870870123e-07,9.5367431640625e-07,1.0000269301235676,4.0,3.824697265625e-06,False,True,False
IAH2_2024,INH1_2024,41,820,-1.4677567365712196,4.826216097159702e-07,9.53800000758065e-07,4.88528778319619e-07,9.5367431640625e-07,1.0001317895948887,4.0,3.824697265625e-06,False,True,False
IAH2_2024,MIH1_2024,38,703,-0.2659249807765789,4.805523357945932e-07,9.538000025344218e-07,5.270765814913148e-07,9.5367431640625e-07,1.0001317914575338,4.0,3.824697265625e-06,False,True,False
IAH2_2024,MOH1_2024,31,465,1.615860569862258,4.389261070534991e-07,9.537599989783985e-07,5.845522572656137e-07,9.5367431640625e-07,1.0000898446887732,4.0,3.824697265625e-06,False,True,False
IAH2_2024,NCH1_2024,45,990,0.22864051395000004,1.9874592653684328e-07,9.53699998973434e-07,9.112499963492837e-07,9.5367431640625e-07,1.0000269301235676,4.0,3.824697265625e-06,False,True,False
IAH2_2024,NEH1_2024,15,105,0.3213881810486666,2.4623838011759587e-07,9.537199989750889e-07,8.900986685489443e-07,9.5367431640625e-07,1.0000479016453028,4.0,3.824697265625e-06,False,True,False
IAH2_2024,NEH2_2024,15,105,0.3507790247599999,4.924761136767927e-07,9.537299980877378e-07,5.086399994524982e-07,9.5367431640625e-07,1.0000583864748478,4.0,3.824697265625e-06,False,True,False
IAH2_2024,NYH2_2024,42,861,0.039516403567142803,2.055565528123179e-07,9.537000007497909e-07,9.082671397209197e-07,9.5367431640625e-07,1.0000269319862127,4.0,3.824697265625e-06,False,True,False
IAH2_2024,NYH3_2024,38,703,0.039516373687894825,2.606176868005336e-07,9.537000007497909e-07,8.783878922002941e-07,9.5367431640625e-07,1.0000269319862127,4.0,3.824697265625e-06,False,True,False
