regime,environment,model,n,rmse,mae,r2,correlation
CV-E-B7,2018-ILH1,Reproductive-transition,394,2.501525473987945,2.148108839096219,-1.536192090581086,0.06722051651235367
CV-E-B7,2018-ILH1,Stage-MK,394,1.5929543521839704,1.215397610183566,-0.028439967040085223,0.058443472471218956
CV-E-B7,2018-ILH1,Thermal,394,2.6461710870788044,2.293742071618926,-1.837972115174939,0.046922160437132154
CV-E-B7,2018-ILH1,Thermal+water-MK,394,1.9261950903594236,1.5497035889619415,-0.5037402597518799,0.040496960469295414
CV-E-B7,2018-ILH1,Vegetative,394,2.4446838016613697,2.0968453077012215,-1.422242801911303,0.12028501402360689
CV-E-B7,2018-ILH1,Water-soil,394,2.1401737243554777,1.7784109054576995,-0.8563947849129951,0.09010686724490297
CV-E-B7,2018-INH1,All-nonleaky,407,1.8685275709974118,1.5315204745081796,-0.9539314510305541,0.04703564842408013
CV-E-B7,2018-INH1,B6R-all-EC-reference,407,1.8640773237516197,1.5269585792736007,-0.944635229512558,0.04729721151401747
CV-E-B7,2018-INH1,Canopy-growth,407,2.662350564495055,2.3501281931222824,-2.966804376091946,0.023575523902328942
CV-E-B7,2018-INH1,Grain-fill-maturity,407,1.746342270976459,1.4071263821321158,-0.7067465569420155,0.021777387433376108
CV-E-B7,2018-INH1,Process-MK,407,1.7354637497555725,1.3926703845289228,-0.6855490523623264,0.0377462405611613
CV-E-B7,2018-INH1,Reproductive-transition,407,2.5186321882170737,2.1925930182348905,-2.550093581161305,0.04118099522420868
CV-E-B7,2018-INH1,Stage-MK,407,1.4472171775748695,1.154986414374784,-0.17213523147367105,0.04802851901107095
CV-E-B7,2018-INH1,Thermal,407,1.3822027390804943,1.1067999944913895,-0.06918732368002267,0.03192034652708182
CV-E-B7,2018-INH1,Thermal+water-MK,407,1.409975511790975,1.1227264280127671,-0.11258562016233364,0.0160272757623454
CV-E-B7,2018-INH1,Vegetative,407,1.9945534118802346,1.658025363091216,-1.2263920574616796,0.053183833492425746
CV-E-B7,2018-INH1,Water-soil,407,2.097030390801478,1.757532624128322,-1.4610461143018263,0.03480022444913548
CV-E-B7,2018-MIH1,All-nonleaky,375,1.7255121662410502,1.389937659044325,-0.7687425391226301,-0.09514848343294648
CV-E-B7,2018-MIH1,B6R-all-EC-reference,375,1.6174118962724418,1.2790161294188693,-0.5540673474683808,-0.09174920463778809
CV-E-B7,2018-MIH1,Canopy-growth,375,1.362354505539639,1.061351898478331,-0.10257675981678083,-0.10032671197318373
CV-E-B7,2018-MIH1,Grain-fill-maturity,375,2.2182390546028246,1.8908768281857204,-1.9231107086490673,-0.032290453917107255
CV-E-B7,2018-MIH1,Process-MK,375,1.4355640863308428,1.16326286724005,-0.22426022357954967,0.1077643128831901
CV-E-B7,2018-MIH1,Reproductive-transition,375,1.381386728931085,1.0745870459485458,-0.13359814927851388,-0.11646845260138278
CV-E-B7,2018-MIH1,Stage-MK,375,7.303102496023194,7.1863173733419705,-30.684244871341352,0.07313666077021852
CV-E-B7,2018-MIH1,Thermal,375,1.6861555003292537,1.3452387911296333,-0.6889773151165377,-0.12157520451496925
CV-E-B7,2018-MIH1,Thermal+water-MK,375,1.3738278361398713,1.0701124711267795,-0.12122608462771534,-0.0705519292143664
CV-E-B7,2018-MIH1,Vegetative,375,1.413869025787718,1.0975286646508353,-0.1875363991361516,-0.10294795817028451
CV-E-B7,2018-MIH1,Water-soil,375,2.552960644614808,2.2413538187515516,-2.871834714215746,-0.11947030782819637
CV-E-B7,2018-MNH1,All-nonleaky,916,1.8730631929476955,1.4768950519113668,-0.22196346188419103,-0.08092143050290562
CV-E-B7,2018-MNH1,B6R-all-EC-reference,916,1.8972402177356444,1.4978513318652362,-0.25371264220251866,-0.10947322619867812
CV-E-B7,2018-MNH1,Canopy-growth,916,2.0471189067682825,1.5917663463144618,-0.4596189712639873,-0.13220562503394612
CV-E-B7,2018-MNH1,Grain-fill-maturity,916,2.8463230351094784,2.372049007962274,-1.8217708047993075,-0.01048559850622828
CV-E-B7,2018-MNH1,Process-MK,916,4.030542605021429,3.6916242007579183,-4.658227344542432,0.1870610649153829
CV-E-B7,2018-MNH1,Reproductive-transition,916,2.765010669018486,2.255818936769869,-1.6628517196748116,-0.09867853733146979
CV-E-B7,2018-MNH1,Stage-MK,916,1.7024674851598487,1.328570661991799,-0.009510901484842682,0.2891518032904287
CV-E-B7,2018-MNH1,Thermal,916,2.1808635639213767,1.6964415089529605,-0.65657214366317,-0.11488349463551102
CV-E-B7,2018-MNH1,Thermal+water-MK,916,2.1427400640348764,1.667746277794877,-0.5991615553873086,0.08693410005238246
CV-E-B7,2018-MNH1,Vegetative,916,2.187223677149604,1.7872838933963335,-0.6662484478341055,-0.11221296922727812
CV-E-B7,2018-MNH1,Water-soil,916,2.2470406122021234,1.7551625932403698,-0.7586329433192254,-0.0811884084214848
CV-E-B7,2018-MOH1,All-nonleaky,790,2.394828075858496,2.0811161879458653,-2.494372279049661,0.11452571150166327
CV-E-B7,2018-MOH1,B6R-all-EC-reference,790,2.1038474886950995,1.780393360211444,-1.6968016008642088,0.11888026352541385
CV-E-B7,2018-MOH1,Canopy-growth,790,1.3246661811112108,1.0539499577053069,-0.06913706801583985,0.13262632341337074
CV-E-B7,2018-MOH1,Grain-fill-maturity,790,2.0971810209033377,1.77142490314314,-1.6797379520826814,0.09926382353077516
CV-E-B7,2018-MOH1,Process-MK,790,2.304524929305262,1.9968634758724426,-2.2358122176212425,0.07236228804250021
CV-E-B7,2018-MOH1,Reproductive-transition,790,1.74960278785711,1.4287006513168572,-0.8650883682067954,0.13020079335235177
CV-E-B7,2018-MOH1,Stage-MK,790,2.5886544346989555,2.286310420721976,-3.082899107473269,0.06194708632264232
CV-E-B7,2018-MOH1,Thermal,790,1.4453395387493162,1.1567758805485902,-0.27280026281982983,0.11616459822437122
CV-E-B7,2018-MOH1,Thermal+water-MK,790,2.4559421890010102,2.1544275429040636,-2.674995137135963,0.07831298023421579
CV-E-B7,2018-MOH1,Vegetative,790,2.703510619460181,2.407262032430414,-3.4532456172809036,0.12192372488600844
CV-E-B7,2018-MOH1,Water-soil,790,2.327323037716933,2.0107972516437767,-2.300151112945217,0.12021617891960124
CV-E-B7,2018-NCH1,All-nonleaky,639,3.2134735301036814,2.6580203140828393,-1.2294970608314322,-0.24947226258776653
CV-E-B7,2018-NCH1,B6R-all-EC-reference,639,3.1986698904744433,2.6444491970706028,-1.2090029451947943,-0.2525888944761706
CV-E-B7,2018-NCH1,Canopy-growth,639,3.2029107738601876,2.6535042054751727,-1.214864340378933,-0.13268280113957254
CV-E-B7,2018-NCH1,Grain-fill-maturity,639,3.0167460025269475,2.4884003533566985,-0.9648750688890331,-0.015994578897075493
CV-E-B7,2018-NCH1,Process-MK,639,5.248586093021719,4.753029669817622,-4.947604769755214,-0.20903439257682577
CV-E-B7,2018-NCH1,Reproductive-transition,639,3.3464477552115404,2.7761250607786114,-1.4178288128956513,-0.2928326998794969
CV-E-B7,2018-NCH1,Stage-MK,639,4.3480952783627975,3.814547723483256,-3.0818360265541855,-0.056271584069609214
CV-E-B7,2018-NCH1,Thermal,639,3.6102794747365317,3.029044065575927,-1.8140972057475127,-0.1459458174072027
CV-E-B7,2018-NCH1,Thermal+water-MK,639,4.398218439843882,3.819381984993856,-3.176486100404106,-0.30117123784829447
CV-E-B7,2018-NCH1,Vegetative,639,2.67005002871359,2.183274540165078,-0.539204229121057,-0.15540476248896673
CV-E-B7,2018-NCH1,Water-soil,639,3.0434117927795317,2.5038899972085766,-0.9997646569341014,-0.26044369881377355
CV-E-B7,2018-NYH1,All-nonleaky,373,2.263683374820237,1.7613902767095624,-0.5783026437640697,0.2230127166517175
CV-E-B7,2018-NYH1,B6R-all-EC-reference,373,2.2609775935158445,1.7589596421214793,-0.5745318076623323,0.22144849944964728
CV-E-B7,2018-NYH1,Canopy-growth,373,2.5935647057013047,2.0954537793193255,-1.0718251296560402,0.24804739195392966
CV-E-B7,2018-NYH1,Grain-fill-maturity,373,2.7443154548094886,2.2543242910452426,-1.3196741574415234,0.2508580587750514
CV-E-B7,2018-NYH1,Process-MK,373,2.971159773156747,2.500720922360565,-1.7190108111710822,0.24964174131888323
CV-E-B7,2018-NYH1,Reproductive-transition,373,1.916866411467351,1.4782859950087368,-0.131729447650357,0.22964355638969505
CV-E-B7,2018-NYH1,Stage-MK,373,2.5272351153432364,2.0095721585156316,-0.9672077024131915,0.2000046339590022
CV-E-B7,2018-NYH1,Thermal,373,2.811888370568302,2.3287593423645183,-1.435314601223277,0.2189143466178707
CV-E-B7,2018-NYH1,Thermal+water-MK,373,2.5374113672602734,2.0323452069945636,-0.9830820508092319,0.2394514487785345
CV-E-B7,2018-NYH1,Vegetative,373,2.8250574970790794,2.334029700947567,-1.4581789983929014,0.1769021906443889
CV-E-B7,2018-NYH1,Water-soil,373,2.418518247946973,1.9091097549543747,-0.8015970353543957,0.2351517286974548
CV-E-B7,2018-NYH2,All-nonleaky,395,2.3617418056018815,1.9238470417114153,-0.5428854707452622,0.07482978119372675
CV-E-B7,2018-NYH2,B6R-all-EC-reference,395,2.3406261989918433,1.9044618048697297,-0.5154198745242138,0.07571704939562791
CV-E-B7,2018-NYH2,Canopy-growth,395,1.8962957689601747,1.5071407453167438,0.005325447837515318,0.11712216754098072
CV-E-B7,2018-NYH2,Grain-fill-maturity,395,2.3248772165278937,1.8891906435146566,-0.49509537472502974,0.09775770570882748
CV-E-B7,2018-NYH2,Process-MK,395,1.9292051778346553,1.5146660902053768,-0.029498439589204395,0.09446652441076757
CV-E-B7,2018-NYH2,Reproductive-transition,395,1.906635215449604,1.509734851076959,-0.005550937576658033,0.0908349953976706
CV-E-B7,2018-NYH2,Stage-MK,395,2.959858938987128,2.496681842626304,-1.423320648525611,0.08629165856394189
CV-E-B7,2018-NYH2,Thermal,395,2.6668372760875223,2.2076258874654804,-0.9672605761119029,0.07784584157806247
CV-E-B7,2018-NYH2,Thermal+water-MK,395,2.1313401460297823,1.715973611430221,-0.2565344088887087,0.06698999163720176
CV-E-B7,2018-NYH2,Vegetative,395,2.8333346760711793,2.373178662075628,-1.2205707179068033,0.08450887369451425
CV-E-B7,2018-NYH2,Water-soil,395,2.5090111532062993,2.0629582109361917,-0.7413017589168212,0.0691877286180185
CV-E-B7,2018-NYH3,All-nonleaky,416,2.4228721715900847,2.0193992871604984,-1.269757783571405,0.19677541536973933
CV-E-B7,2018-NYH3,B6R-all-EC-reference,416,2.247376175078043,1.8389552017541804,-0.9528552586187515,0.19632206887688822
CV-E-B7,2018-NYH3,Canopy-growth,416,1.5775468222913265,1.2308943978313478,0.03776084102202082,0.19578558792491438
CV-E-B7,2018-NYH3,Grain-fill-maturity,416,2.196955638044656,1.7891435923824375,-0.866212463673605,0.19983618910107892
CV-E-B7,2018-NYH3,Process-MK,416,3.2461104799369207,2.8951524198863754,-3.074225888422072,0.20255587007059164
CV-E-B7,2018-NYH3,Reproductive-transition,416,2.2838629712152634,1.8753964713999298,-1.016780330391959,0.17949585919908537
CV-E-B7,2018-NYH3,Stage-MK,416,3.2721132078338977,2.922651435401043,-3.139759889218219,0.19118332018866638
CV-E-B7,2018-NYH3,Thermal,416,2.034500850437659,1.6312529497040447,-0.6004210759503528,0.19236458528227213
CV-E-B7,2018-NYH3,Thermal+water-MK,416,4.04607160153943,3.753631435374369,-5.329736607337478,0.1965794040501583
CV-E-B7,2018-NYH3,Vegetative,416,2.450497756863432,2.0463145837325234,-1.3218124151842465,0.18260088800596783
CV-E-B7,2018-NYH3,Water-soil,416,2.9030547610287925,2.5239782591095623,-2.258584345060222,0.1941900661449369
CV-E-B7,2018-OHH1,All-nonleaky,380,1.826797988184483,1.5194472691348109,-0.6830563026325303,-0.021993361169353694
CV-E-B7,2018-OHH1,B6R-all-EC-reference,380,1.799805359490625,1.4930296508019056,-0.6336863359706049,-0.02058366770971057
CV-E-B7,2018-OHH1,Canopy-growth,380,1.5868654042749846,1.2884961848293266,-0.2699826250781536,-0.0066575308857836964
CV-E-B7,2018-OHH1,Grain-fill-maturity,380,2.1368787787244785,1.8250088047253095,-1.3029121305886462,0.011073074557232063
CV-E-B7,2018-OHH1,Process-MK,380,1.803650217962192,1.3890635897797272,-0.6406737604315389,0.1155098644004834
CV-E-B7,2018-OHH1,Reproductive-transition,380,1.903325055915063,1.5971660920842223,-0.8270209394676273,-0.002924030170939135
CV-E-B7,2018-OHH1,Stage-MK,380,6.418863915034973,6.263581666113939,-19.779444436400613,0.10112985053033827
CV-E-B7,2018-OHH1,Thermal,380,2.113570326682812,1.7945917445137907,-1.25294713565776,-0.021398413547635078
CV-E-B7,2018-OHH1,Thermal+water-MK,380,2.4608048468810644,2.157658247997597,-2.054020460077336,0.0016210000858003597
CV-E-B7,2018-OHH1,Vegetative,380,1.948876100765758,1.6342307205416067,-0.9155171951285719,-0.012538400985153082
CV-E-B7,2018-OHH1,Water-soil,380,2.06976958465718,1.7520032185829888,-1.1605364447807798,-0.0356659955298235
CV-E-B7,2018-SCH1,All-nonleaky,378,2.976861824492804,2.682890697415554,-3.9084181331649575,0.014351020207989942
CV-E-B7,2018-SCH1,B6R-all-EC-reference,378,2.9355567668266014,2.6396821629874467,-3.7731509004852484,0.01779716998127111
CV-E-B7,2018-SCH1,Canopy-growth,378,2.5543546179106693,2.23964208299285,-2.613986932057434,0.046936991551201734
CV-E-B7,2018-SCH1,Grain-fill-maturity,378,2.7161407135772397,2.4072447838737743,-3.086285714400562,0.056531761009694766
CV-E-B7,2018-SCH1,Process-MK,378,1.8896652354072745,1.5495408729742894,-0.9778527028839672,0.044801051549079554
CV-E-B7,2018-SCH1,Reproductive-transition,378,2.859650498829839,2.5535300096195814,-3.5294984345757277,0.007308917686523302
CV-E-B7,2018-SCH1,Stage-MK,378,3.8832871247126888,3.634532455300973,-7.352629239819917,0.02473992248078314
CV-E-B7,2018-SCH1,Thermal,378,3.4604884174908555,3.1839594307577355,-5.6328320155986615,0.07268140327292577
CV-E-B7,2018-SCH1,Thermal+water-MK,378,3.1719681403037328,2.885342440995237,-4.572907460996254,0.04209280914532009
CV-E-B7,2018-SCH1,Vegetative,378,3.6315759183177314,3.3640764644091625,-6.304903002590753,0.03180662871820867
CV-E-B7,2018-SCH1,Water-soil,378,3.0420234152548873,2.752679431158759,-4.125654204131522,0.038436722349962475
CV-E-B7,2018-TXH1-Dry,All-nonleaky,369,1.3362972106377322,1.0696748536999987,-0.06896164250436243,0.15578930839952015
CV-E-B7,2018-TXH1-Dry,B6R-all-EC-reference,369,1.3220065463267743,1.0563216278117302,-0.04622046119250989,0.1561574563605095
CV-E-B7,2018-TXH1-Dry,Canopy-growth,369,1.4241210632161223,1.1303566125154765,-0.21408702459244822,0.14272861772328252
CV-E-B7,2018-TXH1-Dry,Grain-fill-maturity,369,1.3941019550956553,1.1005552060937842,-0.1634428915776962,0.1453606229099188
CV-E-B7,2018-TXH1-Dry,Process-MK,369,1.2982731765616011,1.027884935518833,-0.008993030854834272,0.134421688124786
CV-E-B7,2018-TXH1-Dry,Reproductive-transition,369,1.5561891164907866,1.2292947089077695,-0.4497087003666067,0.14692398312418106
CV-E-B7,2018-TXH1-Dry,Stage-MK,369,1.8725202571195616,1.5202204667952153,-1.0989836093781622,0.14301219185694872
CV-E-B7,2018-TXH1-Dry,Thermal,369,1.3906065946396984,1.0947782182831995,-0.1576161237339,0.12700951919963824
CV-E-B7,2018-TXH1-Dry,Thermal+water-MK,369,1.3074983287893025,1.0346299965784862,-0.023383199047093406,0.13027582472369403
CV-E-B7,2018-TXH1-Dry,Vegetative,369,1.3000986226253781,1.0258153576993563,-0.01183242902086068,0.13887291284063769
CV-E-B7,2018-TXH1-Dry,Water-soil,369,1.2946490402705342,1.024058819355384,-0.003367674899635409,0.15219299928699478
CV-E-B7,2018-TXH1-Early,All-nonleaky,404,2.119286026910205,1.8145741604683956,-2.0378633469284466,0.03842566727656026
CV-E-B7,2018-TXH1-Early,B6R-all-EC-reference,404,2.067222107321134,1.7603977214741824,-1.890436056248896,0.03833083474326546
CV-E-B7,2018-TXH1-Early,Canopy-growth,404,1.2880778991096398,0.9827478785901563,-0.12220795218402603,0.024181872754571555
CV-E-B7,2018-TXH1-Early,Grain-fill-maturity,404,1.9948721451408937,1.6749007363650532,-1.691653903717686,0.0046648347338129805
CV-E-B7,2018-TXH1-Early,Process-MK,404,2.3402655639008674,2.0459655135193224,-2.7044127384797765,0.01702036133019005
CV-E-B7,2018-TXH1-Early,Reproductive-transition,404,2.132523968591429,1.8203360387936032,-2.075933392496455,0.01615393777316914
CV-E-B7,2018-TXH1-Early,Stage-MK,404,1.754513316236616,1.4318633494591946,-1.082104016929276,0.02349272085148715
CV-E-B7,2018-TXH1-Early,Thermal,404,1.8021619794277308,1.4666557468387165,-1.1967302508358348,0.014302270256610685
CV-E-B7,2018-TXH1-Early,Thermal+water-MK,404,1.8367980943038482,1.5152624303526974,-1.2819804783157638,0.008456511906218381
CV-E-B7,2018-TXH1-Early,Vegetative,404,2.0612734670960395,1.7504606587519027,-1.873824947882588,0.04144235476994006
CV-E-B7,2018-TXH1-Early,Water-soil,404,1.9395444454993276,1.625077288272508,-1.5444185712883498,0.014974185432673447
CV-E-B7,2018-TXH1-Late,All-nonleaky,434,1.660346277258478,1.3701147127083213,-1.07848428730327,0.12357771947520968
CV-E-B7,2018-TXH1-Late,B6R-all-EC-reference,434,1.682721563748477,1.3925256271051505,-1.134882221272886,0.12383981573596817
CV-E-B7,2018-TXH1-Late,Canopy-growth,434,3.079522521473363,2.860359545844012,-6.15016673667387,0.11733897426856797
CV-E-B7,2018-TXH1-Late,Grain-fill-maturity,434,2.029185540383353,1.7459413170133533,-2.104508963658737,0.10973660713009702
CV-E-B7,2018-TXH1-Late,Process-MK,434,8.155630409555885,8.0739269988081,-49.1492535703191,0.11589603377044574
CV-E-B7,2018-TXH1-Late,Reproductive-transition,434,1.3184321996339083,1.0397840306828652,-0.310584424873265,0.09175563598244194
CV-E-B7,2018-TXH1-Late,Stage-MK,434,1.1945866515361563,0.9560923055718908,-0.0759317300371225,0.1187323104386695
CV-E-B7,2018-TXH1-Late,Thermal,434,1.8261705892922653,1.5380093125768985,-1.5143868024778588,0.10836497969652704
CV-E-B7,2018-TXH1-Late,Thermal+water-MK,434,1.836860305047361,1.5498874301398353,-1.5439095069403037,0.10130394520812393
CV-E-B7,2018-TXH1-Late,Vegetative,434,3.08827555566222,2.857476302722702,-6.190870838142688,0.10693701286166239
CV-E-B7,2018-TXH1-Late,Water-soil,434,1.6849722501933821,1.3972019283544022,-1.140596968094088,0.10810772537832691
CV-E-B7,2018-TXH2,All-nonleaky,443,2.5741500282100764,2.175931878283379,-1.7607566308725446,0.05291428899524103
CV-E-B7,2018-TXH2,B6R-all-EC-reference,443,2.4183721983512343,2.0113811282228675,-1.4367259972085056,0.055522180096551306
CV-E-B7,2018-TXH2,Canopy-growth,443,1.5776676679605477,1.237770120401187,-0.037030344507896995,0.026356902509667
CV-E-B7,2018-TXH2,Grain-fill-maturity,443,1.6039186310500737,1.2684487582461252,-0.07182795021397492,0.06013702640600784
CV-E-B7,2018-TXH2,Process-MK,443,2.047680634504101,1.6818428000496366,-0.7469676376640504,0.0019129540689259792
CV-E-B7,2018-TXH2,Reproductive-transition,443,2.4284531073362787,2.0470424205824553,-1.4570831705256353,0.04767549178696489
CV-E-B7,2018-TXH2,Stage-MK,443,1.9052112362159397,1.5452418304248912,-0.5123303993301245,0.015331640973675377
CV-E-B7,2018-TXH2,Thermal,443,2.072699206973531,1.6662796572935819,-0.7899173434507147,0.04209880518989411
CV-E-B7,2018-TXH2,Thermal+water-MK,443,1.9352286444681268,1.5445663178702853,-0.5603606193972399,0.022742061057514015
CV-E-B7,2018-TXH2,Vegetative,443,3.36369808909102,3.0085615156586636,-3.714052671021917,0.018234771243328843
CV-E-B7,2018-TXH2,Water-soil,443,2.6211024769160622,2.2230854965230535,-1.8623874254529054,0.050297240861510495
CV-E-B7,2018-WIH1,All-nonleaky,401,1.9821806538397435,1.583163581831538,-0.20790125129191672,-0.050835728436271016
CV-E-B7,2018-WIH1,B6R-all-EC-reference,401,2.021974342187949,1.6169820907308998,-0.25688703262143675,-0.05089075450475609
CV-E-B7,2018-WIH1,Canopy-growth,401,2.134763491998513,1.7201306750072085,-0.40102052917786724,-0.017339373579114154
CV-E-B7,2018-WIH1,Grain-fill-maturity,401,2.519450630809039,2.08395449219275,-0.951446594293303,-0.017545043105550138
CV-E-B7,2018-WIH1,Process-MK,401,1.8029366975104433,1.4414596313246626,0.0006769100974328701,0.11571938699771044
CV-E-B7,2018-WIH1,Reproductive-transition,401,1.946487357168673,1.5517022681554924,-0.16479135705926562,-0.024076276987562203
CV-E-B7,2018-WIH1,Stage-MK,401,2.171654926452623,1.720125502628337,-0.44986177481140954,0.10804952375364343
CV-E-B7,2018-WIH1,Thermal,401,2.092646920627477,1.673024411070919,-0.3462846136454849,-0.06320373242009697
CV-E-B7,2018-WIH1,Thermal+water-MK,401,1.8656745040343163,1.4853620255108972,-0.0700811606784979,-0.027653293457141778
CV-E-B7,2018-WIH1,Vegetative,401,2.1212718896883835,1.684703575574319,-0.3833677240993407,-0.05713432696096468
CV-E-B7,2018-WIH1,Water-soil,401,2.3163155920842273,1.8838284875554077,-0.6494548269929146,-0.06045350635031742
CV-E-B7,2018-WIH2,All-nonleaky,815,2.8577483449825247,2.342909080269452,-1.441306695508855,0.027367343979714378
CV-E-B7,2018-WIH2,B6R-all-EC-reference,815,2.8472557740798643,2.3329056065546356,-1.4234124968989148,0.03392348876793122
CV-E-B7,2018-WIH2,Canopy-growth,815,2.1005812466275304,1.6989544226803306,-0.31902596961103824,0.02401064982992979
CV-E-B7,2018-WIH2,Grain-fill-maturity,815,2.482909355579187,1.983259550818448,-0.8428759745823866,0.1368432793371004
CV-E-B7,2018-WIH2,Process-MK,815,4.9330933344305326,4.6092221814425205,-6.274665745086634,0.1601137044906896
CV-E-B7,2018-WIH2,Reproductive-transition,815,2.434034177471511,1.910150318576538,-0.7710373593485653,0.0636437541428402
CV-E-B7,2018-WIH2,Stage-MK,815,2.8710683214779493,2.3798573039994766,-1.4641176133898353,0.1381600978132262
CV-E-B7,2018-WIH2,Thermal,815,3.192511456808665,2.7097019953634387,-2.0467674511235168,0.05789527661333613
CV-E-B7,2018-WIH2,Thermal+water-MK,815,3.7024272441826036,3.280920758102976,-3.097768733959004,0.12470492122032463
CV-E-B7,2018-WIH2,Vegetative,815,4.406592832124419,4.032695327365961,-4.804705966914136,0.05786026448664156
CV-E-B7,2018-WIH2,Water-soil,815,2.9522389798242803,2.4438724894483657,-1.6054179367206487,0.029695848745790062
CV-E-B7,2019-DEH1,All-nonleaky,814,3.4979817795985175,3.0482640285864604,-2.492591580233088,0.026804551280618417
CV-E-B7,2019-DEH1,B6R-all-EC-reference,814,3.5116732847480128,3.0622609559790313,-2.5199859023597275,0.025130687763470935
CV-E-B7,2019-DEH1,Canopy-growth,814,3.3536689718340575,2.9042753840369087,-2.2103553187614255,0.05743481261784502
CV-E-B7,2019-DEH1,Grain-fill-maturity,814,3.178100023451876,2.726376653472414,-1.8830212253710275,0.07184276136090165
CV-E-B7,2019-DEH1,Process-MK,814,4.042022407184208,3.6193989134716196,-3.6634803394031685,0.028059289105774533
CV-E-B7,2019-DEH1,Reproductive-transition,814,3.010427637789962,2.558234356926899,-1.5868372234940962,0.02393095499096643
CV-E-B7,2019-DEH1,Stage-MK,814,2.9032263669889837,2.4561382685248345,-1.405883067649194,0.08164145919685568
CV-E-B7,2019-DEH1,Thermal,814,2.3846329292803925,1.955282562971079,-0.6231392895031669,0.03800739542790879
CV-E-B7,2019-DEH1,Thermal+water-MK,814,3.1955958626106105,2.7353710511220997,-1.914851386127396,-0.0017078795726307445
CV-E-B7,2019-DEH1,Vegetative,814,2.6469512981005097,2.210921541146316,-0.9998831354229363,0.055526650936824844
CV-E-B7,2019-DEH1,Water-soil,814,3.347598555136037,2.8928669913863883,-2.1987438227673066,0.01762274460044989
CV-E-B7,2019-GAH2,All-nonleaky,390,2.837742827642189,2.493676658191731,-2.796772152996542,-0.09502579865362352
CV-E-B7,2019-GAH2,B6R-all-EC-reference,390,2.86338837929274,2.5194493393334856,-2.8657074335990402,-0.09234696833262167
CV-E-B7,2019-GAH2,Canopy-growth,390,4.498205027194291,4.23173190754751,-8.539968911568387,-0.10979325721001837
CV-E-B7,2019-GAH2,Grain-fill-maturity,390,3.1258956601422634,2.7851901680729543,-3.606991609655595,-0.12045598676771872
CV-E-B7,2019-GAH2,Process-MK,390,3.118075676699078,2.784934251113677,-3.5839700257295712,-0.07197202838328783
CV-E-B7,2019-GAH2,Reproductive-transition,390,2.7354265450907693,2.3869332822678184,-2.527918797849154,-0.07128514306684705
CV-E-B7,2019-GAH2,Stage-MK,390,2.0489323049785115,1.709629105409763,-0.9793549707140774,-0.10777141996396951
CV-E-B7,2019-GAH2,Thermal,390,3.318584296542731,2.9799863496948285,-4.192472125675117,-0.08874383517929539
CV-E-B7,2019-GAH2,Thermal+water-MK,390,2.616633395822989,2.2680158793906315,-2.2281538622097896,-0.05481108842406904
CV-E-B7,2019-GAH2,Vegetative,390,2.290465573375038,1.9425787571158355,-1.4735232866724792,-0.10494084031437007
CV-E-B7,2019-GAH2,Water-soil,390,2.6211376181981576,2.276507513748569,-2.2392771915962175,-0.07162385756827316
CV-E-B7,2019-IAH4,All-nonleaky,1140,1.7236779166431602,1.4194021186785994,-0.7471957346547677,0.0010309615449938905
CV-E-B7,2019-IAH4,B6R-all-EC-reference,1140,1.7039849372158307,1.4010223736802896,-0.7075004563780123,0.002643727770085801
CV-E-B7,2019-IAH4,Canopy-growth,1140,1.650187952453389,1.3509297614642677,-0.6013864516990413,0.001877593872084756
CV-E-B7,2019-IAH4,Grain-fill-maturity,1140,1.4702358740113635,1.1708835928776344,-0.27116918514856714,-0.0034710265763618674
CV-E-B7,2019-IAH4,Process-MK,1140,1.436206318817645,1.142851250154759,-0.2130061197124249,0.022344740631471977
CV-E-B7,2019-IAH4,Reproductive-transition,1140,1.3642840027060834,1.0665549147646671,-0.09455830129875742,0.013372446140339514
CV-E-B7,2019-IAH4,Stage-MK,1140,1.3470228254939265,1.048670403986192,-0.06703640179387538,0.02478705488817854
CV-E-B7,2019-IAH4,Thermal,1140,2.2474268140216527,1.9589179693885574,-1.970300866186863,0.027345671057174097
CV-E-B7,2019-IAH4,Thermal+water-MK,1140,1.411334786313194,1.1075343223695882,-0.17135737910653615,0.00922836507705469
CV-E-B7,2019-IAH4,Vegetative,1140,2.3663318286045745,2.0792683683701725,-2.2929157263985998,0.029179010291867754
CV-E-B7,2019-IAH4,Water-soil,1140,2.102016795387169,1.7976062867839195,-1.598374163138537,0.0007306065016714289
CV-E-B7,2019-ILH1,All-nonleaky,448,3.1865669344807412,2.821747302755741,-2.5615534103831816,0.2327365982286581
CV-E-B7,2019-ILH1,B6R-all-EC-reference,448,3.179709087090321,2.814550914681411,-2.546240185811116,0.23207674088100083
CV-E-B7,2019-ILH1,Canopy-growth,448,3.0774754294301703,2.7065225859452418,-2.321869439841976,0.22270961695619665
CV-E-B7,2019-ILH1,Grain-fill-maturity,448,4.201032075162103,3.8806449753039596,-5.190209760391791,0.21718749249931593
CV-E-B7,2019-ILH1,Process-MK,448,1.7088061397564311,1.3520596354478296,-0.024186300480151024,0.22217348139641413
CV-E-B7,2019-ILH1,Reproductive-transition,448,3.7092630863365983,3.3614226742660946,-3.8257925205821195,0.20931542501396697
CV-E-B7,2019-ILH1,Stage-MK,448,4.06053866245849,3.732219134398225,-4.783099583814598,0.22627769814210807
