regime,environment,model,n,rmse,mae,r2,correlation
CV-GE-B7,2014-INH1,Stage-MK,240,1.2552814953805995,0.9468902608645476,0.1022221947016475,0.402292831409878
CV-GE-B7,2014-INH1,Thermal,240,2.7143689381842386,2.459520292769496,-3.1978253396564043,0.18918830051024088
CV-GE-B7,2014-INH1,Thermal+water-MK,240,1.65518594895542,1.3609984268299746,-0.5609183743227268,0.2793161857071006
CV-GE-B7,2014-INH1,Vegetative,240,1.9643284613336847,1.6887650434072765,-1.1984410744801886,0.2998199960494849
CV-GE-B7,2014-INH1,Water-soil,240,1.2595936931314218,0.9527923647200179,0.09604342915742325,0.3405685231697751
CV-GE-B7,2014-MNH1,All-nonleaky,236,3.2755203095254184,2.8725033908071738,-2.901064236889263,0.0741254470447438
CV-GE-B7,2014-MNH1,B6R-all-EC-reference,236,3.200323999493365,2.7949962828623622,-2.724006284558815,0.08435549858168127
CV-GE-B7,2014-MNH1,Canopy-growth,236,1.905520114041981,1.589591891551154,-0.3202299580481789,-0.029738039672810974
CV-GE-B7,2014-MNH1,Grain-fill-maturity,236,2.512009889175635,2.110425920552744,-1.2943792065737796,0.23402354567170672
CV-GE-B7,2014-MNH1,Process-MK,236,2.4503610602990324,2.023118176356007,-1.1831454600634292,-0.0008868166662683271
CV-GE-B7,2014-MNH1,Reproductive-transition,236,2.724459463252242,2.308223880380585,-1.6988777288275534,0.18135500501288704
CV-GE-B7,2014-MNH1,Stage-MK,236,2.66734740045726,2.2367495935853485,-1.586912110653127,0.006016168864232982
CV-GE-B7,2014-MNH1,Thermal,236,3.550738582024244,3.1809865725228446,-3.584161473254669,0.20178316112822298
CV-GE-B7,2014-MNH1,Thermal+water-MK,236,3.0604013905200382,2.6743511113574527,-2.4054874940801074,0.31427916367011327
CV-GE-B7,2014-MNH1,Vegetative,236,2.371132934551092,1.981881038596247,-1.044251448673844,0.027597227249927837
CV-GE-B7,2014-MNH1,Water-soil,236,2.6759842761773984,2.26520654888118,-1.6036920857478019,0.2038426085463417
CV-GE-B7,2014-MOH2,All-nonleaky,247,1.9331916978185224,1.4951762947034166,-0.05790358733076961,0.00555789859709732
CV-GE-B7,2014-MOH2,B6R-all-EC-reference,247,1.9306802357527206,1.4994920628821473,-0.055156669975246375,0.001040307739373088
CV-GE-B7,2014-MOH2,Canopy-growth,247,2.1256126493276355,1.7473099664430831,-0.27898219552020964,-0.03503717883093667
CV-GE-B7,2014-MOH2,Grain-fill-maturity,247,1.9996848626813717,1.6199407226278635,-0.13192946533478755,0.05157673058629716
CV-GE-B7,2014-MOH2,Process-MK,247,2.546071958980305,2.147896886912003,-0.8350064484672393,0.15983686414589543
CV-GE-B7,2014-MOH2,Reproductive-transition,247,2.2702512703350597,1.8984276889931655,-0.4589624076616665,-0.01477250898294023
CV-GE-B7,2014-MOH2,Stage-MK,247,2.0952784418630688,1.7146359372859488,-0.24273845218163004,0.025838803188415863
CV-GE-B7,2014-MOH2,Thermal,247,2.2643514327474743,1.881809038922653,-0.4513892753232511,0.06611075173517106
CV-GE-B7,2014-MOH2,Thermal+water-MK,247,2.4359608169660025,2.0477270421472578,-0.6797198079976241,0.1847210374047677
CV-GE-B7,2014-MOH2,Vegetative,247,2.241988765338244,1.8661878014611655,-0.42286308163025277,-0.031720645323266385
CV-GE-B7,2014-MOH2,Water-soil,247,2.081468279083628,1.6985576956989603,-0.22641044491418238,0.0799318605079165
CV-GE-B7,2014-NEH1,All-nonleaky,242,3.119224335839539,2.642160716500197,-1.8078257128104718,0.10180702917064575
CV-GE-B7,2014-NEH1,B6R-all-EC-reference,242,3.1992758733836903,2.7231443674986084,-1.9537947044068589,0.10007716181239662
CV-GE-B7,2014-NEH1,Canopy-growth,242,4.274792554454341,3.8601902749094377,-4.2735979196816665,0.05327506395192459
CV-GE-B7,2014-NEH1,Grain-fill-maturity,242,3.56036348151277,3.085399494407623,-2.6581844679789555,0.06820798675971379
CV-GE-B7,2014-NEH1,Process-MK,242,4.383972662565136,3.989040348763238,-4.546418048508271,0.12736130709019985
CV-GE-B7,2014-NEH1,Reproductive-transition,242,4.148178463454567,3.7341672069937024,-3.9658293448060977,0.10491270708166898
CV-GE-B7,2014-NEH1,Stage-MK,242,1.8767817065665342,1.4730369587442018,-0.016493132866080895,0.16254651705881823
CV-GE-B7,2014-NEH1,Thermal,242,3.8698316243275404,3.4232785486047845,-3.321764168700291,0.08724522469481223
CV-GE-B7,2014-NEH1,Thermal+water-MK,242,3.370177627232738,2.8794059736082156,-2.277800432663929,0.06038146236733502
CV-GE-B7,2014-NEH1,Vegetative,242,2.9289791528658173,2.4477496186417644,-1.4757653872728498,0.15997511199323128
CV-GE-B7,2014-NEH1,Water-soil,242,2.6394252992188996,2.1506254658159376,-1.0104611075070267,0.10317992011530507
CV-GE-B7,2014-NEH2,All-nonleaky,240,2.4677254904163344,2.0123774658416043,-0.8543357634353599,0.01858115670421069
CV-GE-B7,2014-NEH2,B6R-all-EC-reference,240,2.4500957757483186,1.994224773280409,-0.827935229877641,0.017621002688322
CV-GE-B7,2014-NEH2,Canopy-growth,240,2.1111629088189243,1.6811829400141043,-0.3571822600796901,0.009225697121284588
CV-GE-B7,2014-NEH2,Grain-fill-maturity,240,3.4012189348557524,2.958833528071218,-2.522604263173553,-0.009922026249795018
CV-GE-B7,2014-NEH2,Process-MK,240,7.553652578212522,7.296735580233989,-16.374355048274882,-0.019964475419182913
CV-GE-B7,2014-NEH2,Reproductive-transition,240,2.63049337145769,2.1867689802930594,-1.107022161736642,0.012108130093357847
CV-GE-B7,2014-NEH2,Stage-MK,240,3.339176445592745,2.8981707313564424,-2.39526296688083,0.0334200650564358
CV-GE-B7,2014-NEH2,Thermal,240,2.194345485780023,1.7524764149554524,-0.4662387438311091,0.05126720614388302
CV-GE-B7,2014-NEH2,Thermal+water-MK,240,1.8272628107125997,1.4276106976655403,-0.016709100075084526,0.10987018751587851
CV-GE-B7,2014-NEH2,Vegetative,240,2.248794741994476,1.7988567692028066,-0.5399063659405052,0.025439417418486085
CV-GE-B7,2014-NEH2,Water-soil,240,3.4452363732046805,3.006488354676804,-2.6143709859461626,0.026929102071513812
CV-GE-B7,2014-NYH2,All-nonleaky,218,2.2843191787339028,1.835274931985683,-1.4407896646173457,0.04583771948570267
CV-GE-B7,2014-NYH2,B6R-all-EC-reference,218,2.278904444658453,1.8298474227128187,-1.4292321176114018,0.04568382919631631
CV-GE-B7,2014-NYH2,Canopy-growth,218,1.9523245353889132,1.5406999553206198,-0.7828746419367414,-0.009015747827200857
CV-GE-B7,2014-NYH2,Grain-fill-maturity,218,2.253444358984186,1.8118904121770938,-1.3752562080433046,0.05338889835073434
CV-GE-B7,2014-NYH2,Process-MK,218,4.252925881576347,3.9765934392152493,-7.460429515648103,0.013841920625646301
CV-GE-B7,2014-NYH2,Reproductive-transition,218,2.195460841067118,1.7508921965198132,-1.2545931032199888,0.012045898128078226
CV-GE-B7,2014-NYH2,Stage-MK,218,2.1577559313758092,1.8244994916098942,-1.1778171915241407,-0.00433412432033247
CV-GE-B7,2014-NYH2,Thermal,218,2.1113378235143867,1.6892927214734734,-1.085125691686633,0.10882331732421163
CV-GE-B7,2014-NYH2,Thermal+water-MK,218,3.0120121409015237,2.6319697958397863,-3.243558756057215,0.12628499955635414
CV-GE-B7,2014-NYH2,Vegetative,218,2.024779357654596,1.6057628239918789,-0.9176625754851573,0.05398872798255953
CV-GE-B7,2014-NYH2,Water-soil,218,2.6156786193332153,2.1778236434117932,-2.2002621013985184,0.07423770566810833
CV-GE-B7,2014-WIH1,All-nonleaky,208,2.4034134366055495,1.934713379255887,-0.33826624554657636,0.11033108895990758
CV-GE-B7,2014-WIH1,B6R-all-EC-reference,208,2.4556377110442305,1.9788552469099476,-0.39705705503220345,0.11645656456483372
CV-GE-B7,2014-WIH1,Canopy-growth,208,2.5824551159249114,2.1009382187284307,-0.5450805252131303,0.15190944494382225
CV-GE-B7,2014-WIH1,Grain-fill-maturity,208,2.5813706942081804,2.110273720712576,-0.5437831806248075,0.23647567380504353
CV-GE-B7,2014-WIH1,Process-MK,208,2.2404258309726695,1.8044598990644238,-0.16291158467173994,0.26331893164646736
CV-GE-B7,2014-WIH1,Reproductive-transition,208,2.4233839130254777,1.955127401401349,-0.3605985245849401,0.20961519766704542
CV-GE-B7,2014-WIH1,Stage-MK,208,2.0427628958556636,1.6221831829539193,0.03323376008840084,0.18318743915492847
CV-GE-B7,2014-WIH1,Thermal,208,2.35660620341598,1.9006106471646065,-0.2866475209765291,0.25604339079804395
CV-GE-B7,2014-WIH1,Thermal+water-MK,208,2.016579622459561,1.6081530930734875,0.05785813374367499,0.29235130819572597
CV-GE-B7,2014-WIH1,Vegetative,208,2.4725719555933705,1.990077203939889,-0.4163918939337694,0.10504009253778376
CV-GE-B7,2014-WIH1,Water-soil,208,2.293436288211862,1.8379773321384838,-0.2185936599594933,0.16251427127527643
CV-GE-B7,2015-ILH1,All-nonleaky,416,2.107033785851871,1.7083995513793828,-0.33249078503421736,0.15219264609761674
CV-GE-B7,2015-ILH1,B6R-all-EC-reference,416,2.100392644912969,1.7019459662131853,-0.3241042909853522,0.1533602483589576
CV-GE-B7,2015-ILH1,Canopy-growth,416,2.0625596033460956,1.6634782308694878,-0.2768333875920068,0.18349794232063696
CV-GE-B7,2015-ILH1,Grain-fill-maturity,416,2.0065817045635037,1.612621138476697,-0.20846732322180372,0.181755625837624
CV-GE-B7,2015-ILH1,Process-MK,416,2.3151358504837445,1.9047052944696077,-0.6086967176865654,0.13380897690324556
CV-GE-B7,2015-ILH1,Reproductive-transition,416,1.9427670070873078,1.5523561328266229,-0.13282455533819704,0.1575936087368695
CV-GE-B7,2015-ILH1,Stage-MK,416,2.7278998715613056,2.30452785512501,-1.2334594195897597,0.1491642529909409
CV-GE-B7,2015-ILH1,Thermal,416,1.9357280556520127,1.5461404916842285,-0.12463062198737407,0.16649769637304151
CV-GE-B7,2015-ILH1,Thermal+water-MK,416,2.3827378597885667,1.9656147186128203,-0.7040163059147138,0.11582152951255838
CV-GE-B7,2015-ILH1,Vegetative,416,2.3678905153669487,1.9423254275503057,-0.6828462962170334,0.15757975131095628
CV-GE-B7,2015-ILH1,Water-soil,416,2.224860257701451,1.8239057537472525,-0.4856848408482666,0.19386303848716926
CV-GE-B7,2015-INH1,All-nonleaky,423,1.899124841403954,1.4601495613356839,-0.12353748300194556,0.1653308190322893
CV-GE-B7,2015-INH1,B6R-all-EC-reference,423,1.89179655472236,1.4534713280769531,-0.11488326628201673,0.1642058685232778
CV-GE-B7,2015-INH1,Canopy-growth,423,1.8474681857944042,1.4161134189083504,-0.06324775251136483,0.12590411278758945
CV-GE-B7,2015-INH1,Grain-fill-maturity,423,1.8225840903597703,1.3942626528582158,-0.03479825204194498,0.14149547586748285
CV-GE-B7,2015-INH1,Process-MK,423,1.7803429879290524,1.3912757280947126,0.012611889619466576,0.17356510834964795
CV-GE-B7,2015-INH1,Reproductive-transition,423,1.950997864101167,1.5046108591211975,-0.18575270613762385,0.13046954178527237
CV-GE-B7,2015-INH1,Stage-MK,423,2.3703777894444906,1.9284119659426253,-0.7503128244615718,0.1583892342137238
CV-GE-B7,2015-INH1,Thermal,423,1.8828856149500302,1.4865106485485757,-0.10440512054496986,0.12662800301285929
CV-GE-B7,2015-INH1,Thermal+water-MK,423,2.4183525686518914,2.0114236238407215,-0.8218800044793759,0.15787039559880414
CV-GE-B7,2015-INH1,Vegetative,423,1.8454731666759652,1.4534063093958174,-0.06095266098671237,0.1466368279894978
CV-GE-B7,2015-INH1,Water-soil,423,1.7847730992629023,1.3706505475810133,0.007691847131906293,0.1595958174222158
CV-GE-B7,2015-KSH1,All-nonleaky,418,2.271481241337425,1.8849396018775857,-0.5616476884653636,0.100823902639944
CV-GE-B7,2015-KSH1,B6R-all-EC-reference,418,2.3484892178165513,1.9563115606661512,-0.6693288331932601,0.09891999618880377
CV-GE-B7,2015-KSH1,Canopy-growth,418,5.064479625620445,4.725205874331294,-6.763086227881498,0.0667334426291956
CV-GE-B7,2015-KSH1,Grain-fill-maturity,418,3.9036557233113927,3.4901294697958853,-3.612196172165799,0.09714222866159071
CV-GE-B7,2015-KSH1,Process-MK,418,1.9307798715999542,1.5520673953428403,-0.1283147843562138,0.08288654994344938
CV-GE-B7,2015-KSH1,Reproductive-transition,418,3.41237174204474,2.9990218780921114,-2.5243369832174536,0.07845925862336972
CV-GE-B7,2015-KSH1,Stage-MK,418,2.236776812667598,1.7640567820243747,-0.5142934976509965,0.08061362072251751
CV-GE-B7,2015-KSH1,Thermal,418,2.147491792359868,1.7615389012506533,-0.395814735298994,0.07953030264697149
CV-GE-B7,2015-KSH1,Thermal+water-MK,418,1.8986526107058679,1.5332696619041977,-0.09107793993193392,0.08296040810045027
CV-GE-B7,2015-KSH1,Vegetative,418,3.1941010412619923,2.78021252547226,-2.0878916576761934,0.08185980847796431
CV-GE-B7,2015-KSH1,Water-soil,418,2.830225242957045,2.427150080959117,-1.4244138355483988,0.11125657997731293
CV-GE-B7,2015-MNH1,All-nonleaky,407,1.5374201902642777,1.1947702928230444,-0.24743799750337647,0.02088571985534268
CV-GE-B7,2015-MNH1,B6R-all-EC-reference,407,1.5626909856362936,1.2160063030249548,-0.28878366314553094,0.02058460869018927
CV-GE-B7,2015-MNH1,Canopy-growth,407,1.5536917982535714,1.2319826836405299,-0.2739827708025022,0.06859316365071112
CV-GE-B7,2015-MNH1,Grain-fill-maturity,407,1.6772228167092658,1.3287499706498578,-0.4846200863088188,0.0762222785986424
CV-GE-B7,2015-MNH1,Process-MK,407,1.5567641125503273,1.217131949856687,-0.27902617180002487,0.1355625146662846
CV-GE-B7,2015-MNH1,Reproductive-transition,407,1.4997472957669642,1.171546837492414,-0.18705265420222683,0.04353256074869036
CV-GE-B7,2015-MNH1,Stage-MK,407,1.4516272351644042,1.1334504219428139,-0.11210046897817327,0.021763730504713676
CV-GE-B7,2015-MNH1,Thermal,407,1.4546405028118745,1.1211889767979832,-0.11672222630094886,0.061563420348045746
CV-GE-B7,2015-MNH1,Thermal+water-MK,407,1.7906508701016377,1.4302079184571375,-0.692215405902264,0.07503603743322258
CV-GE-B7,2015-MNH1,Vegetative,407,1.712332139369144,1.3822411399188834,-0.5474257687605482,-0.029622105127848557
CV-GE-B7,2015-MNH1,Water-soil,407,1.4413333256301724,1.1108014366107382,-0.09638393887784114,0.047225578156082325
CV-GE-B7,2015-MOH1,All-nonleaky,422,5.633904476602063,5.339814465617949,-9.649357913456239,0.08774112521851962
CV-GE-B7,2015-MOH1,B6R-all-EC-reference,422,5.5728667159273515,5.275520222307084,-9.419857452502272,0.08755530536416728
CV-GE-B7,2015-MOH1,Canopy-growth,422,5.248359053707419,4.944961393474105,-8.241693098304177,0.10490990473600416
CV-GE-B7,2015-MOH1,Grain-fill-maturity,422,5.082029316532886,4.745498064808134,-7.665204110941849,0.049785753268580236
CV-GE-B7,2015-MOH1,Process-MK,422,4.192784221095481,3.8290759200760145,-4.898064120205643,0.12295853181135587
CV-GE-B7,2015-MOH1,Reproductive-transition,422,4.405106361776957,4.044408851892875,-5.51054376966874,0.10754738393126753
CV-GE-B7,2015-MOH1,Stage-MK,422,3.3104257837862354,2.9116370941082854,-2.67681837025801,0.1327094927663064
CV-GE-B7,2015-MOH1,Thermal,422,3.0973191094145522,2.6882607143862396,-2.2186693839611773,0.0749157901556445
CV-GE-B7,2015-MOH1,Thermal+water-MK,422,4.536490973286166,4.17238974246251,-5.904696078391684,0.054033916471910935
CV-GE-B7,2015-MOH1,Vegetative,422,4.718902270645991,4.369273424617695,-6.47113237285531,0.1410936464748911
CV-GE-B7,2015-MOH1,Water-soil,422,5.255475553916148,4.940125170902321,-8.266772594397725,0.0779414013315284
CV-GE-B7,2015-MOH2,All-nonleaky,421,2.4527915897925685,2.0501403998273635,-0.9335473061750519,0.18239683534345416
CV-GE-B7,2015-MOH2,B6R-all-EC-reference,421,2.4748832080691456,2.0704804585772782,-0.9685340136943184,0.18351172886180428
CV-GE-B7,2015-MOH2,Canopy-growth,421,2.097809352025931,1.7201520270888315,-0.4143781532736601,0.154251859192703
CV-GE-B7,2015-MOH2,Grain-fill-maturity,421,1.7977522130664636,1.4541616901767962,-0.038707265249035006,0.19025803756918244
CV-GE-B7,2015-MOH2,Process-MK,421,2.186434791287519,1.7570728967589277,-0.536408014572137,0.18597902244956024
CV-GE-B7,2015-MOH2,Reproductive-transition,421,1.9086875156401815,1.5491128262912446,-0.1708551511823584,0.15814813153541676
CV-GE-B7,2015-MOH2,Stage-MK,421,2.1022398907328017,1.6745597969407173,-0.4203587486744611,0.1634708752188866
CV-GE-B7,2015-MOH2,Thermal,421,1.8475644394429904,1.4974423729077566,-0.0970658455054183,0.1502927779988915
CV-GE-B7,2015-MOH2,Thermal+water-MK,421,1.7456358144808506,1.4032477641680028,0.020643539983077663,0.17447113317345006
CV-GE-B7,2015-MOH2,Vegetative,421,1.7828392916242215,1.4299909064292624,-0.021545932495814935,0.15769034207264448
CV-GE-B7,2015-MOH2,Water-soil,421,2.003150372469373,1.635406829842481,-0.2896165843070677,0.1830342540495798
CV-GE-B7,2015-NEH2,All-nonleaky,405,1.6709285087313028,1.360313589088597,-0.4734498978498862,-0.016428059886721056
CV-GE-B7,2015-NEH2,B6R-all-EC-reference,405,1.5798204775009543,1.270763634449103,-0.31714962610984854,-0.017884729487513667
CV-GE-B7,2015-NEH2,Canopy-growth,405,1.4549479257902875,1.130216321440312,-0.11715783246069078,-0.0017938472439055358
CV-GE-B7,2015-NEH2,Grain-fill-maturity,405,1.5814762775477613,1.2537254945017822,-0.31991206571182373,-0.038164203037032544
CV-GE-B7,2015-NEH2,Process-MK,405,1.9313338321110705,1.5365634175142975,-0.9684950720621464,0.013639029575094113
CV-GE-B7,2015-NEH2,Reproductive-transition,405,1.6175570120689664,1.3066759082044335,-0.3808255952786015,-0.006169651678269782
CV-GE-B7,2015-NEH2,Stage-MK,405,1.4471482182006832,1.1538063568818384,-0.10521218337564986,0.0341807446602999
CV-GE-B7,2015-NEH2,Thermal,405,1.7468119125860107,1.4191722376976534,-0.6103190300363506,-0.019332078925551215
CV-GE-B7,2015-NEH2,Thermal+water-MK,405,2.0088732377710574,1.69383548429185,-1.129730750385865,0.021759950767094333
CV-GE-B7,2015-NEH2,Vegetative,405,1.7660920432756368,1.3674383876061245,-0.6460624319794217,0.009825420093458109
CV-GE-B7,2015-NEH2,Water-soil,405,1.5488959334433368,1.2360425906860177,-0.26608864671395405,-0.006313871127816937
CV-GE-B7,2015-NEH3,All-nonleaky,249,1.4463192612570055,1.0755722485609542,-0.056935969692634814,0.11340112067226606
CV-GE-B7,2015-NEH3,B6R-all-EC-reference,249,1.466818709724667,1.0835880234424646,-0.08710932236186131,0.11094994009295994
CV-GE-B7,2015-NEH3,Canopy-growth,249,1.7331871462632835,1.3069683798633778,-0.5177884978088771,0.10187125437652675
CV-GE-B7,2015-NEH3,Grain-fill-maturity,249,1.4942171831570468,1.1090674780025052,-0.1281004981574525,0.09915284936124816
CV-GE-B7,2015-NEH3,Process-MK,249,1.4226228653475086,1.0634395183068175,-0.022586153058511416,0.13643686863366775
CV-GE-B7,2015-NEH3,Reproductive-transition,249,1.4854226715681758,1.1014717517120896,-0.11486025873849992,0.09007407570881915
CV-GE-B7,2015-NEH3,Stage-MK,249,1.4374714181794357,1.0790679122222306,-0.04404393446417476,0.09801053307578543
CV-GE-B7,2015-NEH3,Thermal,249,1.7351958190881176,1.41962650262028,-0.521308610661078,0.10953423455475186
CV-GE-B7,2015-NEH3,Thermal+water-MK,249,1.4851934258971098,1.1491851839102767,-0.11451617193892871,0.13798512352547135
CV-GE-B7,2015-NEH3,Vegetative,249,1.6655601104334328,1.3461022647758945,-0.4016544507953992,0.09900740851245231
CV-GE-B7,2015-NEH3,Water-soil,249,1.9174779560113928,1.600072799856216,-0.8577235984533125,0.11427731880142306
CV-GE-B7,2015-NYH2,All-nonleaky,355,3.1840533225742043,2.5578905849634483,-1.2706556601278338,0.18708541104299278
CV-GE-B7,2015-NYH2,B6R-all-EC-reference,355,3.18106863050791,2.5550717493422996,-1.2664006864747601,0.18666398222649425
CV-GE-B7,2015-NYH2,Canopy-growth,355,2.6932574085802545,2.0696779025370318,-0.624599598104554,0.14435990159881637
CV-GE-B7,2015-NYH2,Grain-fill-maturity,355,3.398975532649892,2.7797948465622317,-1.587537733986788,0.15347070743936334
CV-GE-B7,2015-NYH2,Process-MK,355,2.26030850369871,1.7178876172139124,-0.14426352121627706,0.12103891233291139
CV-GE-B7,2015-NYH2,Reproductive-transition,355,2.7784630719803247,2.1543399945895443,-0.7290194278800128,0.12147061006252376
CV-GE-B7,2015-NYH2,Stage-MK,355,2.711852040033263,2.091743438038281,-0.6471099706495689,0.11702054305359735
CV-GE-B7,2015-NYH2,Thermal,355,2.287574588847095,1.7219199839921058,-0.17203651480912896,0.17750713030596113
CV-GE-B7,2015-NYH2,Thermal+water-MK,355,2.6704859364287383,2.040687573844564,-0.597243779705598,0.16254116550749376
CV-GE-B7,2015-NYH2,Vegetative,355,2.3907604481937548,1.7963074551232197,-0.2801555398757152,0.15778879481540248
CV-GE-B7,2015-NYH2,Water-soil,355,2.9555426621681784,2.328199631129745,-0.9564334536259775,0.1998086078486253
CV-GE-B7,2015-NYH3,All-nonleaky,355,2.482896408818903,1.975406854185922,-0.48976597745974293,0.28011587636800556
CV-GE-B7,2015-NYH3,B6R-all-EC-reference,355,2.4724321380214422,1.9661402990445271,-0.4772350771383378,0.28249678526149336
CV-GE-B7,2015-NYH3,Canopy-growth,355,3.296419586825617,2.76653592209458,-1.6259461943569202,0.29768200908945935
CV-GE-B7,2015-NYH3,Grain-fill-maturity,355,3.3823473256176344,2.840384855532047,-1.764631523478584,0.2320619576439264
CV-GE-B7,2015-NYH3,Process-MK,355,2.8878642193127466,2.3521347732891345,-1.0153681500422929,0.2826196215629399
CV-GE-B7,2015-NYH3,Reproductive-transition,355,3.24482572106318,2.715540819138235,-1.5443895484367185,0.32977938912495136
CV-GE-B7,2015-NYH3,Stage-MK,355,3.6359696653533193,3.132187931729756,-2.1947829184645142,0.33107671558833557
CV-GE-B7,2015-NYH3,Thermal,355,1.9907487520518052,1.616828591353577,0.042290588099305304,0.2400878914401363
CV-GE-B7,2015-NYH3,Thermal+water-MK,355,2.0184087402874606,1.6335774116690711,0.015492367412167196,0.25419948270491566
CV-GE-B7,2015-NYH3,Vegetative,355,1.926674839420948,1.5723401129614256,0.1029478259957124,0.3220211994028417
CV-GE-B7,2015-NYH3,Water-soil,355,2.2607117028059394,1.7806705892678347,-0.23506898578259317,0.3084286573971919
CV-GE-B7,2015-OHH1,All-nonleaky,426,1.748156085476479,1.390975264077334,-0.2723226296206147,0.10913302358302909
CV-GE-B7,2015-OHH1,B6R-all-EC-reference,426,1.7570590296840254,1.3991229462617962,-0.28531490348512967,0.10724105650504775
CV-GE-B7,2015-OHH1,Canopy-growth,426,1.6209163720889361,1.283921622092143,-0.09385071922953592,0.05395313194373341
CV-GE-B7,2015-OHH1,Grain-fill-maturity,426,1.6840536086899065,1.3301008826926954,-0.18072474108854308,0.08856656040445138
CV-GE-B7,2015-OHH1,Process-MK,426,2.2384467288337246,1.828068590809719,-1.0860771484648204,0.07487451729053496
CV-GE-B7,2015-OHH1,Reproductive-transition,426,1.8021117696512683,1.437143446852408,-0.3520734507093668,0.05471502168932722
CV-GE-B7,2015-OHH1,Stage-MK,426,1.660067557760903,1.323589822108497,-0.14733003733885663,0.087373378616396
CV-GE-B7,2015-OHH1,Thermal,426,1.6169138551648994,1.284619904023292,-0.08845531374521642,0.09500168779535802
CV-GE-B7,2015-OHH1,Thermal+water-MK,426,1.6480763136410523,1.3047678267083376,-0.13081477516920148,0.03559860133580218
CV-GE-B7,2015-OHH1,Vegetative,426,1.8116468728173858,1.4580646092394824,-0.36641913862006326,0.09267686554643322
CV-GE-B7,2015-OHH1,Water-soil,426,1.7768096290178665,1.415682062304779,-0.3143730240995781,0.09309465623752791
CV-GE-B7,2015-SDH1,All-nonleaky,327,2.951012553898077,2.53408184490851,-2.38349864940591,-0.13547239831347532
CV-GE-B7,2015-SDH1,B6R-all-EC-reference,327,2.989927173204521,2.572792137524353,-2.473322532540459,-0.1343584195843783
CV-GE-B7,2015-SDH1,Canopy-growth,327,2.321775084563177,1.9290639139309362,-1.0944219761611271,-0.09276484369893218
CV-GE-B7,2015-SDH1,Grain-fill-maturity,327,3.104143621097814,2.6842346325538813,-2.7437557517870133,-0.1542756313639154
CV-GE-B7,2015-SDH1,Process-MK,327,2.7327985574658102,2.352057221987989,-1.901610625392069,0.0061955068066958975
CV-GE-B7,2015-SDH1,Reproductive-transition,327,2.3201613563237644,1.9196262667990196,-1.0915115707978966,-0.08773330606036354
CV-GE-B7,2015-SDH1,Stage-MK,327,1.822365626840745,1.4799129129412356,-0.29031255727989635,-0.05091098397948598
CV-GE-B7,2015-SDH1,Thermal,327,4.894720403553575,4.587497045645474,-8.30849932315684,-0.05334386538883246
CV-GE-B7,2015-SDH1,Thermal+water-MK,327,2.807965236667866,2.409129724870044,-2.0634256686428674,-0.09363610978600907
CV-GE-B7,2015-SDH1,Vegetative,327,4.622802504886132,4.278225553664774,-7.3029911162120875,-0.07455315551917316
CV-GE-B7,2015-SDH1,Water-soil,327,2.744512187939973,2.334537062729312,-1.926538358908802,-0.13534827066307292
CV-GE-B7,2015-TXH1,All-nonleaky,296,1.7955374890763802,1.4372624028379613,-0.05398031780185275,0.1568288727198299
CV-GE-B7,2015-TXH1,B6R-all-EC-reference,296,1.8047695488683058,1.4420057003623818,-0.06484661788827073,0.15354786574929052
CV-GE-B7,2015-TXH1,Canopy-growth,296,1.793402517990786,1.4449524950267802,-0.051475352336734614,0.12672500511407542
CV-GE-B7,2015-TXH1,Grain-fill-maturity,296,1.7768358811734286,1.4119536828980133,-0.03213897490253559,0.20778444710019098
CV-GE-B7,2015-TXH1,Process-MK,296,2.2627553525323463,1.7916261601379222,-0.6738585239327608,0.08239575566563406
CV-GE-B7,2015-TXH1,Reproductive-transition,296,1.8539366459233508,1.486002426749292,-0.12365586905145554,0.05624809430486235
CV-GE-B7,2015-TXH1,Stage-MK,296,2.8600615559115363,2.3616821773406844,-1.6742026029811394,0.058888390205050684
CV-GE-B7,2015-TXH1,Thermal,296,2.0265586239117486,1.5865383817389533,-0.34264713466579955,0.1824183833705737
CV-GE-B7,2015-TXH1,Thermal+water-MK,296,2.9387269099426856,2.483467502547487,-1.823332361421755,0.2018641997314024
CV-GE-B7,2015-TXH1,Vegetative,296,1.9153267654341255,1.5151767350835705,-0.19930405430471154,0.08296572269198607
CV-GE-B7,2015-TXH1,Water-soil,296,1.9519487259843848,1.530486472040171,-0.24560504117255344,0.17761535646624804
CV-GE-B7,2015-TXH2,All-nonleaky,308,2.8493366884907787,2.4493799369617184,-1.961097330856345,0.14405755845762633
CV-GE-B7,2015-TXH2,B6R-all-EC-reference,308,2.8906625141698195,2.4927057420065117,-2.0476137456175842,0.1440572446008898
CV-GE-B7,2015-TXH2,Canopy-growth,308,5.798574506734995,5.550751292322197,-11.263307724283036,0.12262042644623773
CV-GE-B7,2015-TXH2,Grain-fill-maturity,308,2.2638235743262487,1.8539248561152715,-0.8691764418598824,0.1606629062848393
CV-GE-B7,2015-TXH2,Process-MK,308,13.401178183713187,13.283470910326836,-64.50147892511032,-0.004435673596227828
CV-GE-B7,2015-TXH2,Reproductive-transition,308,4.315429624954759,3.9730517069537665,-5.792243076197159,0.11997828379025768
CV-GE-B7,2015-TXH2,Stage-MK,308,4.428425146558669,4.097416124121268,-6.152597044910467,0.06943341468788804
