stage,decision,prediction_sha256,outcome_sha256,primary_estimand,n_primary,control_calibration_pass,adaptive_calibration_pass,control_mean_interval_score,adaptive_mean_interval_score,adaptive_quantile_level,selection_uses_outcome_value,post_result_tuning_permitted
B14C,B14C_BOTH_INTERVAL_RULES_PASS_KEEP_FROZEN_B11,91c765ea994f557db1911865309bca94ebc2110b87a5fea483a03c879d1fb19d,8bd354c44bce50abd09a9839272112fdb34bdb96ec6e37ae644eda916aeeabcc,OFFICIALLY_OBSERVABLE_SEALED_KEYS,779,True,False,10.530072493745173,11.10625188277593,0.9512813317177465,False,False
