test_year,train_year_max,n_train_environments,n_test_environments,mean_rmse_t2_minus_t1_environment,median_rmse_t2_minus_t1_environment,fraction_environments_t2_worse,median_t1_full_nearest_z,median_t2_full_nearest_z,median_t2_full_nearest_percentile,fraction_t2_extreme_support_percentile,median_t2_max_kernel_similarity,median_t2_local_kernel_density5,median_t2_projection_residual,median_t2_weather_nearest_z,median_t2_geographic_distance_km,fraction_city_seen_previously,fraction_coordinate_seen_previously,fraction_soil_seen_previously
2016,2015,23,18,2.9141847999548753,2.6470193797118338,0.7222222222222222,4.3281161700183315,4.364349712339691,0.34782608695652173,0.05555555555555555,0.5151691964954559,0.3817615623982432,0.5000586225260724,1.6646678600136489,0.6294956761639461,0.5555555555555556,0.1111111111111111,0.2222222222222222
2017,2016,41,18,0.6671837529193239,0.2218916193968824,0.7777777777777778,3.319494346330411,2.9033459468205933,0.3414634146341463,0.0,0.8154021596604453,0.478168779786753,0.37759385613140095,1.2562705416121287,0.34524129670707393,0.8888888888888888,0.05555555555555555,0.6111111111111112
2018,2017,59,21,0.00013715890428864892,-0.051678837887908946,0.42857142857142855,3.6889500341298938,3.1712027149254047,0.4915254237288136,0.0,0.8129137383728374,0.5593841358974541,0.3603118139486591,1.4059338800634003,0.14938640883728083,0.8095238095238095,0.047619047619047616,0.6190476190476191
2019,2018,80,21,-0.20813702257379807,-0.06396222577297217,0.3333333333333333,2.887669492628032,2.5260482099833985,0.4375,0.0,0.8949490244514068,0.6102425010416103,0.24079003279707145,0.9777681435388818,0.15689069517806647,1.0,0.14285714285714285,0.6666666666666666
2020,2019,101,16,-0.14368641047853092,-0.043181856197903934,0.375,2.256671159793234,1.8262507677009974,0.40594059405940597,0.0,0.9430363907404102,0.6404532018406992,0.3083940663276247,1.0758588910954834,0.2531946854484881,1.0,0.0,0.625
2021,2020,117,19,0.0265009286945913,-0.014691395923718265,0.47368421052631576,2.332387784162733,2.323156661720781,0.5811965811965812,0.0,0.9107878294842938,0.6266626795911211,0.2754695316412066,1.2574029352775165,0.1067176024349589,1.0,0.10526315789473684,0.7894736842105263
