environment,full_nearest_z,full_mean5_z,full_nearest_percentile,full_max_training_kernel_similarity,full_local_kernel_density5,full_kernel_mass,full_kernel_projection_support,full_kernel_projection_residual,weather_nearest_z,weather_mean5_z,weather_nearest_percentile,weather_max_training_kernel_similarity,weather_local_kernel_density5,weather_kernel_mass,weather_kernel_projection_support,weather_kernel_projection_residual,nearest_training_location_km,city_seen_previously,coordinate_seen_previously,soil_mukey_seen_previously,test_year,train_year_max,n_train_environments,n_test_environments,model,horizon,rmse,mae,r2,correlation
2016-IAH2,4.40287095844636,4.756375265614237,0.2608695652173913,0.5024608361726541,0.44833650110836254,5.854302036316008,0.44930705114553704,0.550692948854463,2.157869435778358,2.4674723271384407,0.782608695652174,0.4531129539538337,0.3591356036562507,3.3664807023430563,0.29720240336730347,0.7027975966326965,85.5234786085574,False,False,False,2016,2015,23,18,G+E_T1,T1_30DAP,2.415904786692852,1.8914604656327625,-0.0220144035945162,0.0195713367485195
2016-IAH3,4.396874255126033,5.108353265502227,0.2608695652173913,0.5034030689999623,0.3982066212445717,5.282261639763468,0.37588881363684085,0.6241111863631592,2.0929169771982203,2.759360050071263,0.782608695652174,0.47488838748521817,0.2859662046759915,2.279779749757207,0.20437007433706172,0.7956299256629382,118.68307912211218,False,False,False,2016,2015,23,18,G+E_T1,T1_30DAP,2.0868705145352187,1.754815445181764,-1.1674911852366003,-0.0025608982162068
2016-IAH4,4.3193597144235465,4.747663212905579,0.2608695652173913,0.515624260204329,0.44991347257828185,6.026429136444727,0.4629814735127832,0.5370185264872168,2.0045988828492054,2.3736290946384315,0.7391304347826086,0.5050221142201162,0.392046185108327,3.6538339230734342,0.3373077046810752,0.6626922953189248,0.3251434197681342,True,False,False,2016,2015,23,18,G+E_T1,T1_30DAP,1.3353149045682235,1.063421851586958,-0.0847446820595547,0.1964876628856639
2016-ILH1,4.145157326086059,4.465099046917881,0.2608695652173913,0.5433366199804074,0.49307056746924094,6.650101044259324,0.5311292025493021,0.46887079745069793,1.6312608892023501,2.006707528118008,0.5652173913043478,0.6361080932654387,0.5063065955880822,5.346383903119492,0.43390168222785813,0.5660983177721419,0.07325669353970893,True,False,False,2016,2015,23,18,G+E_T1,T1_30DAP,1.7970024624022063,1.361178990649999,0.0531686269128612,0.2377733170897303
2016-INH1,2.8767616903123767,6.245128140052368,0.2608695652173913,0.7454142401667458,0.2841906990084125,3.33078862727741,0.37838735655382894,0.6216126434461711,1.92530210491049,2.2724289363841423,0.6956521739130435,0.5324988750300024,0.41951541724735025,4.080149407904787,0.2773689696044405,0.7226310303955594,0.9248226868419736,True,False,True,2016,2015,23,18,G+E_T1,T1_30DAP,1.921500509306196,1.4512760552752209,-0.0553476061927424,0.3779769693464121
2016-MIH1,5.198618174589792,5.659851585818842,0.34782608695652173,0.38308663916652924,0.3216633890198985,5.376518485519039,0.37865895866802135,0.6213410413319786,2.2744979891701163,2.7435095673923704,0.782608695652174,0.41499176627259876,0.28490814979188245,2.8276740055357457,0.12465007179920012,0.8753499282007999,321.6086944381472,False,False,False,2016,2015,23,18,G+E_T1,T1_30DAP,2.6841702525287454,2.0831129973556965,-0.7455651108202874,0.1717661357429018
2016-MNH1,4.336872625613116,4.806241312968468,0.2608695652173913,0.5128565611065667,0.4411724764915029,7.4164545957599195,0.6240055080421366,0.3759944919578634,1.1514921179689348,1.3964071089604286,0.391304347826087,0.7981840014480373,0.7170359147291836,8.624097562544039,0.7852813623648955,0.21471863763510446,0.3341686654859186,True,False,False,2016,2015,23,18,G+E_T1,T1_30DAP,2.671522298627082,2.249184914827922,-2.3202272724110973,0.0250095949046618
2016-NEH1,4.05692555818268,4.551622945793498,0.2608695652173913,0.557477475983933,0.48036493459605245,7.402949851497628,0.6127566435159055,0.38724335648409447,1.2586239667380679,1.443362360200775,0.391304347826087,0.7639051929702589,0.7009897115926135,7.651555224335428,0.5855477826563003,0.41445221734369975,41.78080407189849,False,False,False,2016,2015,23,18,G+E_T1,T1_30DAP,4.343605149525865,4.008015502046979,-5.101560916066801,0.284314501632552
2016-NEH4,5.862288527168387,6.40429168879443,0.43478260869565216,0.29519614999032684,0.236259397257087,3.1508513592667877,0.22764848234510307,0.772351517654897,2.2683382417168243,3.4733600052709597,0.782608695652174,0.41697067582036224,0.16513586051264334,1.046542597372544,0.11617022627495076,0.8838297737250492,41.78080407189849,False,False,False,2016,2015,23,18,G+E_T1,T1_30DAP,1.7378322347501047,1.3661380623877304,-0.3940900013294628,0.0992974134713803
2016-NYH1,3.112870807389916,6.382764742236754,0.2608695652173913,0.708911958448222,0.2716267351545584,2.6626944943773125,0.5098979133796395,0.4901020866203605,2.3072129995017514,3.0166624549638343,0.782608695652174,0.404550440833511,0.22291467383902805,1.8943484304748799,0.12484203777435691,0.8751579622256431,0.22207088851010487,True,False,True,2016,2015,23,18,G+E_T1,T1_30DAP,1.7243396849169197,1.402798182272105,-1.27194497027623,0.133830983451602
2016-NYH2,4.007635331155124,5.328741064703036,0.2608695652173913,0.5654007278309792,0.37286394319660066,4.835691609760647,0.3681449285673135,0.6318550714326865,1.525276984380727,2.883244531063027,0.5652173913043478,0.6733347008664056,0.2748423282465028,2.1279543397575305,0.25451760407430113,0.7454823959256989,0.23671304107805552,True,False,False,2016,2015,23,18,G+E_T1,T1_30DAP,3.264838394224232,2.75716998657726,-2.2644777059187056,0.0167117226185056
2016-NYH2L,4.007635331155124,5.328741064703036,0.2608695652173913,0.5654007278309792,0.37286394319660066,4.835691609760647,0.3681449285673135,0.6318550714326865,1.525276984380727,2.883244531063027,0.5652173913043478,0.6733347008664056,0.2748423282465028,2.1279543397575305,0.25451760407430113,0.7454823959256989,0.23671304107805552,True,False,False,2016,2015,23,18,G+E_T1,T1_30DAP,6.8692089707835535,6.832402780820601,-142.10384360849906,0.0958592291604151
2016-TXH1,1.9086762935478498,5.788557388532313,0.17391304347826086,0.8786756438480589,0.3355312654726247,2.93901353800224,0.5270752992162844,0.4729247007837156,1.2676846087528861,1.6787940397236263,0.391304347826087,0.760938291370107,0.6186581590273843,6.696250970736885,0.6670477383738267,0.3329522616261733,0.0,True,True,True,2016,2015,23,18,G+E_T1,T1_30DAP,2.663033306963742,2.429914788174756,-4.46222851387222,0.2837003882987443
2016-TXH2,1.5029107149189977,6.351850740190804,0.17391304347826086,0.922938820844973,0.2924416921731212,2.259546103540729,0.47873186811881435,0.5212681318811856,1.4676605591425271,4.20044114348587,0.5652173913043478,0.6933664782170661,0.1526350012094993,0.7972575249535199,0.08739634151793838,0.9126036584820616,0.0,True,True,True,2016,2015,23,18,G+E_T1,T1_30DAP,2.094599723124237,1.6532890207672748,-0.2549775283030357,0.3176078357445477
2016-WIH1,4.564474591078089,5.0104739617704785,0.34782608695652173,0.47726321844653624,0.4114464467454443,6.103739887726162,0.4568602429010509,0.5431397570989491,1.878863067448795,2.2980010078496163,0.6956521739130435,0.5487342501917507,0.4140902915027963,3.6003901074267572,0.25397387804370364,0.7460261219562964,0.15091648744233718,True,False,False,2016,2015,23,18,G+E_T1,T1_30DAP,1.8335809577907871,1.4117086685481222,0.0802454542574466,0.3762580691939065
2016-WIH2,4.621004074220009,5.131648541048753,0.34782608695652173,0.4685454710512137,0.3934320868252616,6.5682674680186395,0.5223335567679381,0.47766644323206187,1.3345465744690561,1.6174603472287639,0.391304347826087,0.738759888266295,0.6405230988184208,6.40225810754775,0.6718269339827995,0.32817306601720053,33.66671679908339,False,False,False,2016,2015,23,18,G+E_T1,T1_30DAP,3.874494864729653,3.2519520002893425,-1.56693939080127,0.3519512763816246
2016-DEH1,4.5251256859933,4.934763768998432,0.34782608695652173,0.49015823078021786,0.42886980742788217,6.104758310938606,0.4253356017433369,0.574664398256663,1.7660701325373447,1.977600579291694,0.6956521739130435,0.6001487443195918,0.5275555176717107,6.485239365996111,0.389908225636626,0.610091774363374,464.3614838106569,False,False,False,2016,2015,23,18,G+E_T2,T2_60DAP_reproductive_window_proxy,4.424450819522547,4.027424733786286,-4.452546947476225,0.2574756596867555
2016-GAH2,7.495909757966775,8.558129495779179,0.9565217391304348,0.14134366591639566,0.08185075117201542,0.9347814057580056,0.03158459020760038,0.9684154097923996,4.162592064101562,6.3395373099773575,1.0,0.05863399613387574,0.012086314276841151,0.06100390382923228,0.002501825880517605,0.9974981741194824,683.2567517643987,False,False,False,2016,2015,23,18,G+E_T2,T2_60DAP_reproductive_window_proxy,6.979536857316707,6.842824932173168,-25.50807210408885,0.0999555217071784
2016-IAH2,4.380398971639536,4.966534787815665,0.34782608695652173,0.5126576457290749,0.42655035441699746,6.458541959536355,0.4970688005585869,0.5029311994414132,1.799707048970524,2.078187710145488,0.7391304347826086,0.588480145643544,0.49419213733268597,4.907871181306617,0.41714387029143796,0.582856129708562,85.5234786085574,False,False,False,2016,2015,23,18,G+E_T2,T2_60DAP_reproductive_window_proxy,6.876619167535101,6.436402515812866,-7.280324080531219,0.0105389929289879
2016-IAH3,4.333217720693397,5.007548183184513,0.34782608695652173,0.5200494823665565,0.42063589299267024,6.352984214170244,0.48816693475541734,0.5118330652445826,1.7468959823828774,2.189149484403907,0.6956521739130435,0.6068028783282315,0.4603708309746185,4.6431000090797845,0.41431645102899545,0.5856835489710046,118.68307912211218,False,False,False,2016,2015,23,18,G+E_T2,T2_60DAP_reproductive_window_proxy,4.808436064532111,4.574260027949627,-10.507315639303412,-0.0198655073126231
2016-IAH4,4.36194470832027,4.931982931582697,0.34782608695652173,0.5155457787492691,0.43115709744313707,6.621587903804076,0.5184171529518968,0.48158284704810317,1.5824397376444204,2.085315307808588,0.6956521739130435,0.6637025652907386,0.4925124264110375,5.216526557999123,0.44898184866886254,0.5510181513311374,0.3251434197681342,True,False,False,2016,2015,23,18,G+E_T2,T2_60DAP_reproductive_window_proxy,6.494945036663629,6.37086870117328,-24.663217046575475,0.2057634320824754
2016-ILH1,4.076420534909388,4.578207476206556,0.34782608695652173,0.5606646757455204,0.4829599467684793,7.372701013848202,0.5895266628699036,0.41047333713009637,1.3035787982072615,1.5702961528732957,0.34782608695652173,0.7571631077388756,0.6672141137401187,7.725408071472446,0.6814307702891308,0.3185692297108692,0.07325669353970893,True,False,False,2016,2015,23,18,G+E_T2,T2_60DAP_reproductive_window_proxy,8.738424863102857,8.550319601623022,-21.38935631623764,0.2160212575785499
2016-INH1,3.52616716214331,6.227906533238693,0.2608695652173913,0.6485846801674039,0.28262165244360504,3.655723148376702,0.3560083476853291,0.6439916523146709,1.1094667607411193,1.744519002134382,0.30434782608695654,0.8175037552620119,0.6058210875076451,5.879042617223504,0.7295392112526169,0.2704607887473831,0.9248226868419736,True,False,True,2016,2015,23,18,G+E_T2,T2_60DAP_reproductive_window_proxy,1.7969336493485215,1.3746341761316367,0.0770490859205271,0.3486922627956044
2016-MIH1,5.307393830518121,5.78895799814549,0.34782608695652173,0.3749882147194497,0.3124002616389877,5.022741193502253,0.3651757840815505,0.6348242159184495,2.3509061544902243,2.7080563932287283,0.8260869565217391,0.40465316144999297,0.30372966706262944,2.4785683655822925,0.22251004646856296,0.777489953531437,321.6086944381472,False,False,False,2016,2015,23,18,G+E_T2,T2_60DAP_reproductive_window_proxy,5.2566434619555205,4.864418669862404,-5.694728635532747,0.1955060570671128
2016-MNH1,4.366754716359112,4.965322350633095,0.34782608695652173,0.5147926142416428,0.4249489486429793,7.214557097321621,0.5919843584636739,0.4080156415363261,1.5122022060730194,1.704099892099735,0.6521739130434783,0.687743341964946,0.6215567141546832,7.019934253935048,0.6541845304369386,0.3458154695630614,0.3341686654859186,True,False,False,2016,2015,23,18,G+E_T2,T2_60DAP_reproductive_window_proxy,10.947728474487588,10.842849626360756,-54.756851332017945,0.034575397283886
2016-NEH1,4.3541061165564985,4.83402795543,0.34782608695652173,0.516773745015873,0.44411283922250366,6.89162479720061,0.5698514687246251,0.4301485312753749,1.0160978609020515,1.6718625672216276,0.30434782608695654,0.8444989256911056,0.6299934173352828,5.538095639705277,0.65730156328016,0.34269843671984,41.78080407189849,False,False,False,2016,2015,23,18,G+E_T2,T2_60DAP_reproductive_window_proxy,10.817742556171568,10.683367819156704,-36.84543978539839,0.2564897873573025
2016-NEH4,5.672796844126429,6.531016021832073,0.43478260869565216,0.326093729058192,0.23053429259117636,2.837192364995653,0.20734334127618373,0.7926566587238163,2.5560188912233945,3.8627437869770476,0.8695652173913043,0.34318570928094233,0.11561507982189556,0.6999807555386518,0.09759657451886572,0.9024034254811343,41.78080407189849,False,False,False,2016,2015,23,18,G+E_T2,T2_60DAP_reproductive_window_proxy,2.0303517665790243,1.691277909892813,-0.9029075556494794,0.0650760269941275
2016-NYH1,2.944952255958618,6.705771304708745,0.2608695652173913,0.739341011415727,0.254145457776788,2.4402818193242144,0.5518542981240087,0.44814570187599134,2.8463751239938873,3.3919034644529305,0.9130434782608695,0.2654669692376266,0.16205327953754556,1.2109162510915066,0.05935937444717565,0.9406406255528243,0.22207088851010487,True,False,True,2016,2015,23,18,G+E_T2,T2_60DAP_reproductive_window_proxy,1.8768830981891984,1.6081297325513997,-1.691699711201946,0.1326052183788287
2016-NYH2,5.129060899393949,5.910498563348236,0.34782608695652173,0.4000952685742203,0.30198309073794805,4.0289941648403556,0.26345072240912054,0.7365492775908795,3.290448645846885,3.4627189295736756,0.9565217391304348,0.16992850506852142,0.1418232806976032,1.0421598819635878,0.041730894999912116,0.9582691050000879,0.23671304107805552,True,False,False,2016,2015,23,18,G+E_T2,T2_60DAP_reproductive_window_proxy,2.3339349602033086,1.7898123506286476,-0.6682757143722815,0.0353575635121015
2016-NYH2L,5.129060899393949,5.910498563348236,0.34782608695652173,0.4000952685742203,0.30198309073794805,4.0289941648403556,0.26345072240912054,0.7365492775908795,3.290448645846885,3.4627189295736756,0.9565217391304348,0.16992850506852142,0.1418232806976032,1.0421598819635878,0.041730894999912116,0.9582691050000879,0.23671304107805552,True,False,False,2016,2015,23,18,G+E_T2,T2_60DAP_reproductive_window_proxy,5.6081404596086255,5.564713200101926,-94.38401655666148,0.1311618346005309
2016-TXH1,1.138186788388802,5.535763157357417,0.08695652173913043,0.9558924323085565,0.36918379426413395,3.1214636687632797,0.680865057010615,0.31913494298938505,1.1264469016929133,1.6138873653855774,0.30434782608695654,0.8124387116019895,0.6509887950700817,7.018827082889531,0.6059294256493466,0.3940705743506534,0.0,True,True,True,2016,2015,23,18,G+E_T2,T2_60DAP_reproductive_window_proxy,2.3388976612987715,2.080433281963174,-3.2134622546756173,0.2656339757871752
2016-TXH2,1.3904204745585,5.644236783540952,0.08695652173913043,0.9348970161761702,0.35576432109422623,3.229762931554111,0.527684160039255,0.472315839960745,1.3522411012521702,3.087239716933681,0.43478260869565216,0.7413126864882944,0.2534420395799999,1.7434982902690552,0.12460123015978133,0.8753987698402187,0.0,True,True,True,2016,2015,23,18,G+E_T2,T2_60DAP_reproductive_window_proxy,1.9134476643812115,1.501766539368821,-0.0472902058128925,0.3093758593193795
2016-WIH1,4.348925779491399,4.999857781716047,0.34782608695652173,0.5175856676993659,0.420213220700772,6.521437139832378,0.5028139543892683,0.49718604561073165,1.5037442388232636,2.1606561672246114,0.6521739130434783,0.6906211981076854,0.47095495629383943,4.337432599349424,0.3729371612362407,0.6270628387637593,0.15091648744233718,True,False,False,2016,2015,23,18,G+E_T2,T2_60DAP_reproductive_window_proxy,6.399131647230899,6.138712584128858,-10.202471625104508,0.3486919807796158
2016-WIH2,4.633492754459946,5.175748655741389,0.34782608695652173,0.47350780588923586,0.3943393305323525,6.664199655461391,0.5208898150657929,0.4791101849342071,1.125189366316496,1.8848950436535723,0.30434782608695654,0.8128153769788077,0.5601798565504941,5.930556700312234,0.6298924582663413,0.3701075417336587,33.66671679908339,False,False,False,2016,2015,23,18,G+E_T2,T2_60DAP_reproductive_window_proxy,10.973858171655507,10.726660680909474,-19.592265128872587,0.3275071450285273
2017-COH1,7.0205216211540735,7.550607802613271,0.4878048780487805,0.3056086247031979,0.2549771383173248,4.850923926409096,0.19884899419911878,0.8011510058008813,3.0193028466845604,4.575700602506191,0.975609756097561,0.21048093508128396,0.0649157860491886,0.3371229091215668,0.009589889072395231,0.9904101109276048,259.34224303220014,False,False,False,2017,2016,41,18,G+E_T0,T0_preseason,1.4299384795230514,1.1421332411778096,-0.1429849215948735,0.1512856243434185
2017-DEH1,5.460319788995903,5.6160132136979986,0.4878048780487805,0.4881651505536176,0.46843834773395265,12.923063347553445,0.6116899422564065,0.3883100577435935,0.5751661124476228,1.250130489863786,0.24390243902439024,0.9450181905223259,0.7537413870184447,12.838643760647868,0.7677440372738404,0.23225596272615956,2.99978798276947,True,False,False,2017,2016,41,18,G+E_T0,T0_preseason,3.186040020636678,2.6961345730343047,-1.3067733144168143,0.4488694609711485
2017-GAH1,5.102177067841126,5.508808714215305,0.4878048780487805,0.5346638476988432,0.48254972400324336,11.041740840109657,0.52660480712709,0.47339519287291,0.8989484645911429,1.3369927182413992,0.5365853658536586,0.8709754628851791,0.7301262750094618,12.272402625623505,0.7178808028223675,0.28211919717763245,246.81573334207528,False,False,False,2017,2016,41,18,G+E_T0,T0_preseason,4.112048579191283,3.4471976880045574,-1.5555029272674257,0.2808321137648139
2017-GAH2,4.770555176570073,5.778646235549706,0.43902439024390244,0.5784682128470304,0.45161222977014664,9.89464875516512,0.4832353441039948,0.5167646558960052,1.8207722769735228,2.7606154245814944,0.8780487804878049,0.5673854659648042,0.29732632332467157,2.7768612382514677,0.12802908909790064,0.8719709109020993,1.56125140130597,True,False,False,2017,2016,41,18,G+E_T0,T0_preseason,2.204082676992704,1.7414040644106183,-0.8957008841981768,0.2038564422045946
2017-IAH4,4.936252399991425,5.096773591005982,0.43902439024390244,0.5565178101110306,0.535400782579369,13.906421470448164,0.7228042836226505,0.2771957163773495,0.9918142111159547,1.2609158061849055,0.6585365853658537,0.8452210598634988,0.7606240522068586,14.015469851784184,0.7211331246581407,0.2788668753418593,0.7058747368970687,True,False,False,2017,2016,41,18,G+E_T0,T0_preseason,3.805856814609603,3.482986851132009,-4.088459396483181,0.417860375323783
2017-ILH1,5.442061374405777,5.67028976391984,0.4878048780487805,0.49050795334211583,0.46160068261221854,12.71805533545139,0.6366780467393469,0.3633219532606531,0.1637723036533689,1.3844245083606996,0.1951219512195122,0.9954255363586865,0.6895286598012932,9.41552876900251,0.6231487651709394,0.3768512348290606,0.28078230969185247,True,False,False,2017,2016,41,18,G+E_T0,T0_preseason,3.2664864318268743,2.975071746246726,-5.661923014674685,-0.0592881654893791
