environment,full_nearest_z,full_mean5_z,full_nearest_percentile,full_max_training_kernel_similarity,full_local_kernel_density5,full_kernel_mass,full_kernel_projection_support,full_kernel_projection_residual,weather_nearest_z,weather_mean5_z,weather_nearest_percentile,weather_max_training_kernel_similarity,weather_local_kernel_density5,weather_kernel_mass,weather_kernel_projection_support,weather_kernel_projection_residual,nearest_training_location_km,city_seen_previously,coordinate_seen_previously,soil_mukey_seen_previously,test_year,train_year_max,n_train_environments,n_test_environments,model,horizon,rmse,mae,r2,correlation
2017-INH1,4.771073336820862,4.903675548195793,0.43902439024390244,0.5783994292704051,0.5608563126354102,14.497092676972755,0.7586595487818678,0.2413404512181322,0.23758788269376616,0.5660477009036334,0.1951219512195122,0.9903969453489698,0.9417271599247158,16.576038339508838,0.8997364097739357,0.10026359022606435,0.45999340200110844,True,False,False,2017,2016,41,18,G+E_T0,T0_preseason,3.299465783963617,2.953780380694992,-3.031092696001913,0.3903439427193631
2017-MIH1,0.4405170934807387,6.7383061386623435,0.04878048780487805,0.9953435290098243,0.350941069648317,6.111884691772564,0.28662953966461224,0.7133704603353878,0.3116540450740139,1.0237584329044183,0.1951219512195122,0.9835335639331273,0.8179432008256772,14.657621300954924,0.8542255334121163,0.14577446658788373,0.9329135227111355,True,False,True,2017,2016,41,18,G+E_T0,T0_preseason,1.62206904572512,1.2893141301926545,0.1777525295524076,0.4622006386523399
2017-MNH1,2.102663859392584,7.041458190005992,0.34146341463414637,0.8991216425595449,0.3338764734285474,5.982265146823845,0.20958411257267665,0.7904158874273234,1.1779893561977286,1.2524411376276592,0.8048780487804879,0.7888237929477796,0.764656536689695,14.117512048407876,0.6721846347945294,0.3278153652054706,0.604307451692204,True,False,True,2017,2016,41,18,G+E_T0,T0_preseason,1.5358127731427822,1.1842807934572326,0.0142683026443828,0.1943738788158647
2017-NYH1,1.134831397860265,4.595690792794243,0.24390243902439024,0.9695000972463557,0.5835034635013544,8.512213211957437,0.9630795720974866,0.036920427902513375,0.6772022466931319,1.1437332176410513,0.4146341463414634,0.9245986519006574,0.794019174926388,7.8624796126339165,0.7446690764742854,0.2553309235257146,0.229138353958344,True,False,True,2017,2016,41,18,G+E_T0,T0_preseason,1.630856174233524,1.3207675155902738,-0.0378829552800104,0.1559309230619503
2017-NYH2,1.2524718423529613,4.566717417711876,0.2926829268292683,0.9629734426130315,0.5864234015221442,8.527226320316105,0.9714828867693489,0.028517113230651092,0.7028123607586603,1.1240862199049375,0.43902439024390244,0.9190294662226863,0.8011524927127194,7.763884825756183,0.7487984455051109,0.2512015544948891,0.0,True,True,True,2017,2016,41,18,G+E_T0,T0_preseason,3.407176247302744,3.1296300469712,-4.135511088760742,0.1713033597201033
2017-NYH3,1.2524719268805404,4.566717442312223,0.2926829268292683,0.962973437708978,0.5864233997019563,8.527217047307387,0.9714828923186488,0.028517107681351184,0.7028123607586603,1.1240862199049375,0.43902439024390244,0.9190294662226863,0.8011524927127194,7.763884825756183,0.7487984455051109,0.2512015544948891,0.017296954149900887,True,False,True,2017,2016,41,18,G+E_T0,T0_preseason,2.645267026320429,2.3307252710557416,-1.5212038804458174,0.259541460655582
2017-TXH1-Dry,1.0202174993070994,5.181866274914763,0.1951219512195122,0.9752767651143892,0.5255655646069365,6.3876690789282495,0.8955740722203807,0.10442592777961934,1.0076851146597325,2.5110322038868476,0.6829268292682927,0.8406483853611265,0.37796066489555125,3.5198324768858003,0.4921160316495774,0.5078839683504226,0.2437138803264695,True,False,True,2017,2016,41,18,G+E_T0,T0_preseason,3.677249348157252,3.3754038278661285,-5.098943768989294,0.1242518618609956
2017-TXH1-Early,1.0202174993070994,5.181866274914763,0.1951219512195122,0.9752767651143892,0.5255655646069365,6.3876690789282495,0.8955740722203807,0.10442592777961934,1.0076851146597325,2.5110322038868476,0.6829268292682927,0.8406483853611265,0.37796066489555125,3.5198324768858003,0.4921160316495774,0.5078839683504226,0.2437138803264695,True,False,True,2017,2016,41,18,G+E_T0,T0_preseason,4.078738709803816,3.824127537972199,-7.443021712291733,0.1047599939181171
2017-TXH1-Late,3.3485974662772264,4.560444871012992,0.3902439024390244,0.7636135592620863,0.6089366165250565,9.643209843322818,0.7139015128724054,0.28609848712759456,1.3836774962235276,1.5077455268668074,0.8292682926829268,0.7208792689848683,0.6778319112223905,13.91777931950446,0.5160548792422547,0.4839451207577453,0.2437138803264695,True,False,True,2017,2016,41,18,G+E_T0,T0_preseason,4.426240999228368,4.2929830236951325,-18.846178670446022,0.0462909338927961
2017-TXH2,0.9834173895128938,4.725846701390097,0.14634146341463414,0.9770078772733494,0.5693557286530404,9.119091478709892,0.8702706402082475,0.12972935979175249,0.9283880900576448,1.812244651115341,0.5365853658536586,0.8630025714058328,0.5685594885826031,6.520963657140425,0.5604256645863588,0.4395743354136412,0.2437138803264695,True,False,True,2017,2016,41,18,G+E_T0,T0_preseason,2.2236870858278186,1.848794866123776,-0.4014232539567128,0.1573510604483202
2017-WIH1,0.7204303004307107,6.7243235737920015,0.04878048780487805,0.987594321233045,0.35475763083989226,6.036783554797118,0.24643322752239993,0.7535667724776001,0.596221329881309,1.1189657167416747,0.3170731707317073,0.9410422511190956,0.7910019545369263,13.553177624220172,0.6491920998480074,0.3508079001519926,0.013851517149784238,True,False,True,2017,2016,41,18,G+E_T0,T0_preseason,4.032181898199257,3.643169786070377,-2.554832792200346,0.3881660264733659
2017-WIH2,1.932031592766994,6.941611372245521,0.34146341463414637,0.9141335336417286,0.34197590634307984,6.089840051512632,0.26020609687094304,0.739793903129057,0.6417495291528216,1.0329988312158886,0.3170731707317073,0.932018979936093,0.8229447490232495,14.790597673651583,0.684543844496452,0.315456155503548,0.40970028372229533,True,False,True,2017,2016,41,18,G+E_T0,T0_preseason,2.756607369515592,2.4131661584882647,-1.700819729436112,0.4628441593113673
2017-COH1,7.015239543091148,7.881664509147316,0.4878048780487805,0.3059979950536097,0.22681482684096413,4.365751336984486,0.15420291003532413,0.8457970899646758,3.8929455914869946,5.239361657725394,1.0,0.0641110900801337,0.016901485080042727,0.09199041850220147,0.0002505172724304582,0.9997494827275696,259.34224303220014,False,False,False,2017,2016,41,18,G+E_T1,T1_30DAP,1.3778976233529774,1.022789898068113,-0.0613037456355978,0.149200031660361
2017-DEH1,5.269549733069443,5.45684514212863,0.43902439024390244,0.5126525225174823,0.48864075902720333,12.883723791380952,0.5960897292265942,0.4039102707734058,0.9062376365299205,1.3650079932903971,0.36585365853658536,0.8616808909194458,0.7101865268093744,12.594100238726663,0.5472449436227531,0.4527550563772469,2.99978798276947,True,False,False,2017,2016,41,18,G+E_T1,T1_30DAP,2.170495031331277,1.748878504475766,-0.0705822956424166,0.4262823780740051
2017-GAH1,5.850235500254481,6.299393329201898,0.4878048780487805,0.4388806824509262,0.3854341800627113,10.13779246791474,0.37929079533048493,0.6207092046695151,1.2935732552114783,1.6397412232771593,0.6829268292682927,0.7383603051560821,0.6139416202548384,9.544783600525799,0.6097358696905181,0.3902641303094819,246.81573334207528,False,False,False,2017,2016,41,18,G+E_T1,T1_30DAP,2.628671598644434,2.0819775841192003,-0.0443175465271969,0.2633088324671809
2017-GAH2,6.255471099897624,6.403883259216487,0.4878048780487805,0.39001592423292514,0.372894628855996,10.106449364708592,0.4133942807405504,0.5866057192594496,2.7399525000897977,3.042251344552563,0.9512195121951219,0.256443024861299,0.18903859903592898,2.6264089042378367,0.06788372094809987,0.9321162790519001,1.56125140130597,True,False,False,2017,2016,41,18,G+E_T1,T1_30DAP,1.5983725440737198,1.2592249349630449,0.0030575885389799,0.1675244183193997
2017-IAH4,5.124852217898561,5.228344566364368,0.43902439024390244,0.5315453741212367,0.518037697662399,13.920084537908819,0.7075513247146314,0.29244867528536855,1.3835202308467678,1.4996978992512837,0.7560975609756098,0.7068248965006608,0.664917928946289,11.680300192891186,0.5616565680470742,0.4383434319529258,0.7058747368970687,True,False,False,2017,2016,41,18,G+E_T1,T1_30DAP,2.040464795645078,1.681761553634244,-0.462647373951625,0.4135948621618523
2017-ILH1,5.123862248365225,5.295228407861307,0.43902439024390244,0.531675156608002,0.5094144414110582,12.77172583884626,0.6403507794179361,0.35964922058206394,1.676900789979103,1.8789480948267496,0.8292682926829268,0.600658905183171,0.5285880153444442,7.886387519096652,0.3590722247948414,0.6409277752051585,0.28078230969185247,True,False,False,2017,2016,41,18,G+E_T1,T1_30DAP,1.9944676741348264,1.6293406126285968,-1.4836585879563486,-0.052499949510516
2017-INH1,4.895532935965395,5.176215658562379,0.43902439024390244,0.5617628724775177,0.5249933754072962,13.976664873959592,0.7220779578478865,0.27792204215211347,0.9844575481053491,1.1595694804256997,0.43902439024390244,0.8388879249919754,0.7819975337984589,11.889148757612341,0.8460303921079201,0.15396960789207992,0.45999340200110844,True,False,False,2017,2016,41,18,G+E_T1,T1_30DAP,2.383460948199404,2.0430814053664506,-1.103544036752134,0.3644709132428321
2017-MIH1,1.3876204573105382,6.9658326043365335,0.1951219512195122,0.9547257707536423,0.3399742807692037,5.756875067409474,0.36161985996860946,0.6383801400313905,1.3522438639938432,1.6229568391856244,0.7560975609756098,0.7178733867906462,0.620061255547929,9.849171296906714,0.4928111746928188,0.5071888253071812,0.9329135227111355,True,False,True,2017,2016,41,18,G+E_T1,T1_30DAP,1.6240937873279406,1.2695384614094831,0.1756985137508889,0.473075676846897
2017-MNH1,2.145241686466441,7.009292885172353,0.2926829268292683,0.895176154279317,0.3361214659640698,6.077573520440341,0.2924799611758134,0.7075200388241867,0.9624419744709807,1.3055969731530843,0.4146341463414634,0.845431114781764,0.732069287338952,14.735330672713346,0.6765394633878783,0.3234605366121217,0.604307451692204,True,False,True,2017,2016,41,18,G+E_T1,T1_30DAP,1.8142755691693493,1.4672711608369358,-0.375588943484173,0.127120319658294
2017-NYH1,2.204130492094215,5.153270940495382,0.2926829268292683,0.8896761661989377,0.5334662811161731,8.60193657169305,0.7911067987198146,0.2088932012801854,0.7486054074313445,2.1066488409402346,0.1951219512195122,0.903404359199644,0.452789268352482,6.836152578659463,0.2716890988891029,0.728310901110897,0.229138353958344,True,False,True,2017,2016,41,18,G+E_T1,T1_30DAP,1.6041601126334983,1.297682069121696,-0.0041821155247336,0.1752978995951301
2017-NYH2,2.3344576120387606,5.125235389636093,0.2926829268292683,0.8771033631473516,0.5365585405919281,8.627607339292606,0.790958223976715,0.209041776023285,0.7767612233539355,2.0483219751709405,0.1951219512195122,0.8963985402127385,0.4694084074015382,6.793383486284784,0.29115583061935507,0.7088441693806449,0.0,True,True,True,2017,2016,41,18,G+E_T1,T1_30DAP,3.316708531179186,3.028138206008369,-3.866414395103094,0.1493835293142866
2017-NYH3,2.334457657389087,5.125235404553381,0.2926829268292683,0.8771033586786773,0.5365585390888411,8.627597821418602,0.7909581190206281,0.20904188097937193,0.7767612233539355,2.0483219751709405,0.1951219512195122,0.8963985402127385,0.4694084074015382,6.793383486284784,0.29115583061935507,0.7088441693806449,0.017296954149900887,True,False,True,2017,2016,41,18,G+E_T1,T1_30DAP,2.5422811700185264,2.2330378749195443,-1.3287136647639604,0.2675615126308262
2017-TXH1-Dry,1.1709865426094677,4.316689453955661,0.14634146341463414,0.9675443391005588,0.6212270159670509,8.0273556185029,0.7925262783518038,0.20747372164819622,1.1600840604830436,1.600572950488015,0.5609756097560976,0.7835259768095766,0.6274308536359487,10.179221991743665,0.551101968549679,0.44889803145032103,0.2437138803264695,True,False,True,2017,2016,41,18,G+E_T1,T1_30DAP,2.0194198063663364,1.673411516286061,-0.8393386337438924,0.0662935841256358
2017-TXH1-Early,1.1709865426094677,4.316689453955661,0.14634146341463414,0.9675443391005588,0.6212270159670509,8.0273556185029,0.7925262783518038,0.20747372164819622,1.1600840604830436,1.600572950488015,0.5609756097560976,0.7835259768095766,0.6274308536359487,10.179221991743665,0.551101968549679,0.44889803145032103,0.2437138803264695,True,False,True,2017,2016,41,18,G+E_T1,T1_30DAP,2.2889403771186028,1.9150792863638548,-1.6589801624616722,0.0235567244519619
2017-TXH1-Late,4.132084211923484,5.3697048194670245,0.43902439024390244,0.6630948249953408,0.5048682960561308,8.872241055314634,0.476030731751837,0.5239692682481629,1.1534117484769875,1.5671308959756112,0.5609756097560976,0.7857214594502228,0.6394958628648653,9.685605198454947,0.6452529994481091,0.3547470005518909,0.2437138803264695,True,False,True,2017,2016,41,18,G+E_T1,T1_30DAP,3.1088110513191705,2.9217556003293605,-8.790287329324624,-0.0075510415534392
2017-TXH2,4.85299769738662,5.867804602525583,0.43902439024390244,0.5673958881019444,0.4419252890641611,8.574522025881192,0.4160681804579389,0.5839318195420611,1.7629671024398763,2.278726870280171,0.8536585365853658,0.5692736706155618,0.3948638715949658,4.471422181986077,0.2960037027385232,0.7039962972614768,0.2437138803264695,True,False,True,2017,2016,41,18,G+E_T1,T1_30DAP,1.901408281556504,1.5404953428976864,-0.0246433693704906,0.0939983228722799
2017-WIH1,1.2508748437372819,6.868686247143623,0.14634146341463414,0.9630504295630598,0.3467812998543476,5.940131659511271,0.20553951223192998,0.79446048776807,1.1681377334903793,1.2555379566144815,0.5609756097560976,0.780867348170885,0.7510258810816814,12.287111784311598,0.7213426104468924,0.2786573895531076,0.013851517149784238,True,False,True,2017,2016,41,18,G+E_T1,T1_30DAP,3.065464480453654,2.684965223223077,-1.054620056263201,0.3839947963866825
2017-WIH2,2.506904480737338,7.077932130855042,0.34146341463414637,0.8596591960628057,0.3293009389492717,5.981199344878853,0.24460025110623787,0.7553997488937622,0.7325264839836836,1.3481570442301245,0.14634146341463414,0.9073127179725214,0.7129030458548506,13.229279774227662,0.6534915116985598,0.3465084883014402,0.40970028372229533,True,False,True,2017,2016,41,18,G+E_T1,T1_30DAP,2.0096762932090546,1.6827492237516806,-0.4354827918697779,0.4645978154700821
2017-COH1,6.42847499278398,7.256071011261689,0.4878048780487805,0.37287965987304755,0.2867570300630956,5.707036653163986,0.2516961015399894,0.7483038984600106,2.827051523683555,3.941935078552703,0.975609756097561,0.23657928474554904,0.08067327484074749,0.4580749780635147,0.004159230817937386,0.9958407691820627,259.34224303220014,False,False,False,2017,2016,41,18,G+E_T2,T2_60DAP_reproductive_window_proxy,1.3509684361006895,1.020214175157063,-0.0202255592746447,0.1750656192692299
2017-DEH1,5.410121756572345,5.677644053699925,0.4878048780487805,0.49722784138206916,0.4635715515543127,13.040419443831798,0.6007984513036468,0.39920154869635316,1.2127217471358163,1.3610972049294126,0.7073170731707317,0.767011517422117,0.7154550170832861,12.996119861614842,0.6328860891242635,0.3671139108757365,2.99978798276947,True,False,False,2017,2016,41,18,G+E_T2,T2_60DAP_reproductive_window_proxy,3.9463911387455046,3.482909029297602,-2.5391805592214167,0.4120444951979954
2017-GAH1,5.904121729587157,6.251468522495093,0.4878048780487805,0.43512115989199585,0.3937369591214387,10.308929656802942,0.4044808740044331,0.5955191259955669,1.1963997633071621,1.5946235132626225,0.6341463414634146,0.7724705185875907,0.6313176364983373,9.145949621522957,0.6754351376534106,0.32456486234658943,246.81573334207528,False,False,False,2017,2016,41,18,G+E_T2,T2_60DAP_reproductive_window_proxy,3.840393431647549,3.1629977415671324,-1.2290065558126058,0.2385181841469471
2017-GAH2,5.439291511742461,6.160203825505251,0.4878048780487805,0.4934855639239251,0.40570917424076935,10.559158233279017,0.4517605329469112,0.5482394670530888,3.0481761408450354,3.2821528158431326,0.975609756097561,0.18716080384748462,0.14545603992158768,2.2073019011752626,0.03623665911146823,0.9637633408885318,1.56125140130597,True,False,False,2017,2016,41,18,G+E_T2,T2_60DAP_reproductive_window_proxy,2.823766718745351,2.3990038443793886,-2.111513436348832,0.1346160828685785
2017-IAH4,5.048261848619305,5.447643639358731,0.4878048780487805,0.5442395970123013,0.49276600801919324,13.177808411840163,0.6680030279597974,0.3319969720402026,1.299819336088441,1.6675536957351418,0.7560975609756098,0.7373278548563058,0.6052320581455303,8.815796940850168,0.5497959867066927,0.4502040132933073,0.7058747368970687,True,False,False,2017,2016,41,18,G+E_T2,T2_60DAP_reproductive_window_proxy,3.7840784165628634,3.4484455520296757,-4.030390252456603,0.3596057507202095
2017-ILH1,4.993972943103071,5.255435453584964,0.4878048780487805,0.5513688111150676,0.5173856210130585,14.33146445504608,0.7365166868796407,0.26348331312035933,0.9117642638438667,1.2163269792800664,0.34146341463414637,0.8607636754298097,0.7640337057598884,15.717813764674974,0.7969924591988129,0.2030075408011871,0.28078230969185247,True,False,False,2017,2016,41,18,G+E_T2,T2_60DAP_reproductive_window_proxy,4.637707706003128,4.411123314262047,-12.429029861837416,-0.051681856545231
2017-INH1,4.857831826337212,5.2481922259280065,0.4878048780487805,0.5693078557738459,0.5183542347679891,14.256458861737308,0.7304833792917238,0.2695166207082762,0.3974523131393119,0.9900302711869348,0.14634146341463414,0.9719109715585069,0.8258443583420784,12.45463335784372,0.8428160215324738,0.1571839784675262,0.45999340200110844,True,False,False,2017,2016,41,18,G+E_T2,T2_60DAP_reproductive_window_proxy,4.1633108789246,3.871361134543352,-5.418199459708974,0.3339641392183239
2017-MIH1,2.358241330283693,7.206328239278906,0.2926829268292683,0.8756778473431168,0.3227700120110237,5.801502934865183,0.327655135935155,0.6723448640648451,1.406083076844838,1.517007030715057,0.8292682926829268,0.7000643310160308,0.6600982553410744,10.734041492541186,0.5240342098851782,0.47596579011482176,0.9329135227111355,True,False,True,2017,2016,41,18,G+E_T2,T2_60DAP_reproductive_window_proxy,1.8143709114182296,1.517707921598341,-0.0287646240969912,0.4653354962191217
2017-MNH1,1.7276647185706338,7.002428539628845,0.2926829268292683,0.9312267596110243,0.3394731884101982,6.150522472037224,0.2573355123353718,0.7426644876646282,0.8805141884175971,1.0909910870983444,0.34146341463414637,0.8695029346327184,0.8046841594630108,14.583280251554598,0.7265400893641218,0.27345991063587816,0.604307451692204,True,False,True,2017,2016,41,18,G+E_T2,T2_60DAP_reproductive_window_proxy,1.9560564399179463,1.603147117864702,-0.5989870078941495,0.103186567923351
2017-NYH1,2.1610217726443053,5.232639889340708,0.2926829268292683,0.894508754674698,0.5279496880030574,8.473015297543482,0.8092518499484287,0.1907481500515713,1.1271463498894254,2.1980494112504863,0.5365853658536586,0.7952178506531901,0.43302933804604987,5.879269710680997,0.3665007952227551,0.633499204777245,0.229138353958344,True,False,True,2017,2016,41,18,G+E_T2,T2_60DAP_reproductive_window_proxy,1.6197639184049175,1.3128567248173837,-0.0238126620489276,0.1585902148581786
2017-NYH2,2.282782340440964,5.292729459980364,0.2926829268292683,0.8830291908435802,0.5221669770757391,8.387948751424563,0.8030262525676415,0.19697374743235851,1.367302735214614,2.2857290920481197,0.7560975609756098,0.7137768634114597,0.40489201858247004,5.37973837642287,0.3206925110190319,0.679307488980968,0.0,True,True,True,2017,2016,41,18,G+E_T2,T2_60DAP_reproductive_window_proxy,3.387507635915925,3.089288071851082,-4.076390679965904,0.1111119213261939
2017-NYH3,2.282782386817883,5.292730209622042,0.2926829268292683,0.8830291863803178,0.5221669065834609,8.38793906060891,0.8030261660217612,0.19697383397823875,1.367302735214614,2.2857290920481197,0.7560975609756098,0.7137768634114597,0.40489201858247004,5.37973837642287,0.3206925110190319,0.679307488980968,0.017296954149900887,True,False,True,2017,2016,41,18,G+E_T2,T2_60DAP_reproductive_window_proxy,2.5255208912883758,2.218184701735109,-1.2981102554631434,0.257363637019907
2017-TXH1-Dry,2.41716547826359,4.6623761340778405,0.2926829268292683,0.8698155043398129,0.5963095375080893,8.135553106858138,0.6790921563123287,0.32090784368767133,1.435231946125307,1.699875664771359,0.8292682926829268,0.6896847896023977,0.593818456340426,10.855951513443753,0.3389063310185664,0.6610936689814336,0.2437138803264695,True,False,True,2017,2016,41,18,G+E_T2,T2_60DAP_reproductive_window_proxy,2.2729259210698123,1.9250498191110712,-1.3301239991863518,0.0900811304021162
2017-TXH1-Early,2.41716547826359,4.6623761340778405,0.2926829268292683,0.8698155043398129,0.5963095375080893,8.135553106858138,0.6790921563123287,0.32090784368767133,1.435231946125307,1.699875664771359,0.8292682926829268,0.6896847896023977,0.593818456340426,10.855951513443753,0.3389063310185664,0.6610936689814336,0.2437138803264695,True,False,True,2017,2016,41,18,G+E_T2,T2_60DAP_reproductive_window_proxy,2.582354135457131,2.2139914385542623,-2.384369217384175,0.0321270115599728
2017-TXH1-Late,3.3502678518197775,4.624767746551209,0.3902439024390244,0.7649525084080198,0.6052075234666002,9.403526688891354,0.6440138364335513,0.35598616356644874,1.858569382047213,2.0811787734811875,0.8780487804878049,0.5363266838102374,0.4587520926228379,8.487416145109231,0.3483139863744439,0.6516860136255561,0.2437138803264695,True,False,True,2017,2016,41,18,G+E_T2,T2_60DAP_reproductive_window_proxy,3.9196598885387735,3.764368574373357,-14.563366793203937,-0.0155952019208301
2017-TXH2,3.613402080058937,5.836864037134056,0.3902439024390244,0.732213375020878,0.45537056972070095,8.070151246631903,0.4517788328354252,0.5482211671645748,1.1937850692110248,2.6565866093501684,0.6341463414634146,0.7733417184548889,0.3143372448091625,2.748925317850152,0.07409056538054064,0.9259094346194594,0.2437138803264695,True,False,True,2017,2016,41,18,G+E_T2,T2_60DAP_reproductive_window_proxy,1.8863424524396348,1.5398614340936214,-0.0084701528806789,0.1037780111971713
2017-WIH1,1.1025468689349216,6.948814580984532,0.0975609756097561,0.9713984849850095,0.3423757456564832,5.848472665497807,0.34078020174246754,0.6592197982575325,1.0457863533777676,1.2518683159337174,0.4634146341463415,0.8209825059010134,0.7514675084884952,10.832641318779578,0.6327091875927021,0.3672908124072979,0.013851517149784238,True,False,True,2017,2016,41,18,G+E_T2,T2_60DAP_reproductive_window_proxy,2.8479663249301943,2.482401355185092,-0.7734079299436161,0.3699767310094067
2017-WIH2,2.4564240418214087,7.145263215152032,0.2926829268292683,0.8658518109128709,0.3266944459953076,5.924243760634146,0.2600255395673714,0.7399744604326286,0.6380918963211488,1.2514771240884621,0.21951219512195122,0.9291962135395204,0.7459782035872012,12.391472904875528,0.6629499264077832,0.33705007359221684,0.40970028372229533,True,False,True,2017,2016,41,18,G+E_T2,T2_60DAP_reproductive_window_proxy,2.139291982170744,1.7997288083087788,-0.6266192167463092,0.4260416779444395
2018-ARH2,4.448541133228977,5.7790623565719725,0.559322033898305,0.6632420453054801,0.5013930412802685,17.650728169812258,0.5567723722178802,0.44322762778211977,1.6059708155369894,2.1066195589790504,0.8813559322033898,0.634118102829564,0.4623324432061816,7.989022735536528,0.27886870627843746,0.7211312937215626,404.77566499086913,False,False,False,2018,2017,59,21,G+E_T0,T0_preseason,3.990946047652463,3.922411755767903,-36.66516626034564,-0.0407201574069045
2018-DEH1,0.9876018408629167,7.578910523805247,0.3389830508474576,0.9799655930304039,0.332750505401716,6.882076818718565,0.0972667317998486,0.9027332682001514,0.49666300334372593,0.9576615158426007,0.3728813559322034,0.957368583594015,0.8420554648374722,19.912272677355368,0.8190533655448786,0.18094663445512138,0.14938640883728083,True,False,True,2018,2017,59,21,G+E_T0,T0_preseason,3.153920193734094,2.5835676565903567,-1.459294737646832,0.2958529901643361
2018-IAH2,1.4710003289089366,7.933147083357372,0.423728813559322,0.9560951538444047,0.3121487734517544,6.656450514312657,0.18417101207491335,0.8158289879250866,1.139125425522609,1.3150631918906104,0.8135593220338984,0.7951859809530567,0.7362339326561768,15.848908512959587,0.7666869175411802,0.23331308245881976,0.0032847804546600775,True,True,True,2018,2017,59,21,G+E_T0,T0_preseason,2.9552225397927163,2.571104326561839,-1.9473715505776923,0.1170014030812768
2018-IAH4,1.0308898192521678,7.711799408281469,0.3389830508474576,0.9781905399242804,0.3245033556668231,7.103857193479264,0.1300210892941492,0.8699789107058508,0.6242842171027658,0.8782793318940838,0.5084745762711864,0.9334825258176347,0.8694222532818283,22.282796103906122,0.8288210730248384,0.17117892697516157,0.13519297644600034,True,False,True,2018,2017,59,21,G+E_T0,T0_preseason,2.2768013417342523,1.9681084304909569,-2.123715361875429,0.0111268755382444
2018-ILH1,2.8345835737053164,7.972000996272646,0.5084745762711864,0.8464395972970056,0.3047094019846351,6.96847629316906,0.1473992313524185,0.8526007686475815,0.8434407524366339,0.9313522690871551,0.6440677966101694,0.8819288552684669,0.8570145064743933,20.0661212255226,0.8383763529538076,0.16162364704619236,0.20763854288642847,True,False,True,2018,2017,59,21,G+E_T0,T0_preseason,2.476390822002178,2.106404013075424,-1.4854821910424798,-0.1143241918333384
2018-INH1,1.440018442411252,5.16033902688396,0.3898305084745763,0.9578860082759418,0.5636822430785833,12.913743703381282,0.9127876456508388,0.08721235434916119,0.6563061374763647,0.9212797106312319,0.5423728813559322,0.9267461818139165,0.8573726585051975,21.589970772048385,0.8311654546548828,0.16883454534511722,0.06386409095361988,True,False,True,2018,2017,59,21,G+E_T0,T0_preseason,2.5020590471411217,2.1657204031683843,-2.5035265400492484,-0.026453218061703
2018-MIH1,4.601076440799161,4.849293111373635,0.559322033898305,0.6445150587880244,0.6139102059958053,20.650470798792682,0.7312992782770739,0.26870072172292614,0.1754185700651999,0.6269948877701265,0.2542372881355932,0.9945799446011884,0.9185635658944648,23.675518526953805,0.9425295690838339,0.057470430916166104,0.16466514597744875,True,False,False,2018,2017,59,21,G+E_T0,T0_preseason,2.846854756920384,2.573584779808214,-3.8145886809960654,0.0769936477577486
2018-MNH1,5.34219539532083,5.637260606171761,0.5932203389830508,0.5531309627329524,0.5172418127004882,20.236680041162675,0.7179089794833107,0.28209102051668933,0.6122954885779597,0.8468004616547603,0.4745762711864407,0.93592991104278,0.8778761247475494,22.172880510111273,0.813626017527124,0.18637398247287595,1.6591872588327177,True,False,False,2018,2017,59,21,G+E_T0,T0_preseason,1.7255016735015412,1.419050926479618,-0.0370128319838232,0.163900535867479
2018-MOH1,1.798788815805917,5.1661527146232284,0.4406779661016949,0.9350673325095312,0.5684567336363415,11.762753863809714,0.8499351881654512,0.15006481183454878,1.4366196695554356,1.4771627534617686,0.847457627118644,0.6945331722934364,0.6800960234147364,12.24656202546388,0.5443547995799146,0.4556452004200854,0.1488893704655366,True,False,True,2018,2017,59,21,G+E_T0,T0_preseason,1.975169116406561,1.6438266786071294,-1.376999346081429,-0.0136271579490048
2018-NCH1,4.305103074353627,4.7588103395979,0.559322033898305,0.6807483621566116,0.6249653417878656,19.040179647017187,0.6870565097761422,0.3129434902238578,1.425420185274784,1.6441368776181828,0.847457627118644,0.6984761905765501,0.6202655732706147,12.641768313187729,0.5741890329848958,0.42581096701510424,427.1952615011856,False,False,False,2018,2017,59,21,G+E_T0,T0_preseason,3.3467038258180635,2.8321086273599727,-1.4181988521874724,0.2882381039697988
2018-NYH1,0.40209033955866397,1.5442078769625496,0.11864406779661017,0.9966509709579007,0.942799858124291,16.80935881480356,0.9220529161288777,0.07794708387112226,0.23403195409437763,0.9191846185637248,0.288135593220339,0.9903731622615376,0.8307119316239264,13.497575555003618,0.6555546966598644,0.34444530334013557,0.07493076770731674,True,False,True,2018,2017,59,21,G+E_T0,T0_preseason,1.9322635224666265,1.4960358798398643,-0.1499835606145536,0.0038020372246471
2018-NYH2,0.2894940549845495,4.350632700485005,0.11864406779661017,0.9982625927186659,0.6313168477106474,11.84419227226499,0.9631389366741776,0.036861063325822396,0.21073180429458924,0.4933403332837701,0.2542372881355932,0.9921874939270157,0.9506719670642549,13.754939201206613,0.9823899839127018,0.017610016087298175,0.0700619989599348,True,False,True,2018,2017,59,21,G+E_T0,T0_preseason,2.1280796323459086,1.6787130722327692,-0.2526928691918335,0.194562294942755
