environment,year,city,horizon,issuance_date,planting_date,uses_current_year_realized_weather,max_current_year_weather_date_used,uses_future_weather,uses_observed_phenology,historical_weather_years_used,plant_population_proxy,ssurgo_available,ssurgo_mukey,ssurgo_mapunit,ssurgo_component,wx_t2m,wx_t2m_min,wx_t2m_max,wx_prectotcorr,wx_allsky_sfc_sw_dwn,wx_rh2m,wx_ws2m,wx_n_days
2018-MIH1,2018,East Lansing,T1_30DAP,2018-06-27,2018-05-28,True,2018-06-27,False,False,0,,True,186735,"Marlette fine sandy loam, 2 to 6 percent slopes",Marlette,19.916774193548385,7.48,31.54,93.30999999999999,627.53,80.55645161290322,2.8029032258064515,31
2018-MIH1,2018,East Lansing,T2_60DAP_reproductive_window_proxy,2018-07-27,2018-05-28,True,2018-07-27,False,False,0,,True,186735,"Marlette fine sandy loam, 2 to 6 percent slopes",Marlette,21.148852459016396,7.48,31.54,132.46,1348.08,78.72934426229509,2.520327868852459,61
2018-MNH1,2018,Waseca,T0_preseason,2018-05-24,2018-05-24,False,,False,False,10,,True,455439,"Le Sueur loam, 1 to 3 percent slopes",Le Sueur,20.78060655737705,3.0,39.56,2501.49,13371.98,73.96162295081967,2.87072131147541,610
2018-MNH1,2018,Waseca,T1_30DAP,2018-06-23,2018-05-24,True,2018-06-23,False,False,0,,True,455439,"Le Sueur loam, 1 to 3 percent slopes",Le Sueur,22.078709677419358,10.39,34.85,194.8,598.42,76.69096774193551,3.083548387096774,31
2018-MNH1,2018,Waseca,T2_60DAP_reproductive_window_proxy,2018-07-23,2018-05-24,True,2018-07-23,False,False,0,,True,455439,"Le Sueur loam, 1 to 3 percent slopes",Le Sueur,22.387868852459015,10.39,34.85,313.94,1268.9499999999998,78.44852459016393,2.9247540983606557,61
2018-MOH1,2018,Columbia,T0_preseason,2018-05-17,2018-05-17,False,,False,False,10,,True,2532763,"Mexico silt loam, 1 to 4 percent slopes, eroded",Mexico,23.239754098360656,3.27,43.18,2633.27,13850.94,76.79390163934426,2.329754098360656,610
2018-MOH1,2018,Columbia,T1_30DAP,2018-06-16,2018-05-17,True,2018-06-16,False,False,0,,True,2532763,"Mexico silt loam, 1 to 4 percent slopes, eroded",Mexico,25.3841935483871,13.3,37.97,63.39999999999999,735.8200000000002,69.24677419354838,1.8754838709677415,31
2018-MOH1,2018,Columbia,T2_60DAP_reproductive_window_proxy,2018-07-16,2018-05-17,True,2018-07-16,False,False,0,,True,2532763,"Mexico silt loam, 1 to 4 percent slopes, eroded",Mexico,26.729836065573778,13.3,39.25,143.73,1471.4199999999998,66.9972131147541,1.9854098360655734,61
2018-NCH1,2018,Clayton,T0_preseason,2018-05-08,2018-05-08,False,,False,False,10,,True,113547,"Norfolk loamy sand, 2 to 6 percent slopes",Norfolk,23.81516393442623,5.72,41.01,2224.23,14090.82,73.81459016393441,1.548606557377049,610
2018-NCH1,2018,Clayton,T1_30DAP,2018-06-07,2018-05-08,True,2018-06-07,False,False,0,,True,113547,"Norfolk loamy sand, 2 to 6 percent slopes",Norfolk,23.51774193548387,10.46,33.48,124.53999999999998,664.79,79.90258064516131,1.6154838709677417,31
2018-NCH1,2018,Clayton,T2_60DAP_reproductive_window_proxy,2018-07-07,2018-05-08,True,2018-07-07,False,False,0,,True,113547,"Norfolk loamy sand, 2 to 6 percent slopes",Norfolk,25.404262295081963,10.46,37.52,223.86999999999995,1359.9800000000002,76.11934426229507,1.4800000000000002,61
2018-NYH1,2018,Aurora,T0_preseason,2018-05-25,2018-05-25,False,,False,False,10,,True,289443,"Lima silt loam, 0 to 3 percent slopes",Lima,20.103131147540985,2.68,37.39,2020.17,12889.56,73.15406557377048,0.25957377049180336,610
2018-NYH1,2018,Aurora,T1_30DAP,2018-06-24,2018-05-25,True,2018-06-24,False,False,0,,True,289443,"Lima silt loam, 0 to 3 percent slopes",Lima,19.224193548387095,7.87,31.3,61.989999999999995,659.8899999999999,73.18548387096773,0.2816129032258065,31
2018-NYH1,2018,Aurora,T2_60DAP_reproductive_window_proxy,2018-07-24,2018-05-25,True,2018-07-24,False,False,0,,True,289443,"Lima silt loam, 0 to 3 percent slopes",Lima,20.934426229508198,7.87,35.82,204.99,1392.94,70.2711475409836,0.27508196721311473,61
2018-NYH2,2018,Aurora,T0_preseason,2018-05-18,2018-05-18,False,,False,False,10,,True,289425,"Kendaia and Lyons soils, 0 to 3 percent slopes",Kendaia,19.22350819672131,-1.03,36.24,1888.31,12888.43,73.57372131147541,0.26203278688524595,610
2018-NYH2,2018,Aurora,T1_30DAP,2018-06-17,2018-05-18,True,2018-06-17,False,False,0,,True,289425,"Kendaia and Lyons soils, 0 to 3 percent slopes",Kendaia,18.380967741935482,6.71,31.3,67.44,666.8399999999999,74.14064516129032,0.27935483870967737,31
2018-NYH2,2018,Aurora,T2_60DAP_reproductive_window_proxy,2018-07-17,2018-05-18,True,2018-07-17,False,False,0,,True,289425,"Kendaia and Lyons soils, 0 to 3 percent slopes",Kendaia,20.344754098360657,6.71,35.82,165.62999999999997,1392.6200000000001,71.10540983606558,0.26983606557377043,61
2018-NYH3,2018,Aurora,T0_preseason,2018-05-18,2018-05-18,False,,False,False,10,,True,289444,"Lima silt loam, 3 to 8 percent slopes",Lima,19.22350819672131,-1.03,36.24,1888.31,12888.43,73.57372131147541,0.26203278688524595,610
2018-NYH3,2018,Aurora,T1_30DAP,2018-06-17,2018-05-18,True,2018-06-17,False,False,0,,True,289444,"Lima silt loam, 3 to 8 percent slopes",Lima,18.380967741935482,6.71,31.3,67.44,666.8399999999999,74.14064516129032,0.27935483870967737,31
2018-NYH3,2018,Aurora,T2_60DAP_reproductive_window_proxy,2018-07-17,2018-05-18,True,2018-07-17,False,False,0,,True,289444,"Lima silt loam, 3 to 8 percent slopes",Lima,20.344754098360657,6.71,35.82,165.62999999999997,1392.6200000000001,71.10540983606558,0.26983606557377043,61
2018-OHH1,2018,South Charleston,T0_preseason,2018-05-15,2018-05-15,False,,False,False,10,,True,171779,"Strawn-Crosby complex, 0 to 2 percent slopes",Strawn,20.660918032786885,0.16,37.71,2101.57,13397.260000000002,77.56440983606558,2.503344262295082,610
2018-OHH1,2018,South Charleston,T1_30DAP,2018-06-14,2018-05-15,True,2018-06-14,False,False,0,,True,171779,"Strawn-Crosby complex, 0 to 2 percent slopes",Strawn,21.025806451612905,9.1,30.21,98.39999999999999,672.0200000000001,81.79580645161289,2.48258064516129,31
2018-OHH1,2018,South Charleston,T2_60DAP_reproductive_window_proxy,2018-07-14,2018-05-15,True,2018-07-14,False,False,0,,True,171779,"Strawn-Crosby complex, 0 to 2 percent slopes",Strawn,22.30295081967213,9.1,31.55,177.48,1390.67,80.19622950819671,2.258360655737705,61
2018-SCH1,2018,Pendleton,T0_preseason,2018-04-20,2018-04-20,False,,False,False,10,,True,131793,"Cecil sandy loam, 2 to 6 percent slopes",Cecil,21.547983606557377,3.31,39.16,2009.67,13876.869999999999,75.90575409836065,0.615672131147541,610
2018-SCH1,2018,Pendleton,T1_30DAP,2018-05-20,2018-04-20,True,2018-05-20,False,False,0,,True,131793,"Cecil sandy loam, 2 to 6 percent slopes",Cecil,19.01645161290322,2.57,33.26,153.64000000000001,696.2499999999999,77.3674193548387,0.6261290322580645,31
2018-SCH1,2018,Pendleton,T2_60DAP_reproductive_window_proxy,2018-06-19,2018-04-20,True,2018-06-19,False,False,0,,True,131793,"Cecil sandy loam, 2 to 6 percent slopes",Cecil,21.756229508196718,2.57,36.43,305.69,1384.0700000000004,79.01491803278691,0.5683606557377048,61
2018-TXH1-Dry,2018,College Station,T0_preseason,2018-03-08,2018-03-08,False,,False,False,10,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,19.000311475409834,-2.47,36.17,1817.67,11586.029999999999,74.84208196721312,2.6330655737704918,610
2018-TXH1-Dry,2018,College Station,T1_30DAP,2018-04-07,2018-03-08,True,2018-04-07,False,False,0,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,18.113225806451617,4.8,29.82,124.54,533.1800000000001,75.15774193548388,2.7703225806451615,31
2018-TXH1-Dry,2018,College Station,T2_60DAP_reproductive_window_proxy,2018-05-07,2018-03-08,True,2018-05-07,False,False,0,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,18.72081967213114,4.23,33.52,177.55,1166.8,71.82819672131149,2.6418032786885246,61
2018-TXH1-Early,2018,College Station,T0_preseason,2018-03-08,2018-03-08,False,,False,False,10,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,19.000311475409834,-2.47,36.17,1817.67,11586.029999999999,74.84208196721312,2.6330655737704918,610
2018-TXH1-Early,2018,College Station,T1_30DAP,2018-04-07,2018-03-08,True,2018-04-07,False,False,0,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,18.113225806451617,4.8,29.82,124.54,533.1800000000001,75.15774193548388,2.7703225806451615,31
2018-TXH1-Early,2018,College Station,T2_60DAP_reproductive_window_proxy,2018-05-07,2018-03-08,True,2018-05-07,False,False,0,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,18.72081967213114,4.23,33.52,177.55,1166.8,71.82819672131149,2.6418032786885246,61
2018-TXH1-Late,2018,College Station,T0_preseason,2018-04-03,2018-04-03,False,,False,False,10,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,22.412967213114754,1.25,39.59,2322.9100000000003,12607.89,73.09909836065573,2.569016393442623,610
2018-TXH1-Late,2018,College Station,T1_30DAP,2018-05-03,2018-04-03,True,2018-05-03,False,False,0,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,18.49483870967742,4.23,33.36,48.46,619.44,70.21548387096774,2.781290322580645,31
2018-TXH1-Late,2018,College Station,T2_60DAP_reproductive_window_proxy,2018-06-02,2018-04-03,True,2018-06-02,False,False,0,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,22.73918032786885,4.23,39.07,100.78,1355.0600000000002,67.37016393442624,2.4024590163934425,61
2018-TXH2,2018,Halfway,T0_preseason,2018-05-08,2018-05-08,False,,False,False,10,,True,366915,"Pullman clay loam, 0 to 1 percent slopes",Pullman,24.599245901639346,5.02,44.69,1455.03,16087.699999999999,48.25875409836066,3.717704918032787,610
2018-TXH2,2018,Halfway,T1_30DAP,2018-06-07,2018-05-08,True,2018-06-07,False,False,0,,True,366915,"Pullman clay loam, 0 to 1 percent slopes",Pullman,26.62612903225806,12.94,41.68,39.92999999999999,825.6400000000001,40.001290322580644,3.9716129032258065,31
2018-TXH2,2018,Halfway,T2_60DAP_reproductive_window_proxy,2018-07-07,2018-05-08,True,2018-07-07,False,False,0,,True,366915,"Pullman clay loam, 0 to 1 percent slopes",Pullman,27.562786885245906,12.94,41.68,84.31000000000002,1637.55,43.44000000000001,3.923114754098361,61
2018-WIH1,2018,Madison,T0_preseason,2018-05-08,2018-05-08,False,,False,False,10,,True,753559,"Plano silt loam, gravelly substratum, 0 to 2 percent slopes",Plano,18.10272131147541,-2.16,40.81,2471.15,13079.130000000001,77.69511475409837,2.9498032786885244,610
2018-WIH1,2018,Madison,T1_30DAP,2018-06-07,2018-05-08,True,2018-06-07,False,False,0,,True,753559,"Plano silt loam, gravelly substratum, 0 to 2 percent slopes",Plano,17.772580645161288,3.71,32.37,129.78,624.9300000000001,79.36290322580643,2.6564516129032256,31
2018-WIH1,2018,Madison,T2_60DAP_reproductive_window_proxy,2018-07-07,2018-05-08,True,2018-07-07,False,False,0,,True,753559,"Plano silt loam, gravelly substratum, 0 to 2 percent slopes",Plano,19.58016393442623,3.71,32.37,319.02,1256.3499999999997,81.06540983606556,2.7291803278688525,61
2018-WIH2,2018,Arlington,T0_preseason,2018-05-19,2018-05-19,False,,False,False,10,,True,423276,"Friesland fine sandy loam, 1 to 6 percent slopes",Friesland,19.495590163934427,1.04,40.03,2498.7000000000003,13417.369999999999,77.12849180327869,2.763016393442623,610
2018-WIH2,2018,Arlington,T1_30DAP,2018-06-18,2018-05-19,True,2018-06-18,False,False,0,,True,423276,"Friesland fine sandy loam, 1 to 6 percent slopes",Friesland,19.845806451612905,6.75,32.68,141.89000000000001,623.3400000000001,79.36838709677419,2.7148387096774194,31
2018-WIH2,2018,Arlington,T2_60DAP_reproductive_window_proxy,2018-07-18,2018-05-19,True,2018-07-18,False,False,0,,True,423276,"Friesland fine sandy loam, 1 to 6 percent slopes",Friesland,20.972786885245903,6.75,32.68,219.12000000000003,1311.6899999999998,78.85573770491804,2.577213114754099,61
2019-DEH1,2019,Georgetown,T0_preseason,2019-05-09,2019-05-09,False,,False,False,10,,True,1603440,"Klej loamy sand, 0 to 2 percent slopes",Klej,22.086918032786883,3.4,39.18,2062.5,13597.93,76.86962295081968,2.710836065573771,610
2019-DEH1,2019,Georgetown,T1_30DAP,2019-06-08,2019-05-09,True,2019-06-08,False,False,0,,True,1603440,"Klej loamy sand, 0 to 2 percent slopes",Klej,20.42806451612903,7.03,30.78,92.65,693.66,79.41548387096775,3.000967741935484,31
2019-DEH1,2019,Georgetown,T2_60DAP_reproductive_window_proxy,2019-07-08,2019-05-09,True,2019-07-08,False,False,0,,True,1603440,"Klej loamy sand, 0 to 2 percent slopes",Klej,22.5155737704918,7.03,34.3,227.11999999999998,1420.5699999999997,77.37655737704918,2.8813114754098366,61
2019-GAH2,2019,Watkinsville,T0_preseason,2019-04-12,2019-04-12,False,,False,False,10,,True,2580475,"Chewacla silt loam, 0 to 2 percent slopes, frequently flooded",Chewacla,21.179393442622953,0.55,39.32,1930.11,13179.17,75.75927868852459,0.09527868852459018,610
2019-GAH2,2019,Watkinsville,T1_30DAP,2019-05-12,2019-04-12,True,2019-05-12,False,False,0,,True,2580475,"Chewacla silt loam, 0 to 2 percent slopes, frequently flooded",Chewacla,19.653870967741934,5.25,30.81,100.05999999999997,651.8000000000001,79.25290322580643,0.09774193548387096,31
2019-GAH2,2019,Watkinsville,T2_60DAP_reproductive_window_proxy,2019-06-11,2019-04-12,True,2019-06-11,False,False,0,,True,2580475,"Chewacla silt loam, 0 to 2 percent slopes, frequently flooded",Chewacla,22.44426229508197,5.25,37.62,194.91,1368.0500000000002,74.41065573770491,0.09770491803278689,61
2019-IAH4,2019,Ames,T0_preseason,2019-06-03,2019-06-03,False,,False,False,10,,True,2834849,"Nicollet loam, 1 to 3 percent slopes",Nicollet,23.136344262295083,6.97,42.12,2347.8100000000004,13732.150000000001,73.65095081967213,2.580934426229508,610
2019-IAH4,2019,Ames,T1_30DAP,2019-07-03,2019-06-03,True,2019-07-03,False,False,0,,True,2834849,"Nicollet loam, 1 to 3 percent slopes",Nicollet,21.493548387096773,7.71,31.12,122.81,633.8,82.48161290322578,2.4229032258064516,31
2019-IAH4,2019,Ames,T2_60DAP_reproductive_window_proxy,2019-08-02,2019-06-03,True,2019-08-02,False,False,0,,True,2834849,"Nicollet loam, 1 to 3 percent slopes",Nicollet,22.530491803278686,7.71,31.94,177.70999999999995,1328.2500000000002,82.01540983606556,2.45,61
2019-ILH1,2019,Urbana,T0_preseason,2019-05-21,2019-05-21,False,,False,False,10,,True,242965,"Flanagan silt loam, 0 to 2 percent slopes",Flanagan,22.80577049180328,2.05,41.53,2355.9700000000003,13646.820000000002,77.39596721311474,2.502163934426229,610
2019-ILH1,2019,Urbana,T1_30DAP,2019-06-20,2019-05-21,True,2019-06-20,False,False,0,,True,242965,"Flanagan silt loam, 0 to 2 percent slopes",Flanagan,20.733225806451614,7.66,29.21,160.26000000000002,636.5000000000001,80.8241935483871,3.005161290322581,31
2019-ILH1,2019,Urbana,T2_60DAP_reproductive_window_proxy,2019-07-20,2019-05-21,True,2019-07-20,False,False,0,,True,242965,"Flanagan silt loam, 0 to 2 percent slopes",Flanagan,22.723278688524587,7.66,31.95,252.59,1336.6299999999999,82.2555737704918,2.5873770491803283,61
2019-INH1,2019,West Lafayette,T0_preseason,2019-06-05,2019-06-05,False,,False,False,10,,True,164263,"Raub-Brenton complex, 0 to 1 percent slopes",Raub,23.015475409836068,8.99,40.52,2404.4800000000005,13589.12,77.65237704918032,2.3198688524590163,610
2019-INH1,2019,West Lafayette,T1_30DAP,2019-07-05,2019-06-05,True,2019-07-05,False,False,0,,True,164263,"Raub-Brenton complex, 0 to 1 percent slopes",Raub,21.798709677419353,8.2,30.69,122.17999999999999,663.11,82.98967741935482,2.43258064516129,31
2019-INH1,2019,West Lafayette,T2_60DAP_reproductive_window_proxy,2019-08-04,2019-06-05,True,2019-08-04,False,False,0,,True,164263,"Raub-Brenton complex, 0 to 1 percent slopes",Raub,22.700327868852455,8.2,31.68,189.38,1377.3099999999997,80.932131147541,2.2803278688524586,61
2019-MIH1,2019,East Lansing,T0_preseason,2019-05-27,2019-05-27,False,,False,False,10,,True,3117279,"Conover loam, 0 to 4 percent slopes",Conover,20.584786885245904,2.81,38.68,1802.4,13528.34,76.24419672131147,2.5739508196721315,610
2019-MIH1,2019,East Lansing,T1_30DAP,2019-06-26,2019-05-27,True,2019-06-26,False,False,0,,True,3117279,"Conover loam, 0 to 4 percent slopes",Conover,17.57,3.65,27.21,160.61,625.5599999999998,79.46000000000001,2.7099999999999995,31
2019-MIH1,2019,East Lansing,T2_60DAP_reproductive_window_proxy,2019-07-26,2019-05-27,True,2019-07-26,False,False,0,,True,3117279,"Conover loam, 0 to 4 percent slopes",Conover,20.1172131147541,3.65,31.38,222.99,1337.0800000000002,79.52852459016391,2.408360655737704,61
2019-MNH1,2019,Waseca,T0_preseason,2019-06-03,2019-06-03,False,,False,False,10,,True,2835046,"Webster clay loam, 0 to 2 percent slopes",Webster,21.704770491803277,6.01,39.56,2417.22,13363.16,74.04426229508196,2.736672131147541,610
2019-MNH1,2019,Waseca,T1_30DAP,2019-07-03,2019-06-03,True,2019-07-03,False,False,0,,True,2835046,"Webster clay loam, 0 to 2 percent slopes",Webster,20.181612903225805,5.79,29.49,165.32,635.35,81.58645161290323,2.492580645161291,31
2019-MNH1,2019,Waseca,T2_60DAP_reproductive_window_proxy,2019-08-02,2019-06-03,True,2019-08-02,False,False,0,,True,2835046,"Webster clay loam, 0 to 2 percent slopes",Webster,21.316229508196717,5.79,31.58,278.33,1282.59,82.09245901639345,2.429180327868852,61
2019-MOH1,2019,Columbia,T0_preseason,2019-05-16,2019-05-16,False,,False,False,10,,True,2532763,"Mexico silt loam, 1 to 4 percent slopes, eroded",Mexico,23.540770491803276,1.61,43.18,2501.0299999999997,13899.2,75.51860655737704,2.2874590163934423,610
2019-MOH1,2019,Columbia,T1_30DAP,2019-06-15,2019-05-16,True,2019-06-15,False,False,0,,True,2532763,"Mexico silt loam, 1 to 4 percent slopes, eroded",Mexico,21.041290322580643,7.54,29.47,154.09,695.5100000000001,82.15161290322578,2.784838709677419,31
2019-MOH1,2019,Columbia,T2_60DAP_reproductive_window_proxy,2019-07-15,2019-05-16,True,2019-07-15,False,False,0,,True,2532763,"Mexico silt loam, 1 to 4 percent slopes, eroded",Mexico,22.789180327868863,7.54,32.14,275.65999999999997,1347.93,83.43032786885247,2.2693442622950815,61
2019-NEH1,2019,Lincoln,T0_preseason,2019-05-16,2019-05-16,False,,False,False,10,,True,2745831,"Aksarben silty clay loam, terrace, 0 to 1 percent slopes",Aksarben,22.53362295081967,1.21,42.01,2407.0299999999997,14182.170000000002,69.02168852459016,3.1061639344262293,610
2019-NEH1,2019,Lincoln,T1_30DAP,2019-06-15,2019-05-16,True,2019-06-15,False,False,0,,True,2745831,"Aksarben silty clay loam, terrace, 0 to 1 percent slopes",Aksarben,18.73774193548387,5.68,32.44,179.81000000000003,678.78,74.97290322580646,3.398387096774194,31
2019-NEH1,2019,Lincoln,T2_60DAP_reproductive_window_proxy,2019-07-15,2019-05-16,True,2019-07-15,False,False,0,,True,2745831,"Aksarben silty clay loam, terrace, 0 to 1 percent slopes",Aksarben,21.183114754098362,5.68,32.44,303.94000000000005,1399.0600000000002,78.25950819672133,2.960491803278688,61
2019-NEH2,2019,Lincoln,T0_preseason,2019-05-17,2019-05-17,False,,False,False,10,,True,2745831,"Aksarben silty clay loam, terrace, 0 to 1 percent slopes",Aksarben,22.69737704918033,1.49,42.01,2382.76,14226.380000000001,68.95618032786886,3.0956393442622954,610
2019-NEH2,2019,Lincoln,T1_30DAP,2019-06-16,2019-05-17,True,2019-06-16,False,False,0,,True,2745831,"Aksarben silty clay loam, terrace, 0 to 1 percent slopes",Aksarben,18.656129032258068,5.68,29.86,179.67000000000002,677.46,74.87322580645161,3.352903225806452,31
2019-NEH2,2019,Lincoln,T2_60DAP_reproductive_window_proxy,2019-07-16,2019-05-17,True,2019-07-16,False,False,0,,True,2745831,"Aksarben silty clay loam, terrace, 0 to 1 percent slopes",Aksarben,21.211803278688524,5.68,32.12,305.52000000000004,1396.01,78.39459016393444,2.924590163934426,61
2019-NEH2L,2019,Lincoln,T0_preseason,2019-06-08,2019-06-08,False,,False,False,10,,True,2745831,"Aksarben silty clay loam, terrace, 0 to 1 percent slopes",Aksarben,24.854442622950817,8.92,42.28,1915.89,14327.15,66.61455737704918,2.771491803278688,610
2019-NEH2L,2019,Lincoln,T1_30DAP,2019-07-08,2019-06-08,True,2019-07-08,False,False,0,,True,2745831,"Aksarben silty clay loam, terrace, 0 to 1 percent slopes",Aksarben,22.407096774193548,9.27,32.12,132.72,721.3500000000001,79.9248387096774,2.67258064516129,31
2019-NEH2L,2019,Lincoln,T2_60DAP_reproductive_window_proxy,2019-08-07,2019-06-08,True,2019-08-07,False,False,0,,True,2745831,"Aksarben silty clay loam, terrace, 0 to 1 percent slopes",Aksarben,23.18213114754098,9.27,33.7,227.30999999999997,1415.3200000000002,78.76540983606557,2.745901639344262,61
2019-NYH1,2019,Aurora,T0_preseason,2019-06-03,2019-06-03,False,,False,False,10,,True,289425,"Kendaia and Lyons soils, 0 to 3 percent slopes",Kendaia,20.60327868852459,5.51,37.39,2052.1699999999996,12938.49,72.09883606557376,0.2618524590163935,610
2019-NYH1,2019,Aurora,T1_30DAP,2019-07-03,2019-06-03,True,2019-07-03,False,False,0,,True,289425,"Kendaia and Lyons soils, 0 to 3 percent slopes",Kendaia,18.527419354838713,3.87,30.73,111.05,682.6700000000001,74.1916129032258,0.28354838709677416,31
2019-NYH1,2019,Aurora,T2_60DAP_reproductive_window_proxy,2019-08-02,2019-06-03,True,2019-08-02,False,False,0,,True,289425,"Kendaia and Lyons soils, 0 to 3 percent slopes",Kendaia,20.747704918032788,3.87,31.77,197.19000000000003,1341.9900000000002,74.3860655737705,0.26016393442622954,61
2019-NYH2,2019,Aurora,T0_preseason,2019-05-23,2019-05-23,False,,False,False,10,,True,289413,"Honeoye silt loam, 3 to 8 percent slopes",Honeoye,19.989213114754097,-1.03,37.39,1910.85,13078.89,72.75416393442624,0.2622295081967213,610
2019-NYH2,2019,Aurora,T1_30DAP,2019-06-22,2019-05-23,True,2019-06-22,False,False,0,,True,289413,"Honeoye silt loam, 3 to 8 percent slopes",Honeoye,16.74290322580645,3.87,27.53,134.01000000000002,601.3,76.50451612903227,0.2719354838709678,31
2019-NYH2,2019,Aurora,T2_60DAP_reproductive_window_proxy,2019-07-22,2019-05-23,True,2019-07-22,False,False,0,,True,289413,"Honeoye silt loam, 3 to 8 percent slopes",Honeoye,19.658032786885254,3.87,31.77,218.28999999999996,1273.61,76.05147540983606,0.26114754098360654,61
2019-NYH3,2019,Aurora,T0_preseason,2019-05-23,2019-05-23,False,,False,False,10,,True,289413,"Honeoye silt loam, 3 to 8 percent slopes",Honeoye,19.989213114754097,-1.03,37.39,1910.85,13078.89,72.75416393442624,0.2622295081967213,610
2019-NYH3,2019,Aurora,T1_30DAP,2019-06-22,2019-05-23,True,2019-06-22,False,False,0,,True,289413,"Honeoye silt loam, 3 to 8 percent slopes",Honeoye,16.74290322580645,3.87,27.53,134.01000000000002,601.3,76.50451612903227,0.2719354838709678,31
2019-NYH3,2019,Aurora,T2_60DAP_reproductive_window_proxy,2019-07-22,2019-05-23,True,2019-07-22,False,False,0,,True,289413,"Honeoye silt loam, 3 to 8 percent slopes",Honeoye,19.658032786885254,3.87,31.77,218.28999999999996,1273.61,76.05147540983606,0.26114754098360654,61
2019-OHH1,2019,South Charleston,T0_preseason,2019-06-07,2019-06-07,False,,False,False,10,,True,171779,"Strawn-Crosby complex, 0 to 2 percent slopes",Strawn,22.699049180327865,7.88,37.71,1996.3400000000001,13275.89,76.33450819672132,2.178672131147541,610
2019-OHH1,2019,South Charleston,T1_30DAP,2019-07-07,2019-06-07,True,2019-07-07,False,False,0,,True,171779,"Strawn-Crosby complex, 0 to 2 percent slopes",Strawn,21.573870967741936,7.08,30.38,161.75000000000003,643.54,83.08129032258064,2.5300000000000002,31
2019-OHH1,2019,South Charleston,T2_60DAP_reproductive_window_proxy,2019-08-06,2019-06-07,True,2019-08-06,False,False,0,,True,171779,"Strawn-Crosby complex, 0 to 2 percent slopes",Strawn,22.510163934426224,7.08,30.81,210.66000000000005,1361.74,80.81737704918034,2.225081967213115,61
2019-SCH1,2019,Pendleton,T0_preseason,2019-05-02,2019-05-02,False,,False,False,10,,True,131793,"Cecil sandy loam, 2 to 6 percent slopes",Cecil,23.37406557377049,3.76,42.88,2225.72,14178.43,75.28559016393442,0.5714426229508197,610
2019-SCH1,2019,Pendleton,T1_30DAP,2019-06-01,2019-05-02,True,2019-06-01,False,False,0,,True,131793,"Cecil sandy loam, 2 to 6 percent slopes",Cecil,23.16483870967742,8.84,34.43,61.300000000000004,751.1600000000001,76.04935483870968,0.5967741935483872,31
2019-SCH1,2019,Pendleton,T2_60DAP_reproductive_window_proxy,2019-07-01,2019-05-02,True,2019-07-01,False,False,0,,True,131793,"Cecil sandy loam, 2 to 6 percent slopes",Cecil,23.74967213114754,8.84,35.56,207.0,1408.48,76.22163934426227,0.5988524590163935,61
2019-TXH1,2019,College Station,T0_preseason,2019-03-20,2019-03-20,False,,False,False,10,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,20.51927868852459,-0.64,38.32,1952.1700000000003,12162.099999999999,73.610868852459,2.6319180327868854,610
2019-TXH1,2019,College Station,T1_30DAP,2019-04-19,2019-03-20,True,2019-04-19,False,False,0,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,17.46451612903226,2.43,29.3,105.75,582.94,79.20709677419353,2.56,31
2019-TXH1,2019,College Station,T2_60DAP_reproductive_window_proxy,2019-05-19,2019-03-20,True,2019-05-19,False,False,0,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,19.62393442622951,2.43,31.83,292.50999999999993,1169.0800000000002,81.26688524590166,2.416557377049181,61
2019-TXH2,2019,College Station,T0_preseason,2019-03-20,2019-03-20,False,,False,False,10,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,20.51927868852459,-0.64,38.32,1952.1700000000003,12162.099999999999,73.610868852459,2.6319180327868854,610
2019-TXH2,2019,College Station,T1_30DAP,2019-04-19,2019-03-20,True,2019-04-19,False,False,0,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,17.46451612903226,2.43,29.3,105.75,582.94,79.20709677419353,2.56,31
2019-TXH2,2019,College Station,T2_60DAP_reproductive_window_proxy,2019-05-19,2019-03-20,True,2019-05-19,False,False,0,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,19.62393442622951,2.43,31.83,292.50999999999993,1169.0800000000002,81.26688524590166,2.416557377049181,61
2019-TXH3,2019,College Station,T0_preseason,2019-03-20,2019-03-20,False,,False,False,10,,True,363467,"Ships clay, 0 to 1 percent slopes, rarely flooded",Ships,20.51927868852459,-0.64,38.32,1952.1700000000003,12162.099999999999,73.610868852459,2.6319180327868854,610
