phenotype_id,phenotype_name,n_rows,n_nonmissing,n_accessions,mean,std,median,minimum,maximum,missing_rate
1267,shoots 15d protocol a,1713,1713,149,0.21015761821366025,1.0541260879297771,0.0,0.0,13.0,0.0
1274,shoots 15d protocol b,2164,2164,168,0.38585951940850277,1.8167056625403055,0.0,0.0,28.0,0.0
1281,shoots 21d protocol a,1711,1711,149,0.6651081239041496,2.8104969233462342,0.0,0.0,45.0,0.0
1288,shoots 21d protocol b,2165,2165,168,0.9057736720554272,3.6238821865744453,0.0,0.0,44.0,0.0
