target_year,control_rule,adaptive_rule,target_nominal,previous_environment_balanced_coverage,undercoverage_deficit,adaptive_quantile_level,primary_estimand,selection_uses_outcome_value,post_reveal_protocol_amendment,point_predictor_changed,t2_branch_reopened,post_result_tuning_permitted,stage_state
2023,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.8487186682822535,0.05128133171774652,0.9512813317177465,OFFICIALLY_OBSERVABLE_SEALED_KEYS,False,False,False,False,False,B13_PREOUTCOME_CALIBRATION_RULE_LOCKED
