source_stage,target_year,rule,status,empirical_coverage_90,environment_balanced_coverage_90,signed_environment_balanced_gap_90,cluster_ci_low_90,cluster_ci_high_90,mean_half_width_90,mean_interval_score_90,used_to_fit_b15_theory,new_outcome_access
B12,2022,FROZEN_B11_90,POST_REVEAL_AVAILABLE_CASE_DIAGNOSTIC,0.8527131782945736,0.8487186682822535,-0.051281331717746514,0.7740271226415094,0.9253777637865264,4.351707411570466,,False,False
B14C,2024,FROZEN_B11_90,SEALED_EXTERNAL_REVEAL,0.9139922978177151,0.8997721030003023,-0.0002278969996977187,0.8784860752085061,0.9441202835715959,4.351707411572972,10.530072493745173,False,False
B14C,2024,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,SEALED_EXTERNAL_REVEAL,0.9576379974326059,0.9521031534328204,0.05210315343282035,0.9316040863734756,0.9786058430589681,5.141229360485013,11.10625188277593,False,False
