n_cells,n_environments,raw_sse,environment_mean_bias_sse,within_environment_centered_sse,sse_identity_residual,environment_bias_sse_fraction,within_environment_sse_fraction,raw_rmse,raw_mae,oracle_environment_intercept_corrected_rmse,oracle_rmse_reduction_fraction,mean_environment_pearson,median_environment_pearson,mean_environment_spearman,median_environment_spearman,median_predicted_to_observed_sd_ratio
779,19,5346.285326627889,2296.8721465232625,3049.413180104626,4.547473508864641e-13,0.4296201953688075,0.5703798046311924,2.6197348508709113,2.1234900139513737,1.9785152756292046,0.24476506659768948,0.27700195699688124,0.29852299261452203,0.2379568373654201,0.23866790009250696,0.2882996096719246
