target_year,source_doi,source_sha256,source_environment_column,source_planting_column,n_frozen_environments,n_exactly_mapped_environments,n_admissible_planting_dates,all_27_recovered,partial_recovery,outcome_files_accessed,point_predictor_changed,t1_clock_changed,t2_branch_reopened,post_result_tuning_permitted,decision,reason
2023,10.25739/78mn-4394,3b9575a1e43d1c29a404806593c95d2c1dbd11e2c486ad7fcbd9a0b531d90c2a,Env,,27,0,0,False,False,False,False,False,False,False,B13S_2023_NO_ADMISSIBLE_PLANTING_DATE_RECOVERY,NO_EXPLICIT_PLANTING_OR_SOWING_COLUMN_IN_AUTHORITATIVE_METADATA
