accession_id,protocol,fold,specification,x15,y_true,y_pred,abs_error,outside_calibration_range,lower_80,upper_80,half_width_80,covered_80,lower_90,upper_90,half_width_90,covered_90,lower_95,upper_95,half_width_95,covered_95,abstain,acquisition_score,strategy,budget
7419,A,3,X15,6.583333333333333,16.833333333333332,13.809512992417297,3.023820340916036,True,13.589047602998296,14.029978381836298,0.2204653894190018,False,12.988644612483924,14.63038137235067,0.8208683799333731,False,12.514859476363895,15.104166508470698,1.2946535160534012,False,True,13.809512992417297,predicted_response,5
7416,B,1,X15,4.75,7.75,10.929653594173407,3.1796535941734074,True,10.576968259383907,11.282338928962908,0.3526853347894995,False,10.012376220617051,11.846930967729763,0.9172773735563556,False,8.916151127979674,12.94315606036714,2.0135024661937333,False,True,10.929653594173407,predicted_response,5
7207,B,0,X15,4.5,7.333333333333333,9.85236854840159,2.519035215068256,True,9.50240834214612,10.202328754657058,0.3499602062554686,False,8.935091174845233,10.769645921957943,0.9172773735563556,False,8.13988182860243,11.564855268200748,1.7124867197991591,False,True,9.85236854840159,predicted_response,5
7419,B,3,X15,4.2727272727272725,10.727272727272728,9.01478600747357,1.7124867197991591,False,8.687906542969667,9.341665471977471,0.3268794645039018,False,8.097508633917213,9.932063381029923,0.9172773735563556,False,7.001283541279836,11.028288473667304,2.0135024661937333,True,False,9.01478600747357,predicted_response,5
7520,B,0,X15,3.8333333333333335,13.375,8.411780015977053,4.963219984022947,False,8.061819809721584,8.761740222232522,0.3499602062554686,False,7.494502642420697,9.329057389533409,0.9172773735563556,False,6.699293296177894,10.124266735776212,1.7124867197991591,False,False,8.411780015977053,predicted_response,5
7416,B,1,X15,4.75,7.75,10.929653594173407,3.1796535941734074,True,10.576968259383907,11.282338928962908,0.3526853347894995,False,10.012376220617051,11.846930967729763,0.9172773735563556,False,8.916151127979674,12.94315606036714,2.0135024661937333,False,True,0.9172773735563556,uncertainty,5
7207,B,0,X15,4.5,7.333333333333333,9.85236854840159,2.519035215068256,True,9.50240834214612,10.202328754657058,0.3499602062554686,False,8.935091174845233,10.769645921957943,0.9172773735563556,False,8.13988182860243,11.564855268200748,1.7124867197991591,False,True,0.9172773735563556,uncertainty,5
7419,B,3,X15,4.2727272727272725,10.727272727272728,9.01478600747357,1.7124867197991591,False,8.687906542969667,9.341665471977471,0.3268794645039018,False,8.097508633917213,9.932063381029923,0.9172773735563556,False,7.001283541279836,11.028288473667304,2.0135024661937333,True,False,0.9172773735563556,uncertainty,5
7520,B,0,X15,3.8333333333333335,13.375,8.411780015977053,4.963219984022947,False,8.061819809721584,8.761740222232522,0.3499602062554686,False,7.494502642420697,9.329057389533409,0.9172773735563556,False,6.699293296177894,10.124266735776212,1.7124867197991591,False,False,0.9172773735563556,uncertainty,5
6987,B,3,X15,3.1666666666666665,6.666666666666667,6.719605221238213,0.0529385545715461,False,6.392725756734311,7.046484685742115,0.3268794645039018,True,5.802327847681857,7.636882594794569,0.9172773735563556,True,4.70610275504448,8.733107687431946,2.0135024661937333,True,False,0.9172773735563556,uncertainty,5
7416,B,1,X15,4.75,7.75,10.929653594173407,3.1796535941734074,True,10.576968259383907,11.282338928962908,0.3526853347894995,False,10.012376220617051,11.846930967729763,0.9172773735563556,False,8.916151127979674,12.94315606036714,2.0135024661937333,False,True,0.9,balanced,5
7207,B,0,X15,4.5,7.333333333333333,9.85236854840159,2.519035215068256,True,9.50240834214612,10.202328754657058,0.3499602062554686,False,8.935091174845233,10.769645921957943,0.9172773735563556,False,8.13988182860243,11.564855268200748,1.7124867197991591,False,True,0.8982456140350877,balanced,5
7419,B,3,X15,4.2727272727272725,10.727272727272728,9.01478600747357,1.7124867197991591,False,8.687906542969667,9.341665471977471,0.3268794645039018,False,8.097508633917213,9.932063381029923,0.9172773735563556,False,7.001283541279836,11.028288473667304,2.0135024661937333,True,False,0.8964912280701754,balanced,5
7520,B,0,X15,3.8333333333333335,13.375,8.411780015977053,4.963219984022947,False,8.061819809721584,8.761740222232522,0.3499602062554686,False,7.494502642420697,9.329057389533409,0.9172773735563556,False,6.699293296177894,10.124266735776212,1.7124867197991591,False,False,0.8947368421052632,balanced,5
6987,B,3,X15,3.1666666666666665,6.666666666666667,6.719605221238213,0.0529385545715461,False,6.392725756734311,7.046484685742115,0.3268794645039018,True,5.802327847681857,7.636882594794569,0.9172773735563556,True,4.70610275504448,8.733107687431946,2.0135024661937333,True,False,0.8894736842105264,balanced,5
7419,A,3,X15,6.583333333333333,16.833333333333332,13.809512992417297,3.023820340916036,True,13.589047602998296,14.029978381836298,0.2204653894190018,False,12.988644612483924,14.63038137235067,0.8208683799333731,False,12.514859476363895,15.104166508470698,1.2946535160534012,False,True,13.809512992417297,predicted_response,10
7416,B,1,X15,4.75,7.75,10.929653594173407,3.1796535941734074,True,10.576968259383907,11.282338928962908,0.3526853347894995,False,10.012376220617051,11.846930967729763,0.9172773735563556,False,8.916151127979674,12.94315606036714,2.0135024661937333,False,True,10.929653594173407,predicted_response,10
7207,B,0,X15,4.5,7.333333333333333,9.85236854840159,2.519035215068256,True,9.50240834214612,10.202328754657058,0.3499602062554686,False,8.935091174845233,10.769645921957943,0.9172773735563556,False,8.13988182860243,11.564855268200748,1.7124867197991591,False,True,9.85236854840159,predicted_response,10
7419,B,3,X15,4.2727272727272725,10.727272727272728,9.01478600747357,1.7124867197991591,False,8.687906542969667,9.341665471977471,0.3268794645039018,False,8.097508633917213,9.932063381029923,0.9172773735563556,False,7.001283541279836,11.028288473667304,2.0135024661937333,True,False,9.01478600747357,predicted_response,10
7520,B,0,X15,3.8333333333333335,13.375,8.411780015977053,4.963219984022947,False,8.061819809721584,8.761740222232522,0.3499602062554686,False,7.494502642420697,9.329057389533409,0.9172773735563556,False,6.699293296177894,10.124266735776212,1.7124867197991591,False,False,8.411780015977053,predicted_response,10
9764,B,2,X15,3.6666666666666665,7.0,8.263737597562974,1.263737597562974,False,7.911052262773475,8.616422932352474,0.3526853347894995,False,7.420763687619298,9.106711507506647,0.8429739099436757,False,6.168466700094862,10.359008495031087,2.0952708974681125,True,False,8.263737597562974,predicted_response,10
6931,A,4,X15,3.25,8.416666666666666,7.122013150613265,1.2946535160534012,True,6.9349898903367,7.30903641088983,0.1870232602765645,False,6.604641611953975,7.639384689272555,0.5173715386592899,False,6.116333499596674,8.127692801629856,1.0056796510165902,False,True,7.122013150613265,predicted_response,10
6987,B,3,X15,3.1666666666666665,6.666666666666667,6.719605221238213,0.0529385545715461,False,6.392725756734311,7.046484685742115,0.3268794645039018,True,5.802327847681857,7.636882594794569,0.9172773735563556,True,4.70610275504448,8.733107687431946,2.0135024661937333,True,False,6.719605221238213,predicted_response,10
7378,B,3,X15,2.9166666666666665,3.8333333333333335,6.200831481883647,2.3674981485503133,False,5.873952017379745,6.527710946387549,0.3268794645039018,False,5.283554108327291,7.118108855440003,0.9172773735563556,False,4.1873290156899134,8.21433394807738,2.0135024661937333,False,False,6.200831481883647,predicted_response,10
6931,B,4,X15,2.6666666666666665,7.875,5.861497533806267,2.0135024661937333,False,5.511537327550798,6.211457740061736,0.3499602062554686,False,5.018523623862591,6.704471443749942,0.8429739099436757,False,3.766226636338154,7.956768431274379,2.0952708974681125,True,False,5.861497533806267,predicted_response,10
7416,B,1,X15,4.75,7.75,10.929653594173407,3.1796535941734074,True,10.576968259383907,11.282338928962908,0.3526853347894995,False,10.012376220617051,11.846930967729763,0.9172773735563556,False,8.916151127979674,12.94315606036714,2.0135024661937333,False,True,0.9172773735563556,uncertainty,10
7207,B,0,X15,4.5,7.333333333333333,9.85236854840159,2.519035215068256,True,9.50240834214612,10.202328754657058,0.3499602062554686,False,8.935091174845233,10.769645921957943,0.9172773735563556,False,8.13988182860243,11.564855268200748,1.7124867197991591,False,True,0.9172773735563556,uncertainty,10
7419,B,3,X15,4.2727272727272725,10.727272727272728,9.01478600747357,1.7124867197991591,False,8.687906542969667,9.341665471977471,0.3268794645039018,False,8.097508633917213,9.932063381029923,0.9172773735563556,False,7.001283541279836,11.028288473667304,2.0135024661937333,True,False,0.9172773735563556,uncertainty,10
7520,B,0,X15,3.8333333333333335,13.375,8.411780015977053,4.963219984022947,False,8.061819809721584,8.761740222232522,0.3499602062554686,False,7.494502642420697,9.329057389533409,0.9172773735563556,False,6.699293296177894,10.124266735776212,1.7124867197991591,False,False,0.9172773735563556,uncertainty,10
6987,B,3,X15,3.1666666666666665,6.666666666666667,6.719605221238213,0.0529385545715461,False,6.392725756734311,7.046484685742115,0.3268794645039018,True,5.802327847681857,7.636882594794569,0.9172773735563556,True,4.70610275504448,8.733107687431946,2.0135024661937333,True,False,0.9172773735563556,uncertainty,10
7378,B,3,X15,2.9166666666666665,3.8333333333333335,6.200831481883647,2.3674981485503133,False,5.873952017379745,6.527710946387549,0.3268794645039018,False,5.283554108327291,7.118108855440003,0.9172773735563556,False,4.1873290156899134,8.21433394807738,2.0135024661937333,False,False,0.9172773735563556,uncertainty,10
7344,B,3,X15,2.333333333333333,5.833333333333333,4.990359423389657,0.8429739099436757,False,4.663479958885755,5.317238887893559,0.3268794645039018,False,4.073082049833301,5.907636796946013,0.9172773735563556,True,2.976856957195924,7.003861889583391,2.0135024661937333,True,False,0.9172773735563556,uncertainty,10
6945,B,3,X15,1.8695652173913044,2.5217391304347827,4.027996544586983,1.5062574141522007,False,3.7011170800830815,4.354876009090885,0.3268794645039018,False,3.110719171030628,4.945273918143339,0.9172773735563556,False,2.01449407839325,6.041499010780717,2.0135024661937333,True,False,0.9172773735563556,uncertainty,10
7337,B,3,X15,1.8333333333333333,6.5,3.9528119446805214,2.5471880553194777,False,3.625932480176621,4.279691409184424,0.3268794645039018,False,3.035534571124167,4.870089318236878,0.9172773735563556,False,1.939309478486789,5.966314410874256,2.0135024661937333,False,False,0.9172773735563556,uncertainty,10
7217,B,1,X15,1.6666666666666667,2.9166666666666665,3.9089994826987695,0.992332816032103,False,3.55631414790927,4.261684817488269,0.3526853347894995,False,2.991722109142414,4.8262768562551255,0.9172773735563556,False,1.895497016505036,5.922501948892503,2.0135024661937333,True,False,0.9172773735563556,uncertainty,10
7416,B,1,X15,4.75,7.75,10.929653594173407,3.1796535941734074,True,10.576968259383907,11.282338928962908,0.3526853347894995,False,10.012376220617051,11.846930967729763,0.9172773735563556,False,8.916151127979674,12.94315606036714,2.0135024661937333,False,True,0.9,balanced,10
7207,B,0,X15,4.5,7.333333333333333,9.85236854840159,2.519035215068256,True,9.50240834214612,10.202328754657058,0.3499602062554686,False,8.935091174845233,10.769645921957943,0.9172773735563556,False,8.13988182860243,11.564855268200748,1.7124867197991591,False,True,0.8982456140350877,balanced,10
