supported_predictor,evaluated_horizon,n_evaluated_years,adaptive_90_coverage,adaptive_90_env_ci_low,adaptive_90_env_ci_high,global_90_coverage,interval_calibration_supported,all_rmse,retained_rmse,abstained_rmse,abstained_environments,support_abstention_supported,branch_decision,t2_branch_reopened,predictive_model_refit_or_tuned_in_b11,post_result_tuning_permitted
G+E_T1,T1_30DAP,4,0.8858005213335163,0.8509090303092438,0.9153532243974815,0.8858005213335163,True,2.686459615278823,2.686459615278823,,0,False,ADMIT_FORWARD_INTERVALS_KEEP_SUPPORT_ABSTENTION_DIAGNOSTIC,False,False,False
