n_prediction_rows,n_environments,n_genotypes,n_environment_pairs_with_two_or_more_common_genotypes,min_common_genotypes,max_common_genotypes,total_environment_pair_common_genotype_pairs,max_abs_pairwise_contrast_deviation,max_abs_centered_prediction_deviation,max_environment_offset_sd,max_float32_ulp_across_sealed_predictions,max_pairwise_deviation_in_local_float32_ulp,max_float32_implementation_bound,all_environment_pair_contrasts_invariant_within_csv_only_precision,all_environment_pair_contrasts_consistent_with_float32_implementation,csv_only_tolerance,float32_four_term_ulp_budget
798,19,92,171,15,53,72059,1.9074399997265346e-06,1.1921049978269593e-06,5.090156109497395e-07,9.5367431640625e-07,2.0000958051532507,3.824697265625e-06,False,True,1e-08,4.0
