n_cells,n_environments,mean_environment_pearson,median_environment_pearson,mean_environment_spearman,median_environment_spearman,mean_predicted_to_observed_sd_ratio,median_predicted_to_observed_sd_ratio,mean_observed_on_predicted_slope,median_observed_on_predicted_slope,mean_root_pairwise_msed,median_root_pairwise_msed,median_slope_identity_residual
779,19,0.27700195699688124,0.29852299261452203,0.2379568373654201,0.23866790009250696,0.33032929517830584,0.2882996096719246,0.9098010225993197,1.035460966992746,2.7026088375200046,2.762606776015371,2.220446049250313e-16
