day,n_paired,mean_protocol_a,mean_protocol_b,mean_delta_b_minus_a,median_delta_b_minus_a,sd_delta_b_minus_a,mean_delta_ci95_low,mean_delta_ci95_high,fraction_b_greater_a,fraction_equal,fraction_b_less_a,pearson_a_vs_b,pearson_pvalue,spearman_a_vs_b,spearman_pvalue
15,147,0.198121153223194,0.3292789975015039,0.13115784427830987,0.0,0.6559572383782172,0.031265345824006245,0.24114687094487705,0.2789115646258503,0.5850340136054422,0.1360544217687075,0.6497374305373528,5.431685873852473e-19,0.5439422321686104,1.0786350257624043e-12
21,147,0.6227633477633476,0.7731952860195461,0.1504319382561984,0.0,1.5143917992350338,-0.08286032726661148,0.40360053474617774,0.3469387755102041,0.4489795918367347,0.20408163265306123,0.6944390414854335,1.7771855269602738e-22,0.5292517507728834,5.513943618818922e-12
