regime,environment,test_year,model,n,rmse,mae,r2,correlation
CV-GE-B10,2019-ILH1,2019,G+E_T1,448,4.187093984325222,3.8668332082026717,-5.149202419360667,0.21657880593890913
CV-GE-B10,2019-ILH1,2019,G+E_T2,448,3.9656069854549645,3.6342644880735895,-4.51585337052187,0.21591608650307428
CV-GE-B10,2019-INH1,2019,G,440,5.302684018857776,5.065143305250405,-10.631526430139427,0.06135459952655422
CV-GE-B10,2019-INH1,2019,G+E_T0,440,4.674652751422055,4.412250895571609,-8.03948993470406,0.0896013463175237
CV-GE-B10,2019-INH1,2019,G+E_T1,440,4.399451913355427,4.1199951450021794,-7.006493670822971,0.08192171631565713
CV-GE-B10,2019-INH1,2019,G+E_T2,440,4.4522912682408196,4.174862913289838,-7.199971642646139,0.07274756286899649
CV-GE-B10,2019-MIH1,2019,G,454,1.8588315552288837,1.5106735222516166,-0.10540821029535419,0.07687153450233296
CV-GE-B10,2019-MIH1,2019,G+E_T0,454,2.143790376831013,1.7657364322110907,-0.47030436776720697,0.06975919663466877
CV-GE-B10,2019-MIH1,2019,G+E_T1,454,1.7909111955303172,1.4401209001132618,-0.026102429548044315,0.06453146584828104
CV-GE-B10,2019-MIH1,2019,G+E_T2,454,1.9943233083473222,1.6272493167618263,-0.2724295410116835,0.06024740920113987
CV-GE-B10,2019-MNH1,2019,G,1001,2.178110795053892,1.7826341449572933,-0.41843259836843427,0.1318424457248472
CV-GE-B10,2019-MNH1,2019,G+E_T0,1001,2.306369754035497,1.9043608173336375,-0.5904009878458478,-0.06883544254669885
CV-GE-B10,2019-MNH1,2019,G+E_T1,1001,2.4152150463840694,2.010942966357389,-0.7440558166229374,-0.05339897108914818
CV-GE-B10,2019-MNH1,2019,G+E_T2,1001,2.347800194750048,1.9461972948238266,-0.6480524809546677,-0.03895156530047131
CV-GE-B10,2019-MOH1,2019,G,515,2.995139922986092,2.5852799015107295,-1.7170799679885458,-0.11125652434474759
CV-GE-B10,2019-MOH1,2019,G+E_T0,515,2.5499479004404755,2.177669649970523,-0.9693858036089706,-0.07941480828210014
CV-GE-B10,2019-MOH1,2019,G+E_T1,515,2.091593182579539,1.7604000304294252,-0.3250205802647903,-0.08782031647307718
CV-GE-B10,2019-MOH1,2019,G+E_T2,515,1.9832172403777197,1.6447373374331524,-0.19126605534226915,-0.07963154172985425
CV-GE-B10,2019-NEH1,2019,G,308,2.923633790607692,2.463078498773874,-0.7979614276802938,0.10037612057036344
CV-GE-B10,2019-NEH1,2019,G+E_T0,308,2.7145928069454084,2.260227494319462,-0.5500432383833016,0.11644667052843363
CV-GE-B10,2019-NEH1,2019,G+E_T1,308,2.6521637927432287,2.198383398629373,-0.4795686089092279,0.11772150919553119
CV-GE-B10,2019-NEH1,2019,G+E_T2,308,2.550086564288865,2.0968022535033164,-0.36786825644813326,0.1186948949169548
CV-GE-B10,2019-NEH2,2019,G,170,2.7416740607810093,2.4144996307086832,-2.3627765584046827,0.23719145543945144
CV-GE-B10,2019-NEH2,2019,G+E_T0,170,2.5316268960119497,2.1994047833385766,-1.8672513569288771,0.22172472942321012
CV-GE-B10,2019-NEH2,2019,G+E_T1,170,2.3762918907564132,2.0411441928651195,-1.526189565295967,0.23241604166721727
CV-GE-B10,2019-NEH2,2019,G+E_T2,170,2.3194306460818295,1.9850403025137562,-1.406739840304299,0.23595067586392687
CV-GE-B10,2019-NEH2L,2019,G,174,2.16921018931643,1.72822990642382,-0.004465460890605399,0.16224752307313814
CV-GE-B10,2019-NEH2L,2019,G+E_T0,174,2.1971105541522804,1.6813718757479337,-0.03047048458727364,0.15673740097086383
CV-GE-B10,2019-NEH2L,2019,G+E_T1,174,2.4085323579383524,1.8209556863683076,-0.23833089146009523,0.15789159047746903
CV-GE-B10,2019-NEH2L,2019,G+E_T2,174,2.5499911553262207,1.929331199668472,-0.3880627016249327,0.15641167401921205
CV-GE-B10,2019-NYH1,2019,G,201,1.4214911941415715,1.121162248129948,-0.007408020799236192,0.1844902495319195
CV-GE-B10,2019-NYH1,2019,G+E_T0,201,1.481427388496338,1.1928187792279272,-0.09415234669973449,0.16288906593129354
CV-GE-B10,2019-NYH1,2019,G+E_T1,201,1.4517506975387195,1.1586945104091928,-0.05075422205738134,0.16187483196483185
CV-GE-B10,2019-NYH1,2019,G+E_T2,201,1.437844346428375,1.1427356432467874,-0.0307202422787356,0.16505876234563313
CV-GE-B10,2019-NYH2,2019,G,402,3.7463171234466466,3.3714203383152688,-3.2900554839283513,0.08637982829309301
CV-GE-B10,2019-NYH2,2019,G+E_T0,402,4.1339552157617385,3.785711712895737,-4.2237859056400495,0.07898091890655205
CV-GE-B10,2019-NYH2,2019,G+E_T1,402,4.177268069878965,3.8290396540898404,-4.333822106399175,0.06884889298871241
CV-GE-B10,2019-NYH2,2019,G+E_T2,402,3.9959633471566813,3.6413700685327135,-3.8808653448634987,0.07794987635242002
CV-GE-B10,2019-NYH3,2019,G,573,3.9306796860893614,3.4643002999739316,-2.5772819851752513,0.09014361244024463
CV-GE-B10,2019-NYH3,2019,G+E_T0,573,3.7637924137239485,3.293115128856085,-2.279964868351089,0.09747133944421327
CV-GE-B10,2019-NYH3,2019,G+E_T1,573,3.757631756360496,3.2869405911189395,-2.2692362201776612,0.10336377108340906
CV-GE-B10,2019-NYH3,2019,G+E_T2,573,3.630513053945727,3.1534791732255574,-2.0517845652860984,0.09528371747144311
CV-GE-B10,2019-OHH1,2019,G,367,2.5514824752517646,2.2236449775548914,-1.3020775582063102,0.07268972301614289
CV-GE-B10,2019-OHH1,2019,G+E_T0,367,2.122642108026552,1.7783605790202863,-0.593266124086095,0.07116241528224304
CV-GE-B10,2019-OHH1,2019,G+E_T1,367,1.7604982448242184,1.3734840989267112,-0.09598841749533671,0.07986294615406805
CV-GE-B10,2019-OHH1,2019,G+E_T2,367,1.688431954030834,1.279354890522787,-0.00809601286239392,0.08595194664210842
CV-GE-B10,2019-SCH1,2019,G,365,5.7138827809016774,5.623514763687673,-33.084291078032024,0.10073379288902133
CV-GE-B10,2019-SCH1,2019,G+E_T0,365,1.7980745387262622,1.5604110247219947,-2.375258151731309,0.15958774867629213
CV-GE-B10,2019-SCH1,2019,G+E_T1,365,2.579490250840696,2.394267147525929,-5.946393693799056,0.14459034365332513
CV-GE-B10,2019-SCH1,2019,G+E_T2,365,2.3282962465114356,2.1292920465252863,-4.659369998571122,0.1522760241228453
CV-GE-B10,2019-TXH1,2019,G,571,1.922719028490173,1.403471488601296,-0.197305063397347,0.019771092908308766
CV-GE-B10,2019-TXH1,2019,G+E_T0,571,1.791792284231831,1.373545708966273,-0.03979684318049692,0.04134043687514926
CV-GE-B10,2019-TXH1,2019,G+E_T1,571,1.788577676418283,1.3602288449188231,-0.036069245171621356,0.0333321127086831
CV-GE-B10,2019-TXH1,2019,G+E_T2,571,1.78526265444973,1.3328079142060882,-0.032232219306873144,0.033541575152008986
CV-GE-B10,2019-TXH2,2019,G,438,1.4840682282507094,1.1954579691073381,-0.08421767335821717,-0.015459487789241137
CV-GE-B10,2019-TXH2,2019,G+E_T0,438,1.4694750751509464,1.1824533847949106,-0.06299983050593005,0.004224202990704569
CV-GE-B10,2019-TXH2,2019,G+E_T1,438,1.4778676567522162,1.1917775788389648,-0.07517668062417959,-0.01196084825978772
CV-GE-B10,2019-TXH2,2019,G+E_T2,438,1.4924971077482743,1.2000585087725641,-0.09656844272534282,-0.004164393312071905
CV-GE-B10,2019-TXH3,2019,G,445,1.658005310570669,1.2941978689204605,-0.17718165428120458,0.009020612096838417
CV-GE-B10,2019-TXH3,2019,G+E_T0,445,1.5774569081951713,1.2300162243624169,-0.06558146930066822,0.052315085951818045
CV-GE-B10,2019-TXH3,2019,G+E_T1,445,1.567978149950403,1.219303387257782,-0.05281402945060831,0.048038342638902706
CV-GE-B10,2019-TXH3,2019,G+E_T2,445,1.5657908937041722,1.2202567417290253,-0.04987882537138666,0.04998390840797404
CV-GE-B10,2019-WIH1,2019,G,580,3.2088795696809207,2.791268761482452,-1.1146341414323273,0.041814068589004265
CV-GE-B10,2019-WIH1,2019,G+E_T0,580,2.9925000711160337,2.577645216056624,-0.8390635726994595,0.04557587033529516
CV-GE-B10,2019-WIH1,2019,G+E_T1,580,2.8207923882475487,2.4144953257407105,-0.634069972263476,0.045478459610791666
CV-GE-B10,2019-WIH1,2019,G+E_T2,580,2.6572682468773126,2.255863542557142,-0.45010416275311194,0.047410333967498344
CV-GE-B10,2019-WIH2,2019,G,1113,2.260040375518156,1.8237743224525196,-0.8381706136320108,0.17020684702426975
CV-GE-B10,2019-WIH2,2019,G+E_T0,1113,3.225960177057678,2.810550867819563,-2.7451690608614308,0.00949666947770092
CV-GE-B10,2019-WIH2,2019,G+E_T1,1113,3.2636597919452353,2.852731902541767,-2.8332150551538664,0.024750624859989252
CV-GE-B10,2019-WIH2,2019,G+E_T2,1113,3.514539338222749,3.120404917130806,-3.4451890985210003,0.04061422496822352
CV-GE-B10,2020-DEH1,2020,G,1143,2.3325382516630793,1.8795721095372595,-0.48196759417834123,0.5111098814300855
CV-GE-B10,2020-DEH1,2020,G+E_T0,1143,2.699805732613402,2.1892653454766573,-0.9853916379039571,0.43472647798392366
CV-GE-B10,2020-DEH1,2020,G+E_T1,1143,2.727268025466874,2.218524206354104,-1.0259876783149329,0.4397655460385818
CV-GE-B10,2020-DEH1,2020,G+E_T2,1143,2.540033217356165,2.0281241387773705,-0.7573568168256917,0.4468010313382064
CV-GE-B10,2020-INH1,2020,G,415,2.1441259798641905,1.6927763327524294,-0.7109760279377264,0.04670277925422653
CV-GE-B10,2020-INH1,2020,G+E_T0,415,1.6842125095205789,1.3160988773413809,-0.05569169280126207,0.07786818391992462
CV-GE-B10,2020-INH1,2020,G+E_T1,415,1.7046098623275279,1.3419535154976299,-0.0814173181118567,0.08353468917614953
CV-GE-B10,2020-INH1,2020,G+E_T2,415,1.7490337634949944,1.3620134265276822,-0.13851750668173723,0.07304415819864353
CV-GE-B10,2020-MIH1,2020,G,415,3.2954679639887963,3.021908616606597,-5.8232751235889895,0.016781352817165165
CV-GE-B10,2020-MIH1,2020,G+E_T0,415,3.6949173619447238,3.4572276757430362,-7.577646695546942,0.046899134985708205
CV-GE-B10,2020-MIH1,2020,G+E_T1,415,4.066005868629719,3.8441661775836504,-9.387109190629792,0.037189283285084446
CV-GE-B10,2020-MIH1,2020,G+E_T2,415,4.032322582920803,3.810556686212404,-9.215725878891105,0.03698308147751022
CV-GE-B10,2020-MNH1,2020,G,392,1.4999975461207367,1.150529967587044,-0.040803039998739354,0.2630399460271144
CV-GE-B10,2020-MNH1,2020,G+E_T0,392,1.9575356560343358,1.570353280641902,-0.7725839703681465,0.24188239884157778
CV-GE-B10,2020-MNH1,2020,G+E_T1,392,1.4675293809620347,1.1233867449839456,0.0037666763080910215,0.2432815611934137
CV-GE-B10,2020-MNH1,2020,G+E_T2,392,1.767181851377071,1.3878805594586479,-0.4446077499579304,0.2457941779593989
CV-GE-B10,2020-NEH1,2020,G,246,1.8469526018196216,1.4055717613672485,-0.022170011476488227,0.20310702757062182
CV-GE-B10,2020-NEH1,2020,G+E_T0,246,2.443345524669542,1.9011770493556799,-0.7888808236329528,0.139502350889636
CV-GE-B10,2020-NEH1,2020,G+E_T1,246,2.378476776663455,1.839713649279956,-0.6951551971529231,0.15003591874241548
CV-GE-B10,2020-NEH1,2020,G+E_T2,246,2.4446250335103197,1.9019138973428136,-0.7907548837018261,0.14525011320357525
CV-GE-B10,2020-NEH2,2020,G,245,1.7450621794035128,1.5079685307779023,-1.215118093929696,-0.030874940768895763
CV-GE-B10,2020-NEH2,2020,G+E_T0,245,1.2220768849459844,0.9555594085844636,-0.08635591056261194,0.11738562992297037
CV-GE-B10,2020-NEH2,2020,G+E_T1,245,1.1944503629092464,0.9142081727978816,-0.03779431108147402,0.09639077363070835
CV-GE-B10,2020-NEH2,2020,G+E_T2,245,1.274652204740402,1.0187005610264765,-0.1818394296014969,0.1111374977931251
CV-GE-B10,2020-NYH1,2020,G,22,2.543695728748282,1.9574227312986778,-1.0223417592667636,0.010656786393138528
CV-GE-B10,2020-NYH1,2020,G+E_T0,22,2.158236816356527,1.6526551384542545,-0.4558694121408864,0.22010360470419263
CV-GE-B10,2020-NYH1,2020,G+E_T1,22,2.3044648967239127,1.7818418759912282,-0.6598331050315314,0.2118564503553297
CV-GE-B10,2020-NYH1,2020,G+E_T2,22,2.4933976296739058,1.9981104861237078,-0.9431544109341923,0.23177645610531952
CV-GE-B10,2020-NYH2,2020,G,386,2.159250002084243,1.7135917381193126,-0.02428997774152153,0.1273772729067502
CV-GE-B10,2020-NYH2,2020,G+E_T0,386,2.1342318227133883,1.6741415614528492,-0.0006915865230232576,0.10905641723900189
CV-GE-B10,2020-NYH2,2020,G+E_T1,386,2.1367688360149595,1.6705290498360514,-0.0030720934448249526,0.11029339727861479
CV-GE-B10,2020-NYH2,2020,G+E_T2,386,2.144460018761685,1.6727621650740212,-0.010306095709013752,0.10532870988587163
CV-GE-B10,2020-NYH3,2020,G,379,2.358122761528915,1.835098275777703,-0.1216269300084929,-0.01019649529806061
CV-GE-B10,2020-NYH3,2020,G+E_T0,379,2.2713485221028495,1.7297843923484024,-0.04059842656018797,-0.030192630858066734
CV-GE-B10,2020-NYH3,2020,G+E_T1,379,2.264691759542294,1.7186323108406731,-0.03450788969175411,-0.032051363914328515
CV-GE-B10,2020-NYH3,2020,G+E_T2,379,2.2649580688536144,1.6996343512018885,-0.03475120340605775,-0.026481071202893242
CV-GE-B10,2020-OHH1,2020,G,396,2.7134695324100937,2.4158924745993864,-3.5900006720976387,0.08691146673657489
CV-GE-B10,2020-OHH1,2020,G+E_T0,396,2.429615180336258,2.1225698388465304,-2.6799154026513103,0.08294065849972672
CV-GE-B10,2020-OHH1,2020,G+E_T1,396,1.9717150213744026,1.651437381934789,-1.4235452909909942,0.07398691063748151
CV-GE-B10,2020-OHH1,2020,G+E_T2,396,2.152905722695866,1.8330658805916282,-1.8894346354548857,0.07544169360525683
CV-GE-B10,2020-SCH1,2020,G,398,4.779975020569627,4.597975376925216,-13.380526685840136,-0.021758244089543074
CV-GE-B10,2020-SCH1,2020,G+E_T0,398,2.087686820853614,1.7933794080634278,-1.7431795684820126,0.03926085507404988
CV-GE-B10,2020-SCH1,2020,G+E_T1,398,2.2647746569530107,1.9786025980089015,-2.2282973632342173,0.03439813901999026
CV-GE-B10,2020-SCH1,2020,G+E_T2,398,2.1677468531206934,1.8768509914250295,-1.9576083733043852,0.03753857088325763
CV-GE-B10,2020-TXH1,2020,G,246,1.6574923204283198,1.2663338548591991,0.0012777896098713493,0.14074088242460156
CV-GE-B10,2020-TXH1,2020,G+E_T0,246,1.8373183416473529,1.4589879767104283,-0.2271862469272108,0.07395227225224753
CV-GE-B10,2020-TXH1,2020,G+E_T1,246,1.692855161034279,1.3051562487376955,-0.041792585499650814,0.04415651834410819
CV-GE-B10,2020-TXH1,2020,G+E_T2,246,1.8202009067374019,1.42240170979655,-0.20442652435953557,-0.03151131730609271
CV-GE-B10,2020-TXH2,2020,G,245,2.6363051097670795,2.2832974476365853,-1.8498074374893516,0.06582959930144301
CV-GE-B10,2020-TXH2,2020,G+E_T0,245,1.6395973305845561,1.264920268465177,-0.102296879322328,-0.07138624470524996
CV-GE-B10,2020-TXH2,2020,G+E_T1,245,1.7013629886331574,1.3396296481830443,-0.18691094495248217,-0.06675380841504205
CV-GE-B10,2020-TXH2,2020,G+E_T2,245,1.6427755504798194,1.2632669857920764,-0.10657443854004223,-0.08712510789632871
CV-GE-B10,2020-TXH3,2020,G,246,1.7832867708229794,1.454629678832199,-0.931095591432118,-0.05017618915413859
CV-GE-B10,2020-TXH3,2020,G+E_T0,246,1.3235129041910447,1.06756109994476,-0.06369656505256116,-0.002835747089559938
CV-GE-B10,2020-TXH3,2020,G+E_T1,246,1.3298618524689667,1.0730886863359779,-0.07392623870259163,0.003685233906953683
CV-GE-B10,2020-TXH3,2020,G+E_T2,246,1.3193237826916384,1.0655853049721402,-0.056973695564874305,0.009898614421246583
CV-GE-B10,2020-WIH1,2020,G,394,2.1952057352674106,1.765632823065761,-0.10575886347113461,0.16084335932259464
CV-GE-B10,2020-WIH1,2020,G+E_T0,394,2.0883866018126382,1.6666168054486303,-0.0007642170400943282,0.1619126674562827
CV-GE-B10,2020-WIH1,2020,G+E_T1,394,2.07127591189527,1.6291286508233245,0.01556764073706629,0.16103585822166527
CV-GE-B10,2020-WIH1,2020,G+E_T2,394,2.1012931552621903,1.638277563548291,-0.013172197034982291,0.1634901990640711
CV-GE-B10,2020-WIH2,2020,G,1147,3.2094434940180014,2.675316008527463,-0.4453045285946382,0.028262130799072947
CV-GE-B10,2020-WIH2,2020,G+E_T0,1147,2.736028294674207,2.3066758158071226,-0.05036698950960927,0.03707318727365506
CV-GE-B10,2020-WIH2,2020,G+E_T1,1147,2.7024228352862383,2.2498745556972555,-0.024723037072311715,0.037291592760510826
CV-GE-B10,2020-WIH2,2020,G+E_T2,1147,2.7219886862551324,2.285313625996849,-0.03961497669539771,0.043144604824694205
CV-GE-B10,2021-DEH1,2021,G,1138,2.2129866719844307,1.8163441158446114,-0.2892138159260367,0.34004888740076
CV-GE-B10,2021-DEH1,2021,G+E_T0,1138,2.1343924639490024,1.7746457887167424,-0.19926707890077178,0.3212771862830871
CV-GE-B10,2021-DEH1,2021,G+E_T1,1138,2.2890504995921326,1.9290011788411952,-0.3793615067555949,0.3257043285167249
CV-GE-B10,2021-DEH1,2021,G+E_T2,1138,2.067607579613113,1.7070637256408077,-0.1253913829749369,0.34114392852505215
CV-GE-B10,2021-GAH2,2021,G,321,3.221725878043746,2.5636744699890146,-1.1204060346398874,0.09918200129043157
CV-GE-B10,2021-GAH2,2021,G+E_T0,321,4.161796591702685,3.5862138906588084,-2.5383725802306865,0.1207913028732607
CV-GE-B10,2021-GAH2,2021,G+E_T1,321,3.777096660334474,3.151193783883392,-1.914459728310653,0.09095661160870745
CV-GE-B10,2021-GAH2,2021,G+E_T2,321,4.236543773486606,3.6606891374566493,-2.666614542621972,0.0610652710088851
CV-GE-B10,2021-IAH4,2021,G,1124,1.4356936152439181,1.1336089607598911,0.18561345086234393,0.47417791446408897
CV-GE-B10,2021-IAH4,2021,G+E_T0,1124,1.445531910458249,1.1525984561918818,0.17441380841712284,0.43155671426315523
CV-GE-B10,2021-IAH4,2021,G+E_T1,1124,1.4439038664267632,1.150844744449842,0.17627240975899283,0.43809204163990956
CV-GE-B10,2021-IAH4,2021,G+E_T2,1124,1.4690396621688655,1.1677924854176613,0.14734352057554345,0.42749095583402774
CV-GE-B10,2021-ILH1,2021,G,402,1.925219314176932,1.4903142081834835,-0.45620814967598355,-0.10384379836431538
CV-GE-B10,2021-ILH1,2021,G+E_T0,402,2.118306308464799,1.7021151616024086,-0.7629522784630831,-0.08488345287797977
CV-GE-B10,2021-ILH1,2021,G+E_T1,402,2.0895339126734678,1.6786378358028482,-0.7153860953190951,-0.0747761895146652
CV-GE-B10,2021-ILH1,2021,G+E_T2,402,2.0815233218390063,1.6588110234906148,-0.7022588459314272,-0.08540918071474679
CV-GE-B10,2021-INH1,2021,G,411,1.4739662888946516,1.1106854344495243,-0.13152633200950525,0.05506346058764733
CV-GE-B10,2021-INH1,2021,G+E_T0,411,1.6260110457090229,1.2665421629517988,-0.3770082625504192,0.08671115768178476
CV-GE-B10,2021-INH1,2021,G+E_T1,411,1.5950826662406743,1.2383889167467599,-0.3251222748431011,0.07791780521837828
CV-GE-B10,2021-INH1,2021,G+E_T2,411,1.7028145529787897,1.3395676107516223,-0.5101645440116287,0.08062689142476488
CV-GE-B10,2021-MIH1,2021,G,417,2.058602687789696,1.7375093049478043,-0.9711805067328025,0.2431700922732476
CV-GE-B10,2021-MIH1,2021,G+E_T0,417,2.3965087736023554,2.097084962508865,-1.671402766098177,0.22730716249574995
CV-GE-B10,2021-MIH1,2021,G+E_T1,417,2.7301543542036675,2.4339293516618246,-2.4670150546868856,0.22385983027893755
CV-GE-B10,2021-MIH1,2021,G+E_T2,417,2.429342194350436,2.1262740734546055,-1.7451034236612655,0.23927974413306116
CV-GE-B10,2021-MNH1,2021,G,415,1.5525863611553656,1.1996316780667444,-0.29805887982965973,0.04339996382557308
CV-GE-B10,2021-MNH1,2021,G+E_T0,415,1.9304785202699055,1.5777989789965525,-1.006840266894407,0.06000958009202674
CV-GE-B10,2021-MNH1,2021,G+E_T1,415,1.4424382939205012,1.1236758346236997,-0.12041095371626742,0.0655149828041667
CV-GE-B10,2021-MNH1,2021,G+E_T2,415,1.461456899037727,1.138233702384989,-0.15015105601600554,0.06571024420044087
CV-GE-B10,2021-NEH1,2021,G,247,3.115469776095731,2.6247385571352324,-0.03741065397882837,-0.02539826990126434
CV-GE-B10,2021-NEH1,2021,G+E_T0,247,3.1555354888732055,2.542680253155394,-0.0642649429353892,0.11703584791075178
CV-GE-B10,2021-NEH1,2021,G+E_T1,247,3.1367202944691472,2.534835218101446,-0.05161120902943339,0.13533700648874367
CV-GE-B10,2021-NEH1,2021,G+E_T2,247,3.0605892784081075,2.5174566968235776,-0.0011835931679333722,0.12428114907656082
CV-GE-B10,2021-NEH2,2021,G,247,2.534261462154241,2.1192992088928038,-1.065419087153845,-0.029723342619137245
CV-GE-B10,2021-NEH2,2021,G+E_T0,247,2.117500874378736,1.705157838949505,-0.44195777791302415,0.018101971409296824
CV-GE-B10,2021-NEH2,2021,G+E_T1,247,2.0804991601470526,1.6697265268248587,-0.3920038514916515,0.025898289240775627
CV-GE-B10,2021-NEH2,2021,G+E_T2,247,2.1387608979212462,1.7235956879497147,-0.4710580747390385,0.011242769653141775
CV-GE-B10,2021-NYH1,2021,G,22,2.691035274598275,2.307829746771795,-1.5032852584398113,0.0025154662368094146
CV-GE-B10,2021-NYH1,2021,G+E_T0,22,2.7649910603250345,2.428166539457564,-1.6427679033535698,0.11033272092510066
CV-GE-B10,2021-NYH1,2021,G+E_T1,22,2.864461809833197,2.4879249425420586,-1.8363357142467756,0.09134124169839646
CV-GE-B10,2021-NYH1,2021,G+E_T2,22,2.9911391194520176,2.6221133875674156,-2.092749790565217,0.0940251184754106
CV-GE-B10,2021-NYH2,2021,G,396,1.7988121005203224,1.4159660945347954,-0.13240178230077504,0.09693886737262669
CV-GE-B10,2021-NYH2,2021,G+E_T0,396,1.9156841038972978,1.532649180317272,-0.2843303176180336,0.09773010596762038
CV-GE-B10,2021-NYH2,2021,G+E_T1,396,2.0217318579230783,1.63062054134224,-0.43046110221275535,0.09219928441765418
CV-GE-B10,2021-NYH2,2021,G+E_T2,396,1.9574724961929821,1.5680917035377582,-0.3409737632025185,0.09614219656586033
CV-GE-B10,2021-NYH3,2021,G,357,1.7318425801215274,1.3413716292657478,-0.2030896033955727,-0.05909915243431861
CV-GE-B10,2021-NYH3,2021,G+E_T0,357,2.1174612378176145,1.7158685841837054,-0.7985068036801586,-0.014928894356604782
CV-GE-B10,2021-NYH3,2021,G+E_T1,357,2.101571780295336,1.6920634687709604,-0.7716160396458904,-0.02848185275286308
CV-GE-B10,2021-NYH3,2021,G+E_T2,357,2.2115488268814696,1.7997454075381725,-0.961888004216574,-0.02346532555736443
CV-GE-B10,2021-SCH1,2021,G,397,2.549509858221763,2.1456058863817806,-1.4096578620797944,0.05448007465782655
CV-GE-B10,2021-SCH1,2021,G+E_T0,397,1.9682580639100085,1.5611809842894278,-0.43617072833035553,0.05400628911407919
CV-GE-B10,2021-SCH1,2021,G+E_T1,397,2.1204208562869065,1.7185609019641943,-0.6668101119179519,0.04672302383805661
CV-GE-B10,2021-SCH1,2021,G+E_T2,397,2.253661527446334,1.8582493448729853,-0.8828658287031115,0.029752153287813936
CV-GE-B10,2021-SCH1L,2021,G,43,6.796543644573127,6.698843977280159,-72.01046843906913,0.01559920759125882
CV-GE-B10,2021-SCH1L,2021,G+E_T0,43,2.6511472058228076,2.440170009963067,-10.109041782184667,-0.00367296004705853
CV-GE-B10,2021-SCH1L,2021,G+E_T1,43,2.50041842313782,2.2554267830024193,-8.881759842381502,-0.07114439297267326
CV-GE-B10,2021-SCH1L,2021,G+E_T2,43,2.655965019432905,2.429008327745447,-10.149454418288244,-0.051254503897414753
CV-GE-B10,2021-TXH1,2021,G,266,1.67839061336547,1.3478381060164526,-0.07776432621159768,0.03466796730707759
CV-GE-B10,2021-TXH1,2021,G+E_T0,266,2.394785642427397,1.9666192321265121,-1.1941737339749183,0.008475585017865437
CV-GE-B10,2021-TXH1,2021,G+E_T1,266,2.368809481009897,1.942868116686086,-1.1468316319762044,0.015365142787389138
CV-GE-B10,2021-TXH1,2021,G+E_T2,266,2.3181880125284704,1.8954648503062468,-1.0560564389281932,0.010836861403799107
CV-GE-B10,2021-TXH2,2021,G,247,1.723426021399859,1.3414244971816087,-0.03867466554659571,0.10268294397413805
CV-GE-B10,2021-TXH2,2021,G+E_T0,247,2.539156752737618,2.113956818731145,-1.254619568248693,-0.016535306992464485
CV-GE-B10,2021-TXH2,2021,G+E_T1,247,2.6084858797476462,2.177697752442765,-1.3794206551360166,-0.05111805173346269
CV-GE-B10,2021-TXH2,2021,G+E_T2,247,2.4501744621151933,2.018126883859685,-1.0993665100579157,-0.03884269395930642
CV-GE-B10,2021-TXH3,2021,G,246,5.9440175853603465,5.844872340927645,-31.954420597342562,0.04305655033465274
CV-GE-B10,2021-TXH3,2021,G+E_T0,246,4.591207217890876,4.466667153975225,-18.66107672934861,0.04474393935862827
CV-GE-B10,2021-TXH3,2021,G+E_T1,246,5.141840540556565,5.027050758769239,-23.659866282280483,0.0012666568483873293
CV-GE-B10,2021-TXH3,2021,G+E_T2,246,5.490989074901134,5.3804807159032055,-27.122548103982293,-0.040003561486364796
CV-GE-B10,2021-WIH1,2021,G,397,2.9250000660482764,2.508481127592672,-0.8949515111568758,0.09986483693754578
CV-GE-B10,2021-WIH1,2021,G+E_T0,397,2.152484763543092,1.7184923930450977,-0.026187010417101364,0.0734810203688759
CV-GE-B10,2021-WIH1,2021,G+E_T1,397,2.1925073173959233,1.767782150647895,-0.06470291729323763,0.07043587525341422
CV-GE-B10,2021-WIH1,2021,G+E_T2,397,2.1983505311539626,1.7730595404109002,-0.07038552259865138,0.06824038193413545
CV-GE-B10,2021-WIH2,2021,G,1137,2.7843296617514355,2.327984560616541,-1.2247739771882644,0.2493173417690222
CV-GE-B10,2021-WIH2,2021,G+E_T0,1137,1.9608108917862792,1.5633290381181881,-0.10335688481103422,0.24336278065058473
CV-GE-B10,2021-WIH2,2021,G+E_T1,1137,2.1237467606372276,1.7192198532671785,-0.29434498962785827,0.24406600472646586
CV-GE-B10,2021-WIH2,2021,G+E_T2,1137,1.8947410547220116,1.4913788487596382,-0.030254022377940393,0.2423540777223877
FORWARD-YEAR-B10,2016-DEH1,2016,G,230,2.4562634834378723,2.119242158833198,-0.6804692621052748,0.38188093339971807
FORWARD-YEAR-B10,2016-DEH1,2016,G+E_T0,230,1.8564369567482817,1.47392476290942,0.040066649173878255,0.32363090471379685
FORWARD-YEAR-B10,2016-DEH1,2016,G+E_T1,230,2.487096116204583,2.1483890282680207,-0.7229227604552704,0.2846999665772243
FORWARD-YEAR-B10,2016-DEH1,2016,G+E_T2,230,4.424450819522547,4.027424733786286,-4.452546947476225,0.25747565968675556
FORWARD-YEAR-B10,2016-GAH2,2016,G,87,4.058392277988281,3.823069959850727,-7.962578637045382,0.17168584404455178
FORWARD-YEAR-B10,2016-GAH2,2016,G+E_T0,87,4.054132474710873,3.816942827084179,-7.943773759422458,0.10486154064430617
FORWARD-YEAR-B10,2016-GAH2,2016,G+E_T1,87,2.3558648489207408,2.0148808795889597,-2.020130280887155,0.09023172558076711
