diagnostic,confirmatory,state,n,n_environments,rmse,mae,r2,correlation
POST_REVEAL_AVAILABLE_CASE_DIAGNOSTIC,False,ALL_AVAILABLE_CASES,387,14,2.803675386032527,2.280046244149739,0.08898866302204989,0.3587629264951142
POST_REVEAL_AVAILABLE_CASE_DIAGNOSTIC,False,RETAIN_SUPPORTED,387,14,2.803675386032527,2.280046244149739,0.08898866302204989,0.3587629264951142
